ECNumber	PfamDomain	ConfidenceScore	Type	InInterPro
3.1.1.85	PF12697	0.4584810333	SILVER	No
1.2.4.1	PF00676	0.4582916111	GOLD	No
1.5.1.11	PF02317	0.4575245556	GOLD	No
2.1.1.57	PF02832	0.4570972222	GOLD	No
4.1.99.11	PF08201	0.4569866111	GOLD	No
1.1.1.284	PF08240	0.456966	GOLD	No
2.7.2.11	PF00696	0.4569404444	GOLD	No
3.5.1.49	PF00795	0.4565921833	GOLD	No
2.2.1.1	PF02779	0.4565215	GOLD	No
1.3.1.106	PF02571	0.4563598556	GOLD	No
3.6.1.1	PF03030	0.4559726111	GOLD	Yes
3.1.2.2	PF08840	0.4557660556	GOLD	No
3.1.2.2	PF04775	0.4555081667	GOLD	No
2.7.1.68	PF01504	0.4550543889	GOLD	No
1.2.7.1	PF10371	0.4547885556	SILVER	No
1.14.13.149	PF05138	0.4545333889	GOLD	No
1.8.1.4	PF00070	0.4545285	GOLD	No
2.4.99.18	PF03345	0.4541434167	SILVER	Yes
2.7.7.49	PF00665	0.4537199444	GOLD	No
3.5.1.2	PF01174	0.4536517778	GOLD	Yes
6.3.2.44	PF02006	0.4536094444	GOLD	No
2.3.1.21	PF00755	0.4535641667	GOLD	No
3.4.24.28	PF01447	0.4533658889	GOLD	No
3.2.1.21	PF00933	0.4533091111	GOLD	No
3.6.1.9	PF01033	0.4532456611	SILVER	No
2.7.7.4	PF01507	0.4530881778	SILVER	No
4.1.2.40	PF01116	0.4530416444	SILVER	No
2.7.8.17	PF00066	0.4530121111	GOLD	No
2.7.4.2	PF04275	0.4529387778	GOLD	Yes
3.8.1.10	PF10778	0.4528188889	GOLD	No
1.1.1.145	PF01073	0.452802	GOLD	No
3.4.24.28	PF02868	0.4527352778	GOLD	No
3.1.1.73	PF07519	0.4526525556	GOLD	Yes
2.7.9.2	PF00391	0.4526232778	SILVER	No
2.3.1.157	PF12804	0.4525305556	GOLD	No
1.10.9.1	PF00355	0.4518602222	GOLD	No
2.1.1.57	PF01002	0.4515077222	GOLD	Yes
4.1.1.21	PF00731	0.4495293333	GOLD	No
1.14.13.196	PF13434	0.4492231111	GOLD	No
2.6.1.11	PF00202	0.4486889444	GOLD	No
2.7.8.31	PF02397	0.4486562222	GOLD	No
1.14.19.1	PF00487	0.4485142222	GOLD	No
6.1.2.2	PF02543	0.4483927778	GOLD	No
3.5.99.10	PF01042	0.4478288889	GOLD	No
3.2.1.6	PF03639	0.4477363333	GOLD	Yes
1.8.1.4	PF07992	0.4474326667	GOLD	No
4.2.3.1	PF14821	0.4468105	GOLD	No
2.1.1.57	PF01003	0.4461940556	GOLD	Yes
2.1.2.3	PF02142	0.4460102778	GOLD	No
4.2.1.126	PF13580	0.4458683333	GOLD	No
4.2.1.84	PF02979	0.4458492222	GOLD	Yes
3.6.3.1	PF00122	0.4452138333	GOLD	No
2.7.7.75	PF00994	0.4447977778	GOLD	No
2.1.1.57	PF01349	0.4446616667	GOLD	Yes
2.1.1.57	PF01350	0.4446616667	GOLD	Yes
2.7.1.69	PF00367	0.4445734444	GOLD	Yes
1.14.12.19	PF00848	0.4444863333	GOLD	No
3.6.3.27	PF00005	0.4444171111	GOLD	No
1.14.18.3	PF02461	0.4443724444	GOLD	No
4.2.1.30	PF02286	0.4441212778	GOLD	No
2.1.1.57	PF00948	0.4440072056	GOLD	Yes
1.4.7.1	PF01645	0.4438687222	SILVER	No
3.4.16.4	PF07943	0.4429606667	GOLD	Yes
2.7.7.23	PF12804	0.4426551111	GOLD	No
3.4.24.11	PF01431	0.4422974444	GOLD	No
3.4.23.40	PF05184	0.4422261667	GOLD	No
3.4.24.11	PF05649	0.4420839444	GOLD	No
2.7.1.39	PF00288	0.4418203889	GOLD	No
3.6.3.49	PF00664	0.4417010556	GOLD	No
3.4.22.47	PF03785	0.4416718889	SILVER	No
3.4.22.47	PF01364	0.4416718889	SILVER	No
3.5.1.15	PF04952	0.44167	GOLD	No
2.7.1.31	PF02595	0.4413235	GOLD	No
2.4.2.36	PF09102	0.4410126667	GOLD	No
2.4.2.36	PF09101	0.4410126667	GOLD	No
4.1.1.19	PF01862	0.4408533889	GOLD	Yes
1.13.11.24	PF05726	0.4405401667	GOLD	No
2.1.1.57	PF01004	0.4401784444	SILVER	Yes
5.3.2.3	PF05523	0.4400243889	GOLD	No
1.13.11.1	PF00775	0.4398221667	GOLD	No
6.1.1.18	PF00749	0.4396509444	GOLD	No
2.1.1.107	PF00590	0.4394867222	GOLD	No
2.1.1.57	PF01570	0.4393361111	GOLD	Yes
2.1.1.79	PF02353	0.4391747444	SILVER	No
2.4.2.36	PF02763	0.4389362222	GOLD	No
2.4.1.255	PF04577	0.4388422222	GOLD	No
2.3.1.84	PF07247	0.4384807778	GOLD	No
5.1.2.3	PF00378	0.4384448889	GOLD	No
3.5.4.16	PF01784	0.4382676833	GOLD	Yes
2.7.7.87	PF03481	0.4381706111	GOLD	Yes
3.4.21.89	PF10502	0.4380567222	GOLD	No
1.1.1.35	PF00378	0.4378735556	GOLD	No
2.4.2.36	PF02764	0.4376867778	GOLD	No
2.4.2.36	PF01324	0.4376867778	GOLD	No
4.1.1.3	PF04277	0.4374209	GOLD	Yes
2.4.1.14	PF05116	0.4370126111	GOLD	No
3.2.1.55	PF06964	0.4365244444	GOLD	Yes
4.1.1.25	PF00282	0.4362524444	GOLD	No
5.99.1.3	PF02518	0.43624735	GOLD	No
2.4.99.18	PF04597	0.4359377222	GOLD	Yes
4.2.2.1	PF02884	0.4357521111	GOLD	No
6.1.1.23	PF02938	0.4354950556	GOLD	No
3.4.23.1	PF00026	0.4352955	SILVER	No
4.2.1.119	PF01575	0.4347757778	GOLD	No
1.14.11.33	PF13532	0.4345454444	GOLD	No
1.14.99.46	PF00296	0.4344032778	GOLD	No
3.4.22.29	PF00073	0.4343538889	GOLD	No
2.1.1.57	PF01005	0.4341972222	GOLD	Yes
2.4.2.30	PF02877	0.4338390556	GOLD	Yes
6.3.1.9	PF03738	0.4336655	GOLD	No
3.5.4.10	PF02142	0.4336570556	GOLD	No
1.8.1.9	PF00070	0.4333648333	GOLD	No
4.2.1.20	PF00291	0.4332761111	GOLD	No
4.3.2.5	PF01082	0.4330513333	GOLD	No
4.3.2.5	PF03712	0.4330513333	GOLD	No
5.1.3.20	PF01370	0.4328844444	GOLD	No
1.3.5.1	PF02910	0.4327108333	GOLD	No
3.4.14.2	PF05577	0.4324536111	GOLD	No
3.1.26.13	PF00098	0.4324442278	GOLD	No
3.1.13.2	PF00098	0.4324442278	GOLD	No
2.4.1.173	PF02893	0.4322610556	GOLD	No
1.14.13.163	PF01936	0.4321209444	GOLD	No
4.2.1.90	PF01188	0.4317829722	GOLD	No
1.13.11.3	PF00775	0.4316705556	GOLD	Yes
3.6.1.5	PF01150	0.4315827778	GOLD	No
2.1.1.200	PF00588	0.4313804944	GOLD	No
3.6.1.1	PF02833	0.4313388333	GOLD	Yes
2.4.1.16	PF08407	0.4310731667	GOLD	Yes
2.7.7.7	PF00817	0.4310052222	GOLD	Yes
3.4.22.37	PF01364	0.430974	GOLD	No
1.8.4.14	PF13185	0.4309246111	GOLD	No
3.4.22.28	PF02226	0.4306960556	GOLD	Yes
2.3.1.176	PF02036	0.4301817778	GOLD	No
2.7.7.59	PF08335	0.4299956667	GOLD	No
2.7.13.3	PF07730	0.4295310556	GOLD	Yes
2.7.13.3	PF00672	0.4294708333	GOLD	No
1.8.1.9	PF07992	0.4294527778	GOLD	No
2.5.1.94	PF01887	0.429404	GOLD	No
1.14.16.1	PF00351	0.4293829444	GOLD	No
2.3.1.135	PF04970	0.4291726111	GOLD	No
6.3.5.4	PF00733	0.4291021667	GOLD	No
6.2.1.5	PF02629	0.4287758333	GOLD	No
3.5.1.41	PF01522	0.4287686667	GOLD	No
2.8.4.1	PF02249	0.4287682222	GOLD	Yes
2.7.1.39	PF08544	0.4287203333	GOLD	No
4.1.2.19	PF00596	0.4284658333	GOLD	No
3.1.1.3	PF00151	0.4283190556	GOLD	No
2.1.1.86	PF04208	0.4283025556	GOLD	Yes
2.3.1.189	PF00583	0.428044	GOLD	No
2.7.7.7	PF11799	0.4278191111	GOLD	Yes
1.14.12.19	PF00866	0.4277897222	GOLD	No
1.14.18.1	PF00264	0.4276164444	GOLD	No
3.6.1.41	PF00149	0.4275078333	GOLD	No
3.4.23.16	PF00098	0.4272387833	GOLD	No
1.8.5.2	PF07680	0.4268578889	GOLD	No
3.4.23.32	PF01828	0.4268578889	GOLD	No
3.5.4.37	PF02295	0.4264189444	GOLD	No
3.1.8.1	PF01731	0.4256885	SILVER	No
1.14.13.23	PF07976	0.4255063944	SILVER	No
3.4.16.5	PF00450	0.4254778333	GOLD	No
1.15.1.2	PF06397	0.4252385556	GOLD	No
1.7.1.1	PF03404	0.4248981111	GOLD	No
3.4.23.16	PF06817	0.4248473889	GOLD	No
2.1.1.28	PF01234	0.4246126111	GOLD	No
4.1.3.6	PF04223	0.4243845556	SILVER	Yes
3.4.22.61	PF01335	0.4241003333	GOLD	No
2.4.1.44	PF08437	0.4239706667	GOLD	No
3.4.22.28	PF00947	0.4238815	GOLD	Yes
3.1.3.24	PF05116	0.4235967222	GOLD	No
2.4.99.13	PF04413	0.4233272778	GOLD	No
4.2.2.9	PF06917	0.4233190556	GOLD	No
2.5.1.63	PF01887	0.4225328889	GOLD	No
4.1.99.12	PF00925	0.4223136111	GOLD	No
2.4.1.20	PF06204	0.4220583889	GOLD	No
3.4.22.28	PF01552	0.4220549167	GOLD	Yes
3.6.1.8	PF03819	0.4219491111	GOLD	No
2.1.3.12	PF02543	0.4218501667	GOLD	No
4.2.99.20	PF12697	0.4215721111	GOLD	No
3.8.1.9	PF10778	0.421526	GOLD	No
3.3.2.11	PF07858	0.4210705	GOLD	No
3.1.1.34	PF01477	0.4210384611	SILVER	No
2.4.1.58	PF08437	0.4207664444	GOLD	No
4.1.3.39	PF00682	0.4205025778	GOLD	No
3.4.22.28	PF08727	0.4203675389	SILVER	Yes
5.3.3.12	PF01187	0.4203461667	GOLD	No
2.5.1.54	PF01474	0.4201092222	GOLD	Yes
3.5.4.34	PF02137	0.4199605556	GOLD	No
1.11.1.14	PF11895	0.4199015556	GOLD	No
3.5.3.11	PF00491	0.4193805	GOLD	No
2.1.1.297	PF05175	0.4188683389	GOLD	No
3.5.1.81	PF07908	0.4188518333	GOLD	No
3.6.3.10	PF09040	0.4186986833	SILVER	Yes
3.2.2.21	PF02245	0.4180861111	GOLD	No
3.6.1.9	PF01223	0.4180480278	SILVER	No
3.6.1.1	PF01368	0.4179088889	GOLD	Yes
2.4.2.30	PF05406	0.4177975	GOLD	Yes
3.11.1.1	PF13419	0.4169664444	GOLD	No
2.3.1.38	PF08354	0.4166540111	SILVER	Yes
1.16.3.2	PF00210	0.416611	GOLD	No
2.3.1.26	PF03062	0.4161468333	GOLD	No
3.4.21.5	PF00051	0.4161008278	GOLD	No
3.2.1.76	PF01229	0.4157448889	GOLD	No
2.3.1.94	PF08990	0.4155288333	GOLD	No
4.1.2.53	PF03328	0.4153215111	SILVER	No
4.2.1.6	PF02746	0.4151140056	GOLD	No
1.4.9.1	PF02975	0.4149698333	GOLD	Yes
4.6.1.1	PF00211	0.4146415778	SILVER	No
4.2.1.84	PF02211	0.4145563333	GOLD	Yes
4.2.1.3	PF00694	0.4143642222	GOLD	No
3.4.22.37	PF03785	0.413918	GOLD	No
1.4.9.1	PF06433	0.4136672222	GOLD	Yes
3.5.1.54	PF02626	0.4133182222	GOLD	No
3.4.19.1	PF00326	0.4133115556	GOLD	No
1.3.1.2	PF14691	0.4131471889	GOLD	No
1.14.11.8	PF06155	0.4126118167	SILVER	No
2.4.2.4	PF00591	0.4125842222	GOLD	No
4.2.99.18	PF06827	0.4125368854	GOLD	No
1.8.5.2	PF04173	0.4124790556	GOLD	No
3.2.1.129	PF03906	0.4124790556	GOLD	No
3.4.21.91	PF07652	0.4124721667	GOLD	No
3.4.22.69	PF11963	0.4121575111	SILVER	Yes
3.4.22.29	PF00548	0.4121029444	GOLD	No
4.1.2.43	PF08714	0.4120222778	GOLD	Yes
2.6.1.27	PF04864	0.4118091667	GOLD	No
2.6.1.99	PF04864	0.4118091667	GOLD	No
3.4.23.16	PF00077	0.4116393333	GOLD	No
1.2.3.4	PF00190	0.4115322222	GOLD	No
6.1.1.22	PF01336	0.4115077778	GOLD	No
5.3.1.13	PF00571	0.4110943389	SILVER	No
6.1.1.13	PF00550	0.4110085556	GOLD	No
3.5.1.4	PF00795	0.4109646722	GOLD	No
1.1.1.21	PF00248	0.4109245	GOLD	No
2.7.7.7	PF00136	0.4103405	GOLD	Yes
1.18.1.2	PF07992	0.4103101389	GOLD	No
3.4.16.5	PF05388	0.4102519444	SILVER	Yes
5.3.2.8	PF04303	0.4102323333	GOLD	No
3.4.22.28	PF00910	0.4101994444	GOLD	No
4.3.1.1	PF10415	0.4099928333	GOLD	No
2.7.1.69	PF02302	0.4097821111	GOLD	Yes
3.6.3.54	PF00403	0.4096819556	GOLD	No
3.4.24.75	PF08460	0.409527085	SILVER	No
3.4.24.13	PF00746	0.4094410556	GOLD	No
3.5.4.16	PF02649	0.4092256667	GOLD	Yes
3.2.1.180	PF07470	0.4092242778	GOLD	No
3.4.17.21	PF04389	0.4091525	GOLD	No
2.7.7.72	PF09249	0.4091134444	GOLD	Yes
2.1.3.10	PF06833	0.4091022222	GOLD	No
2.5.1.30	PF07307	0.4090590556	GOLD	No
2.7.7.59	PF01909	0.4089222222	GOLD	No
1.3.1.22	PF02544	0.4088022222	GOLD	No
3.1.4.3	PF00882	0.4084527222	GOLD	No
4.1.3.30	PF00463	0.4076805722	SILVER	No
2.4.1.260	PF03901	0.4076661111	GOLD	No
3.4.22.69	PF01831	0.4076661111	GOLD	Yes
1.7.1.1	PF00174	0.4070402222	GOLD	No
1.14.18.3	PF04744	0.4068691111	SILVER	No
3.4.22.46	PF08935	0.4068192222	SILVER	No
3.2.1.11	PF03718	0.4066461667	SILVER	No
2.7.7.6	PF10385	0.4063631667	GOLD	Yes
3.4.11.9	PF00557	0.4063599444	GOLD	No
1.12.99.6	PF14720	0.405924	GOLD	No
2.5.1.29	PF00348	0.4058576667	GOLD	No
6.3.2.36	PF02006	0.4056693889	GOLD	No
2.7.3.3	PF02807	0.4054015	GOLD	No
3.5.1.26	PF01112	0.4052946667	GOLD	No
2.7.8.14	PF04464	0.4051981667	GOLD	No
3.2.1.23	PF08532	0.4049931667	GOLD	Yes
6.1.1.20	PF01588	0.4049565556	GOLD	No
3.6.4.3	PF04212	0.4048289444	GOLD	No
3.6.3.44	PF00664	0.4039574444	GOLD	No
1.4.1.3	PF02812	0.4039171667	GOLD	No
5.3.3.1	PF01073	0.4037053889	GOLD	No
5.3.3.8	PF00725	0.4029112778	GOLD	No
3.2.1.23	PF02449	0.4028006667	GOLD	Yes
3.4.17.21	PF02225	0.4026636667	GOLD	No
4.2.1.54	PF06050	0.4026581667	GOLD	No
2.5.1.97	PF03102	0.4024315556	GOLD	No
2.4.2.4	PF02885	0.4021485556	GOLD	No
2.7.7.6	PF01193	0.4021431667	GOLD	Yes
5.3.3.8	PF02737	0.4020374444	GOLD	No
3.2.1.151	PF01670	0.4018882222	GOLD	No
2.4.1.57	PF13439	0.4018731667	GOLD	No
2.7.1.167	PF00294	0.4017449	GOLD	No
2.4.1.290	PF13477	0.4013313333	GOLD	No
2.6.1.21	PF01063	0.4011435556	GOLD	No
1.1.1.58	PF08125	0.4010457222	GOLD	No
2.4.1.41	PF00535	0.4008232778	GOLD	No
1.14.13.72	PF04116	0.4008119444	GOLD	No
2.4.1.255	PF13844	0.4007903333	GOLD	No
2.7.7.31	PF10391	0.4006839444	GOLD	No
1.1.1.58	PF01232	0.4006043889	GOLD	No
1.13.11.57	PF07746	0.4003057222	GOLD	No
4.2.2.1	PF02278	0.4001012778	GOLD	No
3.4.21.107	PF13180	0.3999076111	GOLD	No
3.1.1.81	PF01731	0.3995101667	SILVER	Yes
3.2.1.4	PF00150	0.3992975556	GOLD	No
2.1.1.189	PF05958	0.3991505556	GOLD	No
2.4.1.19	PF00686	0.3991447222	GOLD	No
1.14.11.29	PF13640	0.3988102222	GOLD	No
4.2.1.46	PF01370	0.3986349444	GOLD	No
2.7.1.107	PF14513	0.3985692667	SILVER	Yes
1.13.11.27	PF00903	0.3985337222	GOLD	No
6.3.2.13	PF01225	0.3981330556	GOLD	No
2.4.1.186	PF01501	0.3980850556	GOLD	No
6.3.4.10	PF09825	0.3979087278	SILVER	No
3.4.22.45	PF00863	0.3976797222	GOLD	No
2.7.7.6	PF01000	0.3975548889	GOLD	Yes
1.1.1.144	PF02954	0.39750345	GOLD	No
6.3.4.9	PF09825	0.39746685	SILVER	No
2.7.7.70	PF00294	0.3974635833	GOLD	No
4.1.1.35	PF11803	0.3973885111	SILVER	Yes
2.4.1.56	PF01075	0.3972675111	GOLD	No
2.8.4.1	PF02745	0.3971802778	GOLD	Yes
4.3.1.12	PF02423	0.3971734444	GOLD	No
1.1.1.302	PF01872	0.3971638333	GOLD	No
1.14.11.1	PF06155	0.3971355	GOLD	No
3.4.22.53	PF01067	0.3971008889	GOLD	No
3.4.21.62	PF04151	0.39707755	SILVER	No
1.4.1.3	PF00208	0.3970316111	GOLD	No
2.5.1.47	PF00291	0.3970121111	GOLD	No
4.1.1.36	PF04127	0.396992	GOLD	No
2.4.2.14	PF13537	0.3969363778	GOLD	No
1.1.1.144	PF00158	0.3965286444	GOLD	No
3.4.21.68	PF00039	0.3965036111	GOLD	No
3.2.1.172	PF07470	0.3964545	GOLD	No
3.6.1.29	PF01230	0.3962515	GOLD	No
3.5.1.52	PF03835	0.3962276667	GOLD	No
2.1.1.68	PF08100	0.3960949444	GOLD	No
2.4.1.12	PF07238	0.3960110556	GOLD	No
3.1.13.1	PF00575	0.3957658889	GOLD	No
1.13.11.19	PF07847	0.3957622222	GOLD	No
3.5.1.54	PF02682	0.3956425556	GOLD	No
3.1.3.11	PF06874	0.3949930556	GOLD	Yes
2.7.1.90	PF00365	0.3948619444	GOLD	No
1.1.5.3	PF01266	0.3948361111	GOLD	No
2.5.1.26	PF02913	0.3944085	GOLD	No
5.1.3.29	PF05025	0.3943186111	GOLD	No
2.1.1.13	PF02574	0.3941895	GOLD	No
2.7.1.21	PF00693	0.3941157222	GOLD	Yes
1.1.1.243	PF02954	0.3938806222	SILVER	No
1.1.1.243	PF00158	0.39366265	SILVER	No
5.3.2.2	PF05683	0.3934963611	SILVER	No
3.5.1.115	PF02585	0.3931241111	GOLD	No
1.14.11.27	PF02373	0.3929392222	GOLD	No
2.4.1.17	PF00201	0.3928633889	GOLD	No
2.1.1.261	PF10017	0.3928372222	GOLD	No
2.4.1.248	PF07705	0.3928372222	GOLD	No
1.12.98.4	PF13746	0.3928372222	GOLD	No
1.1.1.367	PF05523	0.3928372222	GOLD	No
1.10.3.14	PF08173	0.3928372222	GOLD	No
4.7.1.1	PF05861	0.3928372222	GOLD	No
1.3.1.34	PF13823	0.3928372222	GOLD	No
3.4.21.45	PF07648	0.3928372222	GOLD	No
3.4.23.50	PF01585	0.3928372222	GOLD	No
3.2.1.187	PF07554	0.3928372222	GOLD	No
2.4.1.306	PF13477	0.3928372222	GOLD	No
1.14.13.163	PF09722	0.3928372222	GOLD	No
3.1.11.5	PF13538	0.3927826667	GOLD	No
6.2.1.13	PF13380	0.3926605556	GOLD	No
2.3.1.47	PF00155	0.3925069444	GOLD	No
2.7.10.2	PF07714	0.3923755556	GOLD	No
2.7.10.1	PF00041	0.3922599278	GOLD	No
2.3.1.20	PF06974	0.3920708889	GOLD	Yes
2.7.7.7	PF03104	0.3919764389	GOLD	Yes
1.23.1.1	PF05368	0.3918871667	SILVER	No
1.1.3.8	PF04030	0.3917853889	GOLD	No
1.2.1.10	PF01118	0.3916666056	GOLD	No
2.7.1.6	PF08544	0.3914722222	GOLD	No
3.4.17.1	PF02244	0.3913566111	GOLD	No
3.1.3.67	PF10409	0.3913545944	SILVER	No
3.1.3.18	PF13419	0.3913425611	SILVER	No
5.4.3.5	PF09043	0.3911601667	GOLD	No
1.18.1.2	PF00070	0.3908905167	GOLD	No
3.4.21.75	PF01483	0.3907631111	GOLD	No
3.2.1.85	PF00232	0.3907481111	GOLD	No
1.14.11.28	PF05118	0.3906481667	GOLD	No
3.2.1.28	PF07492	0.3905139444	GOLD	Yes
2.7.10.1	PF01030	0.3901156667	GOLD	Yes
3.6.1.3	PF02407	0.3896622	SILVER	Yes
5.3.3.8	PF00378	0.3896323889	GOLD	No
3.6.4.3	PF00004	0.3894468389	SILVER	No
3.4.22.69	PF11633	0.3893086667	GOLD	Yes
1.1.1.330	PF00106	0.3890029167	GOLD	No
2.6.1.16	PF00310	0.3889270444	GOLD	No
3.4.24.28	PF03413	0.3889263889	GOLD	No
2.7.7.19	PF12629	0.3889125	GOLD	Yes
2.7.7.19	PF12630	0.3889125	GOLD	Yes
2.7.7.19	PF03296	0.3889125	GOLD	Yes
2.3.2.5	PF04389	0.3885822222	GOLD	No
3.4.21.6	PF00594	0.3883482778	GOLD	No
6.1.1.4	PF09334	0.3881254278	GOLD	No
2.5.1.114	PF02475	0.3880429444	GOLD	No
2.7.1.153	PF00792	0.3878445556	GOLD	No
1.17.1.4	PF01315	0.3877586667	GOLD	No
4.1.1.18	PF03709	0.3876997778	GOLD	No
2.7.1.127	PF03770	0.3876872222	GOLD	No
1.1.1.8	PF07479	0.3875679444	GOLD	No
2.3.1.24	PF08390	0.3868316667	GOLD	No
1.8.1.8	PF13098	0.3867162778	GOLD	No
2.4.1.122	PF02434	0.3862130556	GOLD	No
3.2.1.23	PF13364	0.3861663889	GOLD	Yes
2.7.7.7	PF07733	0.3859479056	GOLD	Yes
3.4.22.66	PF00915	0.3858268333	SILVER	No
2.7.7.49	PF06817	0.3855897778	GOLD	Yes
3.1.3.2	PF03767	0.3854091111	GOLD	No
2.7.7.6	PF03118	0.3851931667	GOLD	Yes
3.2.1.91	PF00840	0.3850171667	GOLD	No
3.4.23.16	PF02022	0.3850014444	GOLD	No
2.7.1.74	PF01712	0.3849587778	GOLD	No
1.1.1.8	PF01210	0.3849437222	GOLD	No
2.5.1.111	PF11468	0.3848657222	GOLD	No
2.4.1.150	PF02485	0.3847488889	GOLD	No
2.4.1.223	PF09258	0.3845872222	GOLD	No
3.5.4.26	PF01872	0.3843273889	GOLD	No
1.14.17.1	PF03712	0.3842151111	GOLD	No
1.11.1.8	PF07645	0.3838148333	GOLD	No
3.4.21.96	PF06280	0.3836785556	GOLD	No
1.14.17.1	PF01082	0.3836010556	GOLD	No
2.4.1.321	PF06165	0.3834394444	GOLD	No
3.5.4.39	PF02649	0.3833678889	GOLD	No
6.4.1.1	PF00289	0.3828866667	GOLD	No
6.4.1.1	PF02786	0.3828711667	GOLD	No
2.4.1.280	PF04685	0.3827637778	SILVER	No
2.1.1.190	PF01938	0.3826202222	GOLD	No
4.3.2.2	PF00206	0.3825586111	GOLD	No
3.1.1.77	PF03489	0.3823487778	SILVER	No
2.7.1.67	PF00454	0.3819182222	GOLD	No
3.5.2.6	PF00905	0.3818447889	GOLD	No
3.4.21.62	PF05922	0.3816850556	GOLD	No
2.7.11.7	PF02816	0.3816677778	GOLD	No
2.7.10.1	PF00757	0.3815423889	GOLD	Yes
2.7.7.7	PF14579	0.3810979611	GOLD	Yes
3.4.23.16	PF00552	0.3810503889	SILVER	No
2.4.1.280	PF06205	0.3809048333	SILVER	No
3.4.11.2	PF01433	0.3808758889	GOLD	No
1.2.1.72	PF00044	0.3799674444	GOLD	No
2.1.1.49	PF01234	0.3798156667	SILVER	No
2.1.1.10	PF02574	0.3795132778	GOLD	No
2.3.1.22	PF03982	0.3794681667	GOLD	No
2.7.11.17	PF08332	0.3791671111	GOLD	Yes
6.3.5.5	PF02142	0.3791611667	GOLD	No
3.5.4.37	PF02137	0.379105	GOLD	No
3.1.4.39	PF01033	0.3789500556	GOLD	No
1.2.1.72	PF02800	0.3788253889	GOLD	No
1.16.1.7	PF01794	0.3787181111	GOLD	No
2.1.1.173	PF02926	0.3785332222	GOLD	No
1.1.1.88	PF00368	0.3780898889	GOLD	No
4.2.1.2	PF00206	0.3779955	GOLD	No
3.4.22.53	PF00648	0.3777733333	GOLD	No
3.1.4.4	PF13091	0.3777189222	GOLD	No
2.1.1.290	PF04072	0.3777051667	GOLD	No
2.3.1.231	PF04072	0.3777051667	GOLD	No
3.4.21.12	PF02983	0.3776191111	GOLD	No
1.4.3.13	PF00530	0.3774895556	GOLD	No
3.1.1.14	PF12740	0.3772673333	GOLD	Yes
2.4.1.280	PF06165	0.3770005	SILVER	No
3.4.21.96	PF02225	0.3769854444	GOLD	No
2.3.2.17	PF02388	0.3769327778	SILVER	No
1.1.2.4	PF02913	0.3766844444	GOLD	No
1.3.1.94	PF02544	0.3765744444	GOLD	No
3.1.3.36	PF02383	0.37636	GOLD	No
2.4.1.129	PF00912	0.3763071111	GOLD	No
2.8.1.8	PF04055	0.3760440611	GOLD	No
1.3.1.54	PF02571	0.3758612778	GOLD	No
2.7.7.59	PF01842	0.3756964611	GOLD	No
1.13.11.58	PF00305	0.3756917222	GOLD	No
3.2.1.141	PF09071	0.3756253444	GOLD	No
6.4.1.1	PF00364	0.3755071111	GOLD	No
1.2.1.13	PF02672	0.3754828333	SILVER	No
2.7.7.52	PF03828	0.375359	GOLD	No
1.14.13.127	PF01494	0.3751618333	GOLD	No
3.1.26.13	PF00665	0.3751219444	GOLD	No
3.1.13.2	PF00665	0.3751219444	GOLD	No
2.1.1.192	PF04055	0.3747014833	GOLD	No
2.3.1.71	PF06021	0.3745555556	GOLD	No
2.3.1.71	PF08444	0.3745555556	GOLD	No
2.7.7.50	PF06929	0.3745555556	GOLD	Yes
3.4.24.3	PF04151	0.374109	GOLD	No
3.1.4.1	PF08774	0.37406305	SILVER	No
2.8.4.1	PF02240	0.3740151111	GOLD	Yes
2.7.1.150	PF01363	0.3739911667	GOLD	No
2.5.1.21	PF00494	0.3738439444	GOLD	No
1.17.1.4	PF02738	0.3734281111	GOLD	No
2.7.10.2	PF00018	0.373035	GOLD	No
1.6.5.3	PF06444	0.3726337222	GOLD	Yes
4.2.2.20	PF09093	0.3726170556	GOLD	No
1.8.1.2	PF00667	0.3724124944	SILVER	No
3.2.1.20	PF01055	0.3722754444	GOLD	No
3.4.24.79	PF00066	0.3716504444	GOLD	No
2.2.1.6	PF10369	0.3716031111	GOLD	Yes
1.4.1.4	PF02812	0.3713157778	GOLD	No
3.4.13.9	PF00557	0.3704403889	GOLD	No
3.2.2.19	PF03747	0.370416	SILVER	No
3.6.3.8	PF12515	0.3701741778	GOLD	Yes
3.1.3.33	PF01707	0.3699301667	GOLD	Yes
3.4.19.12	PF02148	0.3695986111	GOLD	Yes
3.4.22.44	PF00851	0.3695066667	SILVER	No
2.7.11.24	PF00069	0.3694060556	GOLD	No
4.1.1.22	PF02329	0.3688206111	SILVER	Yes
2.1.1.13	PF02310	0.3688027222	GOLD	No
4.2.1.28	PF02287	0.3687596667	GOLD	No
3.1.13.4	PF04857	0.3687004444	GOLD	Yes
2.7.7.7	PF02811	0.3684018889	GOLD	No
2.7.1.6	PF00288	0.3682792222	GOLD	No
2.4.1.46	PF06925	0.368245	GOLD	No
3.4.24.58	PF08516	0.3681150556	SILVER	No
2.7.11.14	PF00615	0.3679714833	SILVER	No
4.99.1.4	PF00590	0.3677010556	GOLD	No
2.4.2.28	PF01048	0.3676823889	GOLD	No
3.6.3.17	PF00005	0.3676355	GOLD	No
4.2.1.28	PF02288	0.3676114444	GOLD	No
2.7.7.47	PF01909	0.3669925556	GOLD	No
2.4.1.123	PF01501	0.3668725667	SILVER	No
