ECNumber	PfamDomain	ConfidenceScore	Type	InInterPro
3.1.3.57	PF00459	0.1843913889	GOLD	No
3.6.3.3	PF00403	0.1839976667	GOLD	No
1.21.4.2	PF02504	0.1839786667	SILVER	No
6.1.1.18	PF04558	0.1839261111	GOLD	Yes
4.4.1.15	PF00291	0.1838800556	GOLD	No
1.7.7.1	PF01077	0.1837793333	GOLD	No
5.3.4.1	PF07749	0.1837598333	GOLD	No
2.3.1.168	PF00198	0.183641	GOLD	No
2.4.1.44	PF01501	0.1835205	GOLD	No
1.5.1.9	PF01262	0.1835006333	GOLD	No
3.4.23.47	PF00077	0.1834500556	GOLD	No
1.14.11.17	PF02668	0.1834234444	SILVER	No
3.4.19.12	PF08715	0.1833808889	GOLD	Yes
2.7.7.48	PF00548	0.1833502222	GOLD	Yes
3.6.3.54	PF00702	0.1833385556	GOLD	No
1.17.4.2	PF02867	0.1832766889	SILVER	No
1.6.5.11	PF00329	0.1832588889	GOLD	No
1.6.5.8	PF00970	0.1831769611	GOLD	No
2.7.9.4	PF01326	0.1831382111	GOLD	No
4.3.1.14	PF03061	0.1830394444	GOLD	No
3.4.24.35	PF01471	0.1829643389	SILVER	No
3.4.19.12	PF12436	0.1829515556	GOLD	Yes
1.3.8.5	PF02771	0.1829504056	GOLD	No
1.13.11.38	PF07883	0.1829457778	SILVER	No
3.4.19.12	PF14533	0.1828730556	GOLD	Yes
2.4.1.83	PF00535	0.1828443889	GOLD	No
6.3.4.14	PF00364	0.1827960722	SILVER	No
1.1.1.132	PF03721	0.1827451111	GOLD	No
1.7.2.3	PF01568	0.1827436667	GOLD	No
3.4.19.12	PF08710	0.1827367778	GOLD	Yes
1.13.11.71	PF03055	0.1826655556	GOLD	No
2.7.7.65	PF13682	0.1826469444	SILVER	No
1.2.3.7	PF02738	0.18258015	SILVER	No
3.1.4.52	PF00990	0.1825772778	GOLD	No
1.1.1.132	PF00984	0.1824613333	GOLD	No
1.10.3.10	PF01654	0.1823360556	SILVER	No
3.4.19.12	PF08716	0.1823168889	GOLD	Yes
1.1.1.132	PF03720	0.182204	GOLD	No
2.4.1.274	PF02709	0.1821497778	GOLD	No
2.7.4.21	PF00328	0.1821459778	GOLD	No
1.3.1.9	PF00698	0.1820257278	SILVER	No
2.4.1.216	PF03633	0.1818956111	SILVER	No
1.3.1.20	PF01408	0.1818635389	SILVER	No
4.2.99.22	PF07859	0.1818483333	GOLD	No
2.4.1.88	PF03414	0.1817647222	GOLD	No
2.7.1.161	PF13463	0.1817468889	GOLD	No
3.4.24.68	PF01742	0.1817278333	SILVER	No
1.4.1.18	PF03435	0.1817262222	SILVER	No
3.4.21.104	PF00431	0.1816248333	GOLD	No
5.4.99.5	PF07736	0.1815097222	GOLD	No
2.3.1.75	PF03007	0.1814101667	GOLD	No
5.4.99.5	PF00800	0.1813108056	SILVER	No
2.3.1.20	PF00756	0.1812555256	SILVER	No
1.5.1.21	PF02615	0.1812439444	GOLD	No
3.4.21.38	PF00008	0.1811131667	GOLD	No
3.4.11.3	PF11838	0.1809390444	GOLD	No
2.7.1.36	PF00288	0.1809363889	GOLD	No
3.1.3.16	PF08321	0.1809148333	GOLD	Yes
5.2.1.8	PF03095	0.1809114444	GOLD	Yes
3.4.19.12	PF08717	0.1808924444	GOLD	Yes
1.3.1.39	PF08659	0.1807755556	GOLD	No
1.14.13.7	PF04663	0.1804716667	SILVER	No
2.1.1.43	PF08236	0.1804171167	GOLD	Yes
2.7.1.55	PF00480	0.1803637778	SILVER	No
3.2.1.54	PF02903	0.1803146611	SILVER	No
3.1.3.2	PF01569	0.1802719222	GOLD	No
2.7.11.1	PF13581	0.1802547778	GOLD	No
3.4.23.50	PF00077	0.1802461111	GOLD	No
3.4.22.54	PF13202	0.1802461111	GOLD	No
2.1.1.299	PF05891	0.1802461111	GOLD	No
6.4.1.8	PF05378	0.1802284278	GOLD	No
6.4.1.8	PF01968	0.1802075278	GOLD	No
1.2.7.8	PF02775	0.1801535	GOLD	No
2.3.1.118	PF00797	0.1801392222	SILVER	No
4.1.1.71	PF00676	0.1800752778	GOLD	No
3.2.1.2	PF05687	0.1800268889	GOLD	No
2.7.11.1	PF01163	0.1795615667	GOLD	No
3.5.1.14	PF01546	0.1795591667	GOLD	No
2.7.7.4	PF01583	0.1795512778	GOLD	No
3.1.3.33	PF01660	0.1795167222	SILVER	No
1.3.1.76	PF14824	0.1795131111	GOLD	Yes
3.4.21.101	PF09286	0.1794568333	SILVER	No
3.5.4.6	PF00962	0.1793880556	SILVER	No
2.7.1.150	PF00610	0.1793655222	GOLD	No
1.4.1.9	PF00208	0.1793288333	GOLD	No
3.2.1.37	PF14310	0.1791972556	GOLD	No
3.4.24.25	PF02868	0.1791644444	SILVER	No
2.7.1.67	PF11522	0.1790411111	SILVER	Yes
3.4.24.25	PF01447	0.1789415	SILVER	No
2.7.11.25	PF13281	0.1788754167	GOLD	Yes
1.1.1.62	PF00106	0.178866	GOLD	No
3.4.14.1	PF00112	0.1788602778	GOLD	No
2.7.1.16	PF00370	0.1787433889	GOLD	No
5.4.99.26	PF04287	0.1787404556	SILVER	No
3.2.1.3	PF03370	0.1786593944	SILVER	No
1.97.1.2	PF13247	0.17832715	SILVER	No
3.6.3.6	PF00702	0.1782750556	GOLD	No
3.6.3.30	PF00005	0.1782052389	GOLD	No
3.4.24.17	PF01471	0.1778253222	SILVER	No
4.99.1.4	PF14824	0.1778005556	GOLD	Yes
3.2.1.48	PF01055	0.1777458333	GOLD	No
1.14.11.23	PF03171	0.1777051111	GOLD	No
2.5.1.96	PF00494	0.1774820556	GOLD	No
2.7.7.50	PF03291	0.1774149722	SILVER	No
4.2.1.40	PF01188	0.1771637778	GOLD	No
3.1.3.74	PF13344	0.1770274444	GOLD	No
3.6.1.13	PF00293	0.1769894444	GOLD	No
2.7.13.3	PF13188	0.1769361667	GOLD	No
1.21.4.4	PF07355	0.1769173333	SILVER	No
5.3.3.1	PF12680	0.1767961667	GOLD	No
2.7.11.1	PF07714	0.17674985	GOLD	No
2.7.4.7	PF10120	0.1767492778	GOLD	No
1.14.12.12	PF00848	0.1766311111	GOLD	No
1.14.13.7	PF06099	0.1764888889	SILVER	No
2.4.1.25	PF09178	0.17632575	SILVER	No
2.7.7.50	PF06016	0.1762902222	GOLD	Yes
2.3.1.29	PF00155	0.1762895056	GOLD	No
3.1.4.2	PF03009	0.17620729	SILVER	No
1.4.1.13	PF14691	0.1762070556	SILVER	No
1.14.11.15	PF14226	0.1761016111	GOLD	No
2.3.1.94	PF00698	0.1759807222	GOLD	No
2.7.1.49	PF10120	0.1759120556	GOLD	No
5.1.3.21	PF01263	0.1758857778	SILVER	No
2.1.1.46	PF08100	0.1757733889	SILVER	No
4.1.1.18	PF02016	0.1757643589	GOLD	No
3.4.21.69	PF00594	0.1757555278	SILVER	No
2.1.1.262	PF08498	0.1756822222	GOLD	No
1.13.11.64	PF07883	0.1756822222	SILVER	No
1.14.99.38	PF04116	0.1756822222	GOLD	No
1.5.7.2	PF04422	0.1756822222	SILVER	No
1.5.7.2	PF04432	0.1756822222	SILVER	No
1.3.1.9	PF09009	0.1756822222	GOLD	No
1.3.1.9	PF09102	0.1756822222	GOLD	No
1.3.1.9	PF09101	0.1756822222	GOLD	No
4.1.1.71	PF00198	0.1756383722	SILVER	No
5.3.2.5	PF00016	0.1756324944	GOLD	No
4.4.1.16	PF00266	0.1754808889	GOLD	No
1.1.1.26	PF00389	0.1753885333	GOLD	No
1.1.1.305	PF02911	0.1752047222	GOLD	No
1.1.1.195	PF08240	0.1751592667	GOLD	No
1.21.4.2	PF07355	0.1751041667	GOLD	No
1.3.8.6	PF02770	0.1750561667	GOLD	No
1.2.4.4	PF00676	0.1750495	GOLD	No
3.4.21.104	PF00084	0.1750287222	SILVER	No
1.11.1.8	PF03098	0.1746421111	GOLD	No
2.1.1.34	PF00588	0.1745930556	GOLD	Yes
2.1.2.13	PF02911	0.1744876167	SILVER	No
2.7.1.161	PF01047	0.1744200722	SILVER	No
6.3.5.2	PF03054	0.1743536667	GOLD	No
2.3.1.86	PF02801	0.1742724667	GOLD	No
5.3.3.1	PF02136	0.174264	GOLD	No
1.14.11.4	PF03171	0.1741001111	GOLD	No
1.3.99.22	PF04055	0.174009	SILVER	No
2.3.1.86	PF00109	0.1739414556	GOLD	No
1.14.99.36	PF03055	0.1737881667	GOLD	No
6.3.4.15	PF03099	0.1737061111	GOLD	No
1.1.1.195	PF00107	0.1735930167	GOLD	No
3.1.1.3	PF03583	0.1733502222	GOLD	Yes
1.8.5.1	PF13417	0.1732764222	GOLD	No
3.4.23.3	PF00026	0.1732090944	GOLD	No
3.2.1.97	PF00754	0.1731831667	GOLD	No
3.4.24.19	PF00431	0.1731707778	GOLD	No
4.1.1.68	PF01557	0.1731267222	GOLD	No
3.6.4.12	PF00524	0.1730944833	GOLD	Yes
1.2.7.7	PF01558	0.1729108611	GOLD	No
2.3.1.196	PF02458	0.1728255556	GOLD	No
2.3.1.64	PF02458	0.1728255556	GOLD	No
3.2.1.37	PF01229	0.1728072778	GOLD	No
3.4.22.27	PF08246	0.1727648333	SILVER	No
3.6.1.12	PF08761	0.1726495556	GOLD	No
1.1.98.3	PF04030	0.1725758333	GOLD	No
1.14.11.21	PF02668	0.1725692778	GOLD	No
1.8.98.1	PF13183	0.1725363333	GOLD	No
2.3.2.13	PF09017	0.1725278889	GOLD	No
3.2.1.4	PF00404	0.1724330611	GOLD	No
2.4.1.244	PF07691	0.1724002722	SILVER	No
3.1.21.3	PF13643	0.1723934444	SILVER	No
3.4.22.45	PF00721	0.1722705556	GOLD	No
3.4.24.53	PF01421	0.1722584278	SILVER	No
3.2.1.75	PF02055	0.1721260556	GOLD	No
6.1.1.27	PF01409	0.1720889	SILVER	No
3.4.21.63	PF00082	0.1720628778	GOLD	No
3.4.21.91	PF01728	0.1718625556	GOLD	No
2.1.1.56	PF12803	0.1714483333	GOLD	Yes
1.8.1.7	PF00070	0.1714313333	GOLD	No
3.4.22.62	PF00619	0.1713745056	SILVER	No
4.1.1.17	PF03709	0.1712386111	GOLD	No
4.4.1.11	PF01053	0.1711038889	GOLD	No
3.6.3.10	PF00690	0.1711027722	GOLD	No
2.7.11.1	PF00433	0.1711023278	GOLD	No
2.4.2.57	PF02885	0.17102145	SILVER	No
2.7.1.4	PF00294	0.1709086111	GOLD	No
1.11.1.1	PF02915	0.1708544444	GOLD	No
2.7.11.21	PF00069	0.1708051778	GOLD	No
3.4.24.65	PF00413	0.1707911167	SILVER	No
3.4.21.113	PF00998	0.1707646278	GOLD	No
3.4.24.29	PF03413	0.1706314444	SILVER	No
1.14.11.19	PF14226	0.1705021667	GOLD	No
1.3.8.8	PF02771	0.1704595556	GOLD	No
1.7.2.1	PF00394	0.1704528333	GOLD	No
1.1.1.181	PF01073	0.1704204778	SILVER	No
2.7.7.49	PF14529	0.1704101833	SILVER	No
2.4.1.216	PF03636	0.1703196111	SILVER	No
2.7.10.1	PF01392	0.1702926667	SILVER	No
3.6.4.6	PF04212	0.1702669722	SILVER	No
3.5.1.81	PF07969	0.1702588333	SILVER	No
3.1.3.33	PF01661	0.1702275	GOLD	No
2.4.1.216	PF03632	0.1701731111	SILVER	No
3.1.3.3	PF08673	0.1701573889	SILVER	No
3.2.1.20	PF00088	0.1701142833	GOLD	No
3.4.22.44	PF13611	0.1701033333	GOLD	Yes
2.4.2.57	PF00591	0.1700902056	SILVER	No
2.2.1.5	PF00676	0.1700583278	GOLD	No
1.13.11.34	PF00305	0.1699463889	GOLD	No
1.8.1.8	PF07649	0.1698411111	SILVER	Yes
1.1.1.28	PF00389	0.1698101667	GOLD	No
1.21.4.3	PF07355	0.1698094389	SILVER	No
1.2.99.2	PF13187	0.1695848978	SILVER	No
1.7.2.3	PF00384	0.1693676667	GOLD	No
1.10.3.10	PF02322	0.1693457778	SILVER	No
1.14.13.39	PF00595	0.1692157633	SILVER	No
3.4.22.28	PF05408	0.1691592778	GOLD	Yes
3.4.22.16	PF00112	0.1690749778	SILVER	No
1.1.5.3	PF04324	0.1690465556	GOLD	No
1.7.1.1	PF00970	0.1689453	GOLD	No
1.17.1.3	PF05368	0.1689357778	SILVER	No
3.2.1.14	PF01607	0.1688376667	GOLD	No
2.3.1.48	PF01530	0.1686071111	GOLD	No
2.7.10.1	PF00536	0.1685868111	GOLD	No
2.7.1.105	PF00300	0.1685526111	GOLD	No
3.4.24.26	PF02868	0.1684768889	SILVER	No
3.4.24.26	PF01447	0.1682757222	SILVER	No
3.1.4.52	PF10442	0.1681679111	SILVER	No
3.1.4.52	PF08495	0.16813395	SILVER	No
3.1.1.92	PF04909	0.1679710722	GOLD	No
2.1.1.150	PF08100	0.1678252778	SILVER	No
2.4.1.279	PF03633	0.1675061111	SILVER	No
2.3.1.192	PF06021	0.1675061111	SILVER	No
2.3.1.192	PF08444	0.1675061111	SILVER	No
3.1.4.1	PF08797	0.1675061111	GOLD	No
2.3.1.68	PF06021	0.1675061111	SILVER	No
2.3.1.68	PF08444	0.1675061111	SILVER	No
1.5.99.15	PF02441	0.1675061111	GOLD	No
2.1.1.200	PF04816	0.1675061111	GOLD	No
1.21.4.2	PF09338	0.1674541111	GOLD	No
2.4.1.117	PF00535	0.1673898889	GOLD	No
2.7.10.1	PF01833	0.1671975278	SILVER	No
1.6.99.3	PF09326	0.1671754889	GOLD	No
1.18.1.2	PF01383	0.167126	SILVER	No
3.2.1.8	PF06452	0.1670974556	SILVER	Yes
1.3.8.5	PF00441	0.1668644111	GOLD	No
3.5.1.104	PF01522	0.1667117222	SILVER	No
1.2.1.19	PF00171	0.1666477778	GOLD	No
4.3.99.3	PF04055	0.1666171056	GOLD	No
3.5.1.3	PF00795	0.1666106556	SILVER	No
3.1.11.3	PF02739	0.1663812611	GOLD	No
4.2.1.36	PF00330	0.1663471833	GOLD	No
2.2.1.5	PF00198	0.16630005	SILVER	No
3.4.24.29	PF01447	0.1662729444	SILVER	No
3.1.3.15	PF00475	0.1661122167	GOLD	No
6.2.1.4	PF00549	0.1660882222	GOLD	No
3.4.24.29	PF02868	0.1659421111	SILVER	No
3.1.1.77	PF00657	0.1659011444	SILVER	No
1.8.3.1	PF00173	0.1658867278	GOLD	No
3.6.5.5	PF00169	0.1657400611	GOLD	No
3.2.1.170	PF07748	0.1656716111	GOLD	No
6.3.2.17	PF08245	0.1656521111	GOLD	No
3.1.6.12	PF00884	0.1656082778	SILVER	No
2.7.1.175	PF01636	0.1654217056	GOLD	No
3.2.1.178	PF00722	0.1653302222	GOLD	No
3.4.22.60	PF00656	0.1652588889	GOLD	No
3.1.2.14	PF14765	0.1652546389	GOLD	No
3.4.24.63	PF01400	0.1651712778	GOLD	No
2.7.8.8	PF01066	0.1651170556	GOLD	No
3.4.21.120	PF00431	0.1650244444	GOLD	No
2.7.8.41	PF01066	0.1647222222	GOLD	No
3.1.4.46	PF03105	0.1647016833	SILVER	No
3.4.24.42	PF01421	0.1645823333	GOLD	No
3.6.1.15	PF01707	0.1645672	SILVER	Yes
1.3.1.39	PF02801	0.1645503556	GOLD	No
2.3.1.48	PF00569	0.1645238833	GOLD	No
1.3.1.39	PF00109	0.1643957667	SILVER	No
2.3.1.85	PF02801	0.1640460833	GOLD	No
2.7.7.48	PF02123	0.1639713556	GOLD	Yes
2.3.1.85	PF00109	0.1639674833	GOLD	No
5.2.1.1	PF01177	0.1639574444	GOLD	No
3.6.1.52	PF00293	0.1638724222	GOLD	No
3.4.24.58	PF01562	0.1638244444	GOLD	No
3.4.24.42	PF01562	0.1638244444	GOLD	No
3.6.4.13	PF13959	0.1638222111	GOLD	No
1.12.2.1	PF00374	0.163733	GOLD	No
1.14.12.21	PF13237	0.1637270778	SILVER	No
3.6.1.3	PF00910	0.1637211556	SILVER	No
1.1.1.188	PF00248	0.1634046111	GOLD	No
1.4.99.5	PF04324	0.1633545389	GOLD	No
3.5.1.52	PF09112	0.1633407778	SILVER	No
3.5.1.52	PF09113	0.1633407778	SILVER	No
2.1.1.57	PF01585	0.1633357222	GOLD	No
1.8.1.7	PF07992	0.1633203333	GOLD	No
3.1.1.89	PF12697	0.1632225056	GOLD	No
2.1.1.197	PF04301	0.1631905556	GOLD	No
3.1.2.30	PF03328	0.1631166667	GOLD	No
2.3.1.19	PF01515	0.1630068333	GOLD	No
1.13.11.74	PF02900	0.1629723667	GOLD	No
4.2.1.135	PF02719	0.1629642222	SILVER	No
5.5.1.12	PF01397	0.1629478889	GOLD	No
2.7.13.3	PF00989	0.1628867222	GOLD	No
6.6.1.2	PF02514	0.1627845	SILVER	No
3.1.4.17	PF00149	0.1627283833	GOLD	No
5.1.99.4	PF02515	0.1627077778	GOLD	No
1.8.98.1	PF02662	0.1626456667	GOLD	No
1.7.1.15	PF04324	0.1626371889	SILVER	No
4.1.1.85	PF00215	0.1625928667	GOLD	No
2.7.4.14	PF02224	0.1624855	GOLD	No
3.1.3.56	PF03372	0.1622002833	GOLD	No
3.4.19.12	PF00917	0.1621480889	GOLD	No
2.4.1.14	PF13579	0.1620152778	GOLD	No
3.4.22.27	PF00112	0.1620031111	GOLD	No
3.4.24.23	PF00413	0.1619287833	SILVER	No
1.1.1.149	PF00248	0.1619073333	GOLD	No
1.1.1.157	PF00725	0.1618947778	GOLD	No
3.2.1.3	PF09137	0.1618263333	SILVER	No
2.4.1.14	PF00862	0.1617574444	SILVER	No
5.3.3.10	PF01557	0.1616697778	GOLD	No
2.3.1.48	PF00628	0.1616407333	SILVER	No
3.1.4.12	PF05184	0.1616033078	SILVER	No
4.2.1.119	PF02036	0.1615353111	SILVER	No
1.1.1.350	PF02615	0.1615303111	GOLD	No
1.1.1.157	PF02737	0.1615188889	GOLD	No
3.4.24.58	PF01421	0.1615072778	SILVER	No
2.7.7.7	PF06817	0.1614912778	GOLD	Yes
3.6.3.36	PF00005	0.1613635	GOLD	No
3.5.4.4	PF08451	0.1610028667	SILVER	Yes
1.1.1.47	PF08240	0.1610015717	SILVER	No
2.7.1.138	PF00781	0.1609761111	GOLD	No
2.3.3.8	PF00285	0.1609503333	GOLD	No
3.2.1.170	PF09261	0.1609167778	GOLD	No
2.8.2.14	PF00685	0.1608138889	GOLD	No
1.1.1.305	PF00551	0.1607699389	GOLD	No
2.3.1.75	PF03982	0.1606091944	SILVER	No
1.14.13.39	PF01926	0.1605894444	GOLD	No
3.2.1.170	PF01074	0.1605241111	GOLD	No
2.7.7.73	PF00899	0.1605131111	GOLD	No
1.3.1.43	PF02153	0.1604130556	SILVER	No
2.3.1.57	PF00583	0.1603912778	GOLD	No
1.10.5.1	PF02525	0.160375	GOLD	No
3.4.21.103	PF09286	0.160375	SILVER	No
2.3.1.178	PF00583	0.1603157778	GOLD	No
3.4.19.6	PF11838	0.1603062111	GOLD	No
4.1.99.13	PF00875	0.1602715278	SILVER	No
3.6.1.29	PF01663	0.1601960056	SILVER	No
3.2.1.151	PF13004	0.1601905	SILVER	No
3.2.1.86	PF00232	0.1601870556	GOLD	No
2.1.1.137	PF13847	0.1600495	GOLD	No
3.1.4.2	PF00686	0.1599715556	GOLD	No
2.1.2.13	PF00551	0.1599649833	SILVER	No
3.4.24.26	PF03413	0.1599436667	SILVER	No
1.1.1.282	PF08501	0.1598798333	GOLD	No
2.7.1.145	PF01712	0.1598247778	SILVER	No
3.6.4.13	PF04408	0.1598233333	GOLD	Yes
2.3.1.57	PF13302	0.1596304444	GOLD	No
3.2.2.22	PF00652	0.1595667111	GOLD	No
1.18.1.5	PF14759	0.1594944833	SILVER	No
2.3.3.14	PF00682	0.1593625	GOLD	No
5.2.1.8	PF09312	0.1593414444	GOLD	Yes
3.1.21.5	PF04851	0.1592915	GOLD	No
6.5.1.3	PF08302	0.1592520556	GOLD	Yes
6.5.1.3	PF08303	0.1592520556	GOLD	Yes
6.2.1.12	PF13193	0.1591255	GOLD	No
2.7.7.19	PF01909	0.1591172778	GOLD	No
3.1.6.8	PF00884	0.1591117222	GOLD	No
3.2.1.86	PF11975	0.1591015556	GOLD	No
3.4.21.113	PF07652	0.1590456667	GOLD	No
3.2.1.86	PF02056	0.1590031111	GOLD	No
1.8.7.1	PF01077	0.1589110556	GOLD	No
1.2.1.51	PF01855	0.1587129611	GOLD	No
3.4.19.12	PF14836	0.1585187722	SILVER	Yes
1.3.99.34	PF05834	0.1584924444	GOLD	No
3.1.3.16	PF03031	0.1584893889	GOLD	No
1.8.5.1	PF13409	0.1583208722	SILVER	No
2.8.3.12	PF01144	0.1583138889	GOLD	No
3.4.24.44	PF00200	0.1582917222	SILVER	No
1.5.1.43	PF03435	0.1582859389	SILVER	No
2.4.99.15	PF04413	0.1581725	SILVER	No
1.7.99.4	PF14710	0.1581408889	GOLD	Yes
5.4.99.19	PF00849	0.1580641444	GOLD	No
1.14.12.18	PF00866	0.1579248333	GOLD	No
3.4.21.110	PF00082	0.1578992278	GOLD	No
3.2.1.147	PF00232	0.1578493889	GOLD	No
1.2.1.51	PF01558	0.1578297333	GOLD	No
2.1.1.146	PF00891	0.1577119444	GOLD	No
1.17.4.1	PF08471	0.1576866667	GOLD	Yes
3.2.2.4	PF01048	0.1576592778	SILVER	No
2.7.7.7	PF14260	0.1576291611	GOLD	Yes
3.6.1.3	PF10431	0.157497115	SILVER	No
3.6.1.3	PF07724	0.1574933228	SILVER	No
3.1.13.4	PF08675	0.1574377722	SILVER	Yes
3.6.1.3	PF12002	0.1574305489	SILVER	No
1.6.5.11	PF12838	0.1573577778	GOLD	No
3.2.1.93	PF11941	0.1571858333	SILVER	No
2.1.1.37	PF00376	0.1571843333	SILVER	No
1.6.5.11	PF00146	0.1569611111	GOLD	No
2.4.1.91	PF00201	0.1569213889	GOLD	No
1.3.1.87	PF00106	0.1565884722	GOLD	No
2.4.1.69	PF03254	0.1565328889	GOLD	No
3.4.19.12	PF00627	0.1564977778	GOLD	No
4.1.1.77	PF01557	0.1562975556	GOLD	No
1.11.1.5	PF00034	0.1561958889	GOLD	No
1.14.11.13	PF03171	0.1561332222	GOLD	No
3.4.21.84	PF00084	0.1560855	GOLD	No
1.11.1.10	PF01328	0.15603045	SILVER	No
3.1.3.62	PF00328	0.1560075556	GOLD	No
2.7.1.69	PF03830	0.1559204444	GOLD	Yes
1.13.11.60	PF03098	0.1559177222	GOLD	No
1.3.8.8	PF00441	0.1557811111	GOLD	No
1.14.19.5	PF00487	0.1557583944	SILVER	No
1.1.1.346	PF00248	0.1556169667	GOLD	No
3.1.1.15	PF08450	0.1555671111	SILVER	No
3.4.21.25	PF05922	0.1555046111	SILVER	No
4.2.1.134	PF04969	0.1554172222	GOLD	No
3.1.6.14	PF00884	0.1553464444	GOLD	No
2.4.2.44	PF01048	0.1553311667	GOLD	No
2.1.1.37	PF00855	0.1553279706	SILVER	No
3.4.24.49	PF00200	0.1552883889	SILVER	No
3.1.4.17	PF02112	0.1552469444	SILVER	No
4.1.3.34	PF03328	0.1551359444	GOLD	No
1.1.1.26	PF02826	0.1549344111	GOLD	No
2.3.1.85	PF08659	0.1547518667	GOLD	No
2.4.1.19	PF02806	0.1547355	GOLD	No
3.2.1.1	PF09154	0.1545698889	GOLD	No
2.7.7.48	PF01661	0.1545460667	GOLD	Yes
3.4.23.46	PF00026	0.1543223222	GOLD	No
1.7.99.4	PF14711	0.1542998889	GOLD	Yes
3.2.1.4	PF01270	0.1542680667	GOLD	Yes
1.17.3.2	PF00111	0.1542647	GOLD	No
3.2.1.37	PF04616	0.1541633333	GOLD	No
1.1.3.38	PF02913	0.1541459722	SILVER	No
1.14.11.43	PF02668	0.1540833333	GOLD	No
3.4.24.87	PF01421	0.1540833333	GOLD	No
2.4.1.282	PF03636	0.1540833333	SILVER	No
2.4.1.282	PF03632	0.1540833333	SILVER	No
2.4.1.279	PF03636	0.1540833333	SILVER	No
2.4.1.279	PF03632	0.1540833333	SILVER	No
3.4.24.72	PF01421	0.1540833333	GOLD	No
2.7.7.84	PF11976	0.1540833333	SILVER	No
2.7.1.180	PF04246	0.1540833333	SILVER	No
2.7.11.25	PF14847	0.15405525	SILVER	Yes
2.7.7.7	PF00607	0.1540442	GOLD	No
2.7.7.7	PF06815	0.153863	GOLD	Yes
3.1.3.48	PF08736	0.1537871111	GOLD	No
6.2.1.20	PF00501	0.1537481667	GOLD	No
3.2.1.7	PF08244	0.15366925	SILVER	No
2.6.1.82	PF00202	0.1533471667	GOLD	No
3.1.1.32	PF04970	0.1533222222	GOLD	No
1.6.99.5	PF00346	0.1532082222	GOLD	No
5.1.1.11	PF00550	0.1531737778	GOLD	No
1.14.15.3	PF00487	0.1530003333	GOLD	No
2.1.1.229	PF08241	0.1528223111	SILVER	No
1.1.1.219	PF08338	0.1525187389	SILVER	No
3.5.1.52	PF12222	0.1525151667	SILVER	No
3.4.22.28	PF11475	0.1524910278	GOLD	Yes
2.7.10.1	PF01462	0.15244833	SILVER	No
5.5.1.1	PF02746	0.1522955556	GOLD	No
2.3.1.94	PF02801	0.1522846111	GOLD	No
2.7.6.3	PF00809	0.1522273444	SILVER	No
1.14.13.2	PF01494	0.1521327778	SILVER	No
3.5.1.46	PF00144	0.1520195556	GOLD	No
3.2.1.8	PF00734	0.1520061056	SILVER	No
3.5.1.14	PF07687	0.1519804444	GOLD	No
2.3.1.111	PF08659	0.1519113889	SILVER	No
1.16.1.1	PF00070	0.1517722222	GOLD	No
1.18.1.2	PF00175	0.1516999111	GOLD	No
2.7.1.15	PF00294	0.1516965	GOLD	No
3.1.3.33	PF01443	0.1515977778	GOLD	No
1.5.1.24	PF05222	0.1515812222	GOLD	No
2.3.1.94	PF00109	0.1515056667	GOLD	No
3.4.21.111	PF05922	0.151501	SILVER	No
1.14.14.9	PF08028	0.1514532333	SILVER	No
3.4.15.5	PF01432	0.1514097222	SILVER	No
3.2.1.17	PF01464	0.1513498278	SILVER	No
3.1.2.14	PF08242	0.1513388889	GOLD	No
2.3.1.162	PF02458	0.1512783333	GOLD	No
3.2.1.37	PF00933	0.1512748611	GOLD	No
2.4.2.47	PF00754	0.1512033333	GOLD	No
3.6.1.3	PF00012	0.1509303944	GOLD	No
2.7.7.65	PF05230	0.1508715	SILVER	No
1.2.7.3	PF01855	0.1508367778	GOLD	No
3.1.4.12	PF03372	0.1508237778	GOLD	No
3.5.3.3	PF01321	0.1507694444	GOLD	No
4.2.1.22	PF00291	0.1507238889	GOLD	No
4.2.1.3	PF03972	0.1506866614	SILVER	No
3.5.1.114	PF04952	0.1505615	GOLD	No
2.1.1.314	PF00590	0.1503861111	GOLD	No
1.11.1.5	PF14376	0.1503706111	SILVER	No
2.7.1.107	PF00169	0.1503401778	SILVER	No
3.4.22.46	PF00910	0.1502783333	GOLD	No
2.7.11.1	PF11883	0.1502296611	GOLD	Yes
3.4.23.34	PF00026	0.1501601389	SILVER	No
3.5.1.92	PF00795	0.1501460278	GOLD	No
3.1.4.11	PF00617	0.1500652222	GOLD	No
3.1.4.4	PF00787	0.1498837722	GOLD	No
2.7.7.48	PF00972	0.1498286111	GOLD	Yes
2.7.7.7	PF00552	0.1497815556	GOLD	Yes
1.2.1.2	PF04879	0.1495725	GOLD	No
1.10.3.3	PF07731	0.1495466667	SILVER	No
1.3.99.33	PF04205	0.1495055	SILVER	No
4.1.1.29	PF00282	0.1494297778	GOLD	No
3.1.21.4	PF04556	0.1494158333	GOLD	Yes
1.13.11.43	PF03055	0.149344	GOLD	No
3.6.4.12	PF00493	0.1493434556	GOLD	Yes
2.7.7.43	PF02348	0.149197	GOLD	No
3.2.1.7	PF00251	0.1490938056	SILVER	No
2.3.1.111	PF14765	0.1490649444	SILVER	No
3.1.1.20	PF07519	0.1490318889	SILVER	No
1.8.99.3	PF01077	0.1488852222	GOLD	No
3.4.21.1	PF00089	0.1488608333	GOLD	No
