ec	rxn
1.14.13.102	R08207
1.1.1.153	R08208
1.17.1.2	R08209
1.17.1.2	R08210
1.1.3.17	R08211
1.1.3.17	R08212
2.3.3.14	R08213
1.1.1.87	R08214
1.1.1.87	R08215
6.1.1.11	R08218
2.9.1.1	R08219
3.1.1.1	R08220
3.1.1.56	R08220
3.1.1.84	R08220
3.5.4.5	R08221
2.4.2.4	R08222
2.7.1.164	R08223
2.9.1.2	R08224
1.3.1.2	R08226
3.5.2.2	R08227
3.5.1.6	R08228
2.4.2.3	R08229
2.4.2.4	R08230
2.4.2.10	R08231
4.1.1.23	R08231
2.7.1.48	R08232
2.7.1.21	R08233
1.17.1.4	R08235
1.17.3.2	R08235
2.1.1.67	R08236
2.4.2.8	R08237
2.4.2.8	R08238
2.1.1.67	R08239
1.1.1.205	R08240
3.6.1.19	R08243
6.3.5.2	R08244
2.4.2.8	R08245
2.1.1.67	R08246
5.4.99.62	R08247
2.3.1.5	R08248
2.3.1.5	R08250
3.1.1.1	R08255
3.1.1.56	R08255
3.1.1.84	R08255
1.14.13.32	R08256
1.14.13.67	R08256
1.14.13.97	R08256
1.14.13.157	R08256
1.14.13.32	R08257
1.14.13.67	R08257
1.14.13.97	R08257
1.14.13.157	R08257
3.1.1.1	R08258
3.1.1.56	R08258
3.1.1.84	R08258
2.4.1.17	R08259
3.2.1.31	R08260
2.4.1.17	R08261
2.4.1.17	R08262
2.4.1.17	R08263
1.14.13.32	R08264
1.14.13.67	R08264
1.14.13.97	R08264
1.14.13.157	R08264
1.14.14.1	R08265
1.14.13.8	R08266
1.14.13.48	R08267
1.14.13.49	R08267
1.14.13.80	R08267
1.14.14.1	R08267
1.14.13.32	R08268
1.14.13.67	R08268
1.14.13.97	R08268
1.14.13.157	R08268
1.14.13.32	R08269
1.14.13.67	R08269
1.14.13.97	R08269
1.14.13.157	R08269
1.14.14.1	R08270
1.14.13.32	R08271
1.14.13.67	R08271
1.14.13.97	R08271
1.14.13.157	R08271
1.14.13.32	R08272
1.14.13.67	R08272
1.14.13.97	R08272
1.14.13.157	R08272
1.14.13.32	R08274
1.14.13.67	R08274
1.14.13.97	R08274
1.14.13.157	R08274
1.14.13.32	R08275
1.14.13.48	R08275
1.14.13.49	R08275
1.14.13.67	R08275
1.14.13.80	R08275
1.14.13.97	R08275
1.14.13.157	R08275
1.14.13.32	R08276
1.14.13.67	R08276
1.14.13.97	R08276
1.14.13.157	R08276
1.14.13.32	R08277
1.14.13.67	R08277
1.14.13.97	R08277
1.14.13.157	R08277
2.5.1.18	R08280
1.1.1.1	R08281
1.1.1.284	R08281
1.2.1.5	R08282
1.2.1.5	R08283
1.14.13.32	R08285
1.14.13.48	R08285
1.14.13.49	R08285
1.14.13.67	R08285
1.14.13.80	R08285
1.14.13.97	R08285
1.14.13.157	R08285
1.14.13.32	R08286
1.14.13.67	R08286
1.14.13.97	R08286
1.14.13.157	R08286
1.14.14.1	R08286
1.14.13.32	R08287
1.14.13.67	R08287
1.14.13.97	R08287
1.14.13.157	R08287
1.14.14.1	R08287
1.14.13.32	R08293
1.14.13.67	R08293
1.14.13.97	R08293
1.14.13.157	R08293
1.14.14.1	R08293
1.14.13.32	R08294
1.14.13.67	R08294
1.14.13.97	R08294
1.14.13.157	R08294
1.14.14.1	R08294
3.1.1.1	R08295
3.1.1.1	R08300
1.14.13.32	R08303
1.14.13.67	R08303
1.14.13.97	R08303
1.14.13.157	R08303
1.14.13.32	R08304
1.14.13.67	R08304
1.14.13.97	R08304
1.14.13.157	R08304
1.1.1.1	R08306
1.1.1.284	R08306
1.2.1.5	R08307
1.1.1.1	R08310
1.1.1.284	R08310
1.14.13.32	R08312
1.14.13.67	R08312
1.14.13.97	R08312
1.14.13.157	R08312
1.14.14.1	R08312
1.14.13.32	R08313
1.14.13.67	R08313
1.14.13.97	R08313
1.14.13.157	R08313
1.14.13.32	R08318
1.14.13.67	R08318
1.14.13.97	R08318
1.14.13.157	R08318
1.14.13.48	R08324
1.14.13.49	R08324
1.14.13.80	R08324
1.14.13.48	R08325
1.14.13.49	R08325
1.14.13.80	R08325
1.14.13.48	R08326
1.14.13.49	R08326
1.14.13.80	R08326
2.3.3.14	R08331
2.3.3.14	R08332
1.14.13.32	R08339
1.14.13.67	R08339
1.14.13.97	R08339
1.14.13.157	R08339
1.14.13.32	R08340
1.14.13.67	R08340
1.14.13.97	R08340
1.14.13.157	R08340
1.14.13.32	R08341
1.14.13.67	R08341
1.14.13.97	R08341
1.14.13.157	R08341
1.14.13.32	R08342
1.14.13.67	R08342
1.14.13.97	R08342
1.14.13.157	R08342
1.14.13.32	R08343
1.14.13.48	R08343
1.14.13.49	R08343
1.14.13.67	R08343
1.14.13.80	R08343
1.14.13.97	R08343
1.14.13.157	R08343
1.14.14.1	R08343
1.14.14.1	R08344
1.14.14.1	R08345
1.4.3.4	R08346
1.4.3.4	R08347
1.4.3.4	R08348
1.2.3.1	R08349
6.3.1.9	R08350
6.3.1.9	R08351
6.3.1.9	R08352
6.3.1.9	R08353
6.3.1.9	R08354
6.3.1.9	R08355
1.8.1.12	R08356
1.8.1.12	R08357
2.5.1.16	R08359
1.11.1.15	R08360
1.11.1.15	R08362
1.17.4.1	R08363
1.17.4.1	R08364
2.7.1.69	R08366
2.7.1.69	R08367
2.4.2.1	R08368
2.4.1.118	R08369
4.2.3.38	R08370
4.2.3.57	R08373
4.2.3.104	R08373
4.2.3.48	R08374
1.1.1.300	R08379
1.1.1.300	R08380
2.3.1.20	R08381
2.3.1.75	R08381
2.3.1.76	R08381
1.1.1.315	R08382
1.1.1.300	R08383
1.2.3.1	R08384
1.2.1.36	R08385
2.3.1.118	R08386
2.3.1.135	R08387
3.1.1.64	R08388
2.3.1.135	R08389
1.14.13.32	R08390
1.14.13.48	R08390
1.14.13.49	R08390
1.14.13.67	R08390
1.14.13.80	R08390
1.14.13.97	R08390
1.14.13.157	R08390
1.14.14.1	R08390
1.14.15.3	R08390
1.14.13.32	R08391
1.14.13.67	R08391
1.14.13.97	R08391
1.14.13.157	R08391
1.14.14.1	R08391
1.14.13.32	R08392
1.14.13.48	R08392
1.14.13.49	R08392
1.14.13.67	R08392
1.14.13.80	R08392
1.14.13.97	R08392
1.14.13.157	R08392
1.14.14.1	R08392
3.1.7.3	R08396
3.1.7.11	R08396
2.5.1.20	R08400
4.3.2.4	R08403
2.7.1.61	R08404
2.7.1.61	R08405
2.7.1.61	R08406
2.7.1.61	R08407
1.2.3.1	R08408
1.10.9.1	R08409
2.3.1.185	R08432
2.3.1.169	R08433
3.1.1.36	R08462
2.1.1.98	R08468
2.1.1.98	R08469
1.1.1.324	R08499
5.3.1.30	R08503
1.14.13.15	R08505
2.5.1.18	R08511
2.5.1.18	R08512
2.7.1.62	R08514
2.7.7.36	R08515
4.1.2.30	R08516
1.14.99.9	R08517
4.1.2.30	R08517
1.14.99.9	R08518
4.1.2.30	R08518
1.11.1.8	R08520
1.11.1.8	R08521
1.11.1.8	R08522
1.11.1.8	R08523
1.13.11.34	R08527
2.5.1.68	R08528
3.1.7.3	R08529
2.3.1.69	R08530
2.3.1.69	R08531
2.3.1.69	R08532
2.4.1.126	R08533
2.4.1.126	R08534
1.1.1.15	R08536
2.1.1.49	R08537
2.1.1.69	R08538
1.6.2.4	R08539
4.2.3.56	R08540
4.2.3.57	R08541
4.2.3.104	R08541
4.2.3.58	R08542
4.1.99.16	R08543
4.2.3.22	R08543
4.2.3.75	R08543
1.1.1.48	R08544
1.1.1.121	R08544
1.1.1.359	R08544
4.2.3.71	R08545
4.2.3.66	R08546
2.1.1.106	R08547
3.1.3.68	R08548
1.2.4.2	R08549
1.8.1.4	R08549
2.3.1.61	R08549
1.8.1.4	R08550
1.6.2.4	R08551
1.14.14.1	R08551
1.8.99.2	R08553
4.2.1.126	R08555
1.1.1.1	R08557
1.1.1.1	R08558
2.7.1.69	R08559
1.2.7.7	R08566
1.2.7.7	R08567
2.2.1.10	R08568
4.1.2.13	R08568
1.4.1.24	R08569
4.1.2.51	R08570
4.1.2.55	R08570
1.2.7.5	R08571
2.7.1.165	R08572
1.1.1.162	R08573
2.7.1.161	R08574
2.2.1.2	R08575
6.1.1.27	R08576
2.5.1.73	R08577
6.1.1.26	R08578
4.3.1.30	R08583
3.2.2.26	R08587
1.21.98.1	R08588
2.4.1.232	R08599
3.1.1.53	R08600
3.1.1.53	R08601
3.1.2.22	R08602
3.7.1.22	R08603
1.14.11.6	R08610
1.14.11.6	R08611
3.2.1.78	R08612
3.2.1.25	R08613
3.2.1.25	R08614
2.4.1.17	R08615
2.4.1.166	R08616
4.2.3.124	R08617
2.6.1.88	R08618
4.2.1.33	R08620
1.1.1.85	R08621
4.2.1.33	R08624
1.1.1.85	R08625
4.2.1.33	R08628
1.1.1.85	R08629
4.4.1.1	R08632
4.4.1.2	R08633
4.2.1.33	R08634
4.4.1.11	R08635
1.1.1.85	R08636
4.4.1.1	R08637
4.4.1.2	R08637
4.4.1.11	R08637
5.4.2.2	R08639
5.4.2.5	R08639
5.4.2.8	R08639
4.2.1.33	R08641
1.1.1.85	R08642
4.2.1.33	R08645
1.1.1.85	R08646
2.2.1.6	R08648
1.1.1.124	R08651
1.14.13.124	R08652
1.14.13.41	R08656
1.1.5.3	R08657
3.1.3.21	R08658
2.4.1.195	R08661
1.14.13.117	R08663
1.14.13.118	R08663
2.4.1.195	R08668
2.4.1.13	R08676
1.13.11.18	R08677
1.13.11.18	R08678
4.2.1.33	R08681
1.1.1.85	R08682
2.4.1.195	R08687
1.17.7.1	R08689
1.17.7.3	R08689
4.2.3.73	R08691
4.2.3.86	R08691
2.4.1.33	R08692
4.2.2.2	R08694
3.1.7.6	R08695
4.2.3.47	R08695
4.2.3.49	R08695
4.2.3.46	R08696
3.1.7.6	R08697
4.2.3.47	R08697
4.2.3.49	R08697
4.3.1.17	R08698
2.8.1.4	R08700
3.5.1.52	R08707
1.1.1.341	R08711
2.3.1.185	R08712
2.3.1.186	R08713
3.2.1.165	R08715
3.2.1.24	R08717
3.2.1.24	R08718
1.1.1.181	R08721
1.1.1.181	R08723
1.1.1.181	R08724
1.14.13.15	R08725
1.14.13.15	R08726
1.14.13.100	R08727
1.1.1.181	R08728
6.2.1.7	R08733
5.1.99.4	R08734
1.3.3.6	R08735
1.17.99.3	R08735
6.2.1.7	R08738
5.1.99.4	R08739
1.3.3.6	R08740
1.17.99.3	R08740
6.2.1.7	R08743
2.3.1.65	R08744
3.1.2.2	R08744
2.3.1.65	R08745
3.1.2.2	R08745
1.3.1.83	R08754
1.3.1.83	R08755
1.3.1.83	R08756
1.14.13.15	R08758
1.14.13.15	R08759
1.14.13.15	R08760
1.14.13.15	R08761
1.10.3.4	R08762
1.10.3.4	R08763
1.14.13.114	R08764
4.1.99.3	R08765
2.1.1.64	R08769
2.1.1.222	R08769
2.1.1.64	R08771
2.1.1.114	R08771
2.1.1.163	R08774
2.1.1.201	R08774
2.3.2.16	R08776
2.3.2.17	R08777
2.3.2.18	R08778
2.3.2.10	R08779
2.1.1.64	R08781
2.1.1.114	R08781
2.1.1.222	R08781
2.5.1.117	R08782
1.14.13.156	R08784
1.6.2.4	R08785
1.14.13.152	R08785
2.1.1.291	R08787
2.1.1.291	R08788
2.1.1.122	R08789
2.1.1.115	R08794
1.3.3.8	R08795
2.3.1.218	R08805
2.3.1.218	R08806
2.3.1.217	R08807
2.3.1.219	R08807
2.3.1.217	R08808
2.3.1.219	R08808
2.3.1.217	R08809
2.3.1.219	R08809
2.3.1.217	R08810
2.3.1.219	R08810
1.14.13.11	R08815
2.4.1.120	R08839
2.4.1.126	R08839
1.6.2.4	R08840
1.6.2.4	R08841
2.7.7.64	R08845
4.3.1.22	R08846
3.4.17.8	R08850
1.14.13.106	R08851
1.14.13.106	R08852
1.14.13.106	R08853
1.14.13.106	R08854
2.7.8.33	R08856
2.4.1.210	R08859
2.7.1.69	R08860
1.11.1.23	R08863
1.13.11.72	R08864
2.7.8.23	R08868
2.7.8.23	R08869
2.3.1.183	R08871
1.1.1.274	R08878
1.1.1.346	R08878
1.1.1.215	R08879
1.1.1.215	R08880
1.13.11.67	R08889
2.6.1.100	R08890
2.6.1.101	R08890
2.6.1.100	R08891
2.6.1.101	R08891
1.1.1.329	R08892
1.1.99.38	R08893
2.4.1.283	R08894
2.4.1.284	R08894
3.5.1.112	R08895
3.5.1.113	R08895
1.1.3.43	R08896
1.1.3.44	R08896
2.6.1.93	R08897
2.6.1.94	R08897
2.6.1.95	R08897
2.4.2.49	R08898
3.1.3.88	R08899
2.4.1.285	R08900
3.5.1.112	R08901
3.5.1.113	R08901
1.1.3.43	R08902
1.1.3.44	R08902
2.6.1.93	R08903
2.6.1.94	R08903
2.6.1.95	R08903
6.2.1.39	R08905
6.2.1.39	R08906
4.1.1.95	R08907
1.14.14.13	R08908
2.3.2.19	R08909
4.3.2.6	R08910
1.14.21.7	R08912
1.14.21.7	R08913
1.1.1.294	R08914
1.1.1.294	R08915
1.1.1.295	R08916
1.1.1.295	R08917
1.1.1.296	R08918
1.1.1.297	R08919
1.13.12.15	R08920
1.14.12.20	R08921
1.14.13.103	R08922
1.14.13.104	R08923
6.4.1.3	R08924
1.14.13.105	R08925
1.1.1.122	R08926
2.1.3.10	R08936
2.1.3.11	R08937
2.3.1.183	R08938
2.3.1.184	R08939
2.3.1.184	R08940
3.1.6.2	R08941
3.1.6.2	R08942
1.14.13.100	R08943
2.3.1.187	R08944
1.1.1.62	R08945
1.1.1.105	R08945
1.1.1.239	R08945
1.1.1.270	R08945
1.1.1.330	R08945
2.4.1.245	R08946
2.4.1.246	R08947
2.5.1.67	R08948
1.14.15.4	R08949
2.5.1.69	R08950
2.5.1.70	R08951
2.5.1.71	R08952
1.3.1.22	R08954
1.3.1.94	R08954
1.1.1.64	R08955
1.1.1.188	R08955
1.1.1.213	R08955
2.6.1.86	R08956
1.1.1.64	R08957
1.1.1.188	R08957
1.1.1.213	R08957
1.1.1.149	R08958
1.1.1.53	R08959
1.1.1.149	R08959
1.1.1.64	R08960
1.1.1.188	R08960
1.1.1.213	R08960
1.14.13.17	R08961
2.7.1.162	R08962
1.1.1.50	R08963
2.7.4.24	R08964
2.7.7.67	R08966
2.7.1.157	R08967
2.7.1.162	R08967
2.7.1.162	R08968
2.7.8.27	R08969
3.1.1.81	R08970
1.14.20.2	R08972
2.1.1.241	R08973
3.1.1.82	R08974
3.1.1.82	R08975
3.1.1.82	R08976
2.8.2.2	R08977
2.8.2.14	R08977
2.8.2.2	R08978
2.8.2.14	R08978
3.1.1.83	R08979
1.1.1.62	R08980
1.1.1.105	R08980
1.1.1.239	R08980
1.1.1.270	R08980
1.1.1.330	R08980
3.1.3.78	R08981
3.1.3.79	R08982
3.1.4.52	R08991
3.1.7.5	R08993
1.14.13.115	R09002
5.4.99.9	R09009
5.4.99.30	R09009
5.3.1.6	R09030
1.3.1.80	R09032
2.3.1.23	R09034
2.3.1.51	R09034
2.3.1.23	R09035
2.3.1.51	R09035
2.3.1.23	R09036
2.3.1.51	R09036
2.3.1.67	R09036
2.3.1.51	R09037
2.5.1.93	R09040
1.14.13.116	R09042
2.7.7.46	R09047
1.3.99.35	R09053
1.3.1.83	R09057
2.5.1.62	R09057
1.3.1.83	R09058
2.5.1.62	R09058
1.3.99.35	R09060
2.5.1.62	R09067
3.1.1.14	R09068
1.1.1.294	R09069
1.1.1.294	R09070
1.17.7.2	R09071
1.5.3.13	R09074
1.5.3.17	R09074
1.5.3.15	R09075
1.5.3.14	R09076
1.5.3.16	R09076
1.5.3.17	R09076
1.5.3.17	R09077
1.1.1.304	R09078
1.5.1.43	R09079
1.5.1.43	R09080
4.1.1.96	R09081
4.1.1.96	R09082
1.13.11.79	R09083
2.7.1.146	R09084
2.7.1.147	R09084
2.7.1.146	R09085
2.7.1.147	R09085
2.7.1.146	R09086
2.7.1.147	R09086
2.7.4.21	R09087
1.8.98.1	R09092
1.12.98.3	R09095
2.1.1.245	R09096
1.2.1.10	R09097
1.2.1.87	R09097
2.1.1.90	R09098
2.1.1.246	R09098
2.1.2.1	R09099
2.3.1.188	R09106
3.5.1.16	R09107
4.2.3.44	R09111
5.5.1.12	R09111
4.2.3.33	R09115
4.2.3.34	R09116
4.2.3.35	R09117
4.2.3.28	R09119
4.2.3.29	R09120
4.2.3.99	R09120
4.2.3.30	R09121
1.14.13.110	R09122
4.2.3.43	R09123
2.1.1.247	R09124
2.1.1.250	R09124
1.13.11.9	R09125
3.5.1.106	R09126
1.1.2.7	R09127
1.1.2.7	R09128
1.1.1.306	R09129
1.13.11.1	R09134
5.5.1.7	R09135
3.1.1.45	R09136
1.3.1.32	R09137
1.3.1.32	R09138
4.2.3.39	R09140
1.14.13.25	R09141
1.14.13.25	R09148
1.14.12.3	R09151
1.14.12.11	R09151
1.18.1.3	R09151
1.14.12.3	R09152
1.14.12.11	R09152
1.18.1.3	R09152
1.14.99.39	R09156
1.14.12.12	R09159
1.18.1.7	R09159
1.3.1.29	R09162
1.3.1.60	R09162
1.3.1.29	R09183
1.3.1.60	R09183
4.2.1.141	R09186
1.14.13.38	R09193
5.5.1.7	R09215
5.5.1.7	R09217
3.1.1.45	R09220
5.5.1.7	R09221
3.1.1.45	R09222
1.3.1.32	R09223
1.3.1.32	R09224
1.18.1.3	R09227
5.5.1.1	R09229
2.5.1.86	R09244
2.5.1.82	R09245
2.5.1.83	R09245
2.5.1.82	R09246
2.5.1.83	R09246
2.5.1.30	R09247
2.5.1.90	R09248
2.5.1.91	R09249
2.5.1.84	R09250
2.5.1.85	R09250
2.5.1.84	R09251
2.5.1.85	R09251
1.3.8.10	R09252
2.6.1.28	R09254
2.6.1.58	R09254
2.3.1.64	R09255
2.3.1.64	R09256
2.3.1.64	R09257
2.3.1.235	R09258
2.3.1.235	R09259
2.3.1.235	R09269
1.13.11.8	R09272
6.2.1.40	R09279
1.2.1.75	R09280
1.2.1.76	R09280
1.1.1.79	R09281
4.2.1.153	R09282
5.4.1.3	R09283
5.4.4.3	R09284
1.3.1.84	R09286
4.2.1.116	R09286
6.2.1.36	R09286
1.1.1.298	R09289
1.1.1.381	R09289
1.2.1.75	R09289
1.3.1.85	R09291
1.3.8.12	R09293
2.4.1.221	R09295
2.4.1.222	R09296
2.4.99.6	R09297
2.4.99.1	R09298
2.4.1.22	R09299
2.4.1.38	R09299
2.4.1.90	R09299
2.4.1.255	R09304
1.2.7.4	R09317
2.3.1.169	R09317
2.4.1.214	R09318
2.4.1.68	R09319
1.1.5.8	R09322
3.2.1.52	R09323
1.13.12.22	R09327
5.5.1.23	R09328
5.5.1.26	R09328
1.1.1.362	R09329
2.4.1.326	R09331
2.4.1.327	R09332
1.1.3.45	R09334
1.3.3.14	R09334
1.1.3.45	R09335
1.3.3.14	R09335
3.1.1.95	R09337
4.99.1.2	R09339
4.1.2.46	R09358
4.1.2.47	R09359
1.14.11.41	R09363
4.2.1.145	R09364
2.1.1.13	R09365
2.1.1.14	R09365
2.6.1.7	R09366
2.6.1.64	R09366
4.4.1.1	R09366
4.4.1.13	R09366
2.1.1.49	R09370
2.1.1.96	R09370
1.8.1.9	R09372
2.6.1.7	R09373
2.6.1.64	R09373
4.4.1.13	R09373
3.5.1.102	R09374
1.1.1.302	R09375
1.1.1.302	R09376
2.7.1.169	R09378
6.3.2.36	R09379
2.3.1.15	R09380
2.3.1.42	R09380
2.3.1.23	R09381
2.3.1.51	R09381
2.7.7.72	R09382
2.7.7.72	R09383
2.7.7.72	R09384
1.14.13.107	R09385
2.7.7.72	R09386
3.3.2.8	R09387
1.1.1.297	R09388
1.14.13.107	R09389
1.14.13.105	R09390
1.14.13.105	R09391
1.14.13.105	R09392
1.14.13.107	R09393
4.1.99.18	R09394
2.8.1.12	R09395
2.5.1.77	R09396
2.7.7.68	R09397
2.7.8.28	R09398
6.3.2.31	R09399
6.3.2.34	R09399
6.3.2.31	R09400
6.3.2.34	R09400
6.3.2.32	R09401
1.14.11.32	R09402
1.14.13.117	R09403
1.14.13.118	R09403
1.14.13.32	R09404
1.14.13.67	R09404
1.14.13.97	R09404
1.14.13.157	R09404
1.14.14.1	R09404
1.14.14.1	R09405
1.14.14.1	R09406
1.14.14.1	R09407
1.14.13.32	R09408
1.14.13.67	R09408
1.14.13.97	R09408
1.14.13.157	R09408
1.14.14.1	R09408
2.5.1.18	R09409
3.3.2.9	R09410
1.14.14.1	R09416
3.3.2.9	R09417
1.14.14.1	R09418
2.3.1.199	R09419
1.1.1.146	R09420
1.1.1.184	R09420
1.1.1.189	R09420
1.1.1.197	R09420
1.3.1.20	R09420
1.14.14.1	R09421
1.14.13.32	R09423
1.14.13.67	R09423
1.14.13.97	R09423
1.14.13.157	R09423
1.14.14.1	R09423
1.14.14.1	R09424
1.14.14.1	R09425
2.4.1.17	R09426
2.4.1.17	R09427
2.4.1.17	R09428
1.14.14.1	R09442
3.3.2.9	R09443
2.8.2.14	R09444
1.7.5.2	R09445
1.7.1.14	R09446
1.3.1.93	R09449
3.1.2.2	R09450
1.11.2.3	R09462
1.11.2.3	R09463
4.1.99.5	R09466
1.14.13.163	R09472
1.9.3.1	R09473
1.17.2.1	R09473
2.3.1.20	R09474
2.3.1.75	R09474
6.2.1.35	R09475
5.4.99.35	R09476
1.1.1.307	R09477
1.1.1.309	R09478
1.1.5.5	R09479
1.1.9.1	R09480
1.1.99.33	R09481
4.1.1.87	R09482
4.1.1.88	R09483
4.1.1.89	R09483
1.2.1.80	R09484
1.2.1.80	R09485
1.2.7.10	R09486
4.1.99.16	R09487
4.2.3.22	R09487
4.2.3.75	R09487
4.1.1.92	R09488
1.3.5.3	R09489
1.3.7.6	R09491
1.10.3.12	R09492
1.4.5.1	R09493
1.1.5.6	R09494
1.5.3.18	R09495
1.5.99.13	R09496
1.7.5.1	R09497
1.8.1.17	R09498
1.8.2.3	R09499
1.8.2.4	R09500
1.8.5.3	R09501
1.8.7.2	R09502
1.10.3.9	R09503
1.10.3.10	R09504
1.10.3.11	R09504
1.11.1.18	R09505
1.11.1.20	R09506
1.11.2.1	R09507
1.12.1.4	R09508
4.3.99.2	R09509
1.14.11.27	R09510
1.14.11.27	R09511
1.14.12.22	R09512
1.14.13.111	R09513
1.18.1.3	R09513
1.14.13.113	R09514
1.14.13.126	R09515
1.14.13.126	R09516
1.5.1.45	R09517
1.14.14.8	R09517
1.14.14.9	R09517
1.14.18.3	R09518
1.14.99.39	R09518
1.14.99.39	R09519
1.3.1.24	R09520
1.5.1.30	R09520
1.5.1.45	R09520
1.22.1.1	R09521
1.22.1.1	R09522
2.1.1.165	R09523
2.3.1.190	R09524
4.2.3.65	R09525
4.2.3.68	R09526
2.3.1.194	R09527
2.3.1.196	R09528
2.4.1.253	R09529
2.5.1.76	R09530
2.5.1.79	R09531
3.1.3.62	R09532
3.1.3.80	R09532
3.2.1.167	R09533
3.2.1.168	R09534
3.4.17.23	R09535
3.5.1.99	R09536
3.5.1.99	R09537
3.6.1.53	R09538
4.1.1.91	R09539
1.11.1.11	R09540
1.16.1.9	R09541
1.97.1.12	R09542
2.1.1.197	R09543
1.1.1.301	R09544
1.1.1.308	R09545
1.1.1.314	R09546
1.1.1.314	R09547
1.1.1.314	R09548
1.14.13.123	R09548
1.1.1.314	R09549
1.14.13.123	R09549
1.1.98.2	R09550
1.1.99.32	R09551
1.1.99.36	R09552
1.1.99.37	R09553
1.2.1.77	R09554
1.14.12.21	R09555
4.1.2.44	R09556
1.2.1.81	R09557
4.2.3.77	R09558
1.3.99.24	R09559
1.4.3.23	R09560
1.8.1.16	R09561
1.8.3.5	R09562
1.8.3.6	R09562
1.11.1.17	R09563
1.11.2.2	R09564
1.13.11.8	R09565
1.13.11.57	R09565
1.21.3.9	R09566
1.13.12.17	R09567
4.3.3.5	R09568
2.1.1.164	R09569
1.14.19.9	R09570
1.13.12.18	R09571
1.14.11.28	R09572
1.14.13.119	R09573
4.2.3.61	R09574
1.14.13.120	R09575
1.14.13.121	R09576
1.14.13.121	R09577
1.14.13.124	R09578
1.14.13.124	R09579
1.14.13.124	R09580
1.14.13.124	R09581
1.14.13.125	R09583
1.14.13.125	R09584
1.14.13.125	R09585
1.14.13.130	R09586
1.14.15.8	R09587
6.1.2.1	R09588
6.2.1.37	R09589
6.3.1.12	R09590
6.3.1.13	R09591
6.3.2.29	R09592
6.3.2.30	R09593
6.3.2.33	R09594
6.3.2.35	R09595
6.3.2.37	R09596
6.3.4.19	R09597
6.3.5.11	R09598
6.3.5.11	R09599
5.1.3.23	R09600
1.13.11.75	R09601
1.14.21.8	R09602
1.14.99.42	R09603
1.14.99.43	R09604
1.14.99.43	R09605
4.2.3.72	R09606
4.2.3.54	R09607
4.2.3.50	R09608
4.2.3.53	R09608
4.2.3.54	R09608
4.2.3.53	R09609
4.2.3.62	R09610
2.1.1.175	R09611
2.1.1.169	R09612
2.1.1.175	R09612
2.1.1.169	R09613
2.1.1.175	R09613
4.2.3.69	R09614
4.2.3.78	R09614
4.2.3.79	R09614
4.2.3.63	R09615
4.2.3.76	R09616
4.2.3.64	R09617
3.1.7.6	R09618
4.2.3.47	R09618
4.2.3.49	R09618
4.2.3.59	R09619
4.2.3.40	R09620
2.3.1.177	R09621
2.3.1.189	R09622
4.2.3.55	R09623
4.2.3.60	R09624
5.5.1.17	R09625
4.2.3.67	R09626
4.2.3.67	R09627
3.1.7.7	R09628
4.2.3.70	R09629
4.2.3.74	R09630
2.3.1.195	R09631
2.4.1.247	R09632
2.5.1.92	R09633
2.4.1.250	R09634
2.4.1.254	R09635
2.4.1.262	R09636
2.5.1.63	R09637
2.5.1.80	R09638
2.5.1.94	R09639
2.7.1.170	R09640
2.7.8.31	R09641
2.7.8.32	R09642
3.1.2.29	R09643
3.1.3.81	R09644
3.2.1.170	R09645
3.5.1.97	R09646
3.5.1.100	R09647
3.5.1.100	R09648
3.5.1.101	R09649
3.5.1.101	R09650
3.5.1.103	R09651
1.3.5.5	R09652
1.3.5.5	R09653
1.3.5.5	R09654
5.2.1.12	R09655
1.3.5.6	R09656
3.5.2.19	R09657
1.3.5.6	R09658
1.3.99.26	R09659
3.5.4.31	R09660
3.5.99.8	R09661
1.5.1.36	R09662
2.4.1.266	R09663
3.1.3.85	R09664
2.4.1.268	R09665
2.4.1.269	R09666
2.4.1.270	R09667
2.4.2.44	R09668
2.7.7.74	R09669
2.7.8.34	R09670
1.14.99.44	R09671
2.3.1.48	R09672
3.2.1.169	R09672
2.3.1.48	R09673
3.2.1.169	R09673
3.1.1.87	R09674
2.4.2.52	R09675
2.7.7.61	R09675
2.4.1.255	R09676
2.4.1.255	R09677
2.1.1.169	R09678
2.1.1.169	R09679
3.5.1.101	R09680
4.2.3.31	R09681
1.13.11.51	R09682
4.3.1.27	R09683
4.2.3.36	R09684
4.2.3.41	R09685
4.2.3.45	R09686
4.2.3.51	R09687
5.4.99.33	R09688
5.4.99.32	R09689
1.3.8.2	R09690
1.3.99.26	R09691
1.3.99.28	R09691
1.3.99.29	R09691
1.3.99.31	R09691
1.3.99.26	R09692
1.3.99.28	R09692
1.3.99.29	R09692
1.3.99.30	R09692
1.3.99.31	R09692
1.3.99.29	R09693
4.2.1.110	R09694
4.2.1.111	R09694
4.2.1.110	R09695
4.2.1.110	R09696
4.2.1.115	R09697
4.2.1.119	R09698
4.2.1.121	R09699
4.2.1.124	R09700
4.2.1.125	R09701
4.2.1.127	R09702
1.3.99.30	R09703
5.1.99.5	R09704
5.3.2.7	R09705
5.3.3.17	R09707
5.4.4.4	R09708
5.4.99.31	R09709
5.4.99.34	R09710
5.4.99.36	R09711
5.4.99.37	R09712
5.4.99.38	R09713
5.5.1.15	R09714
5.5.1.16	R09715
1.3.99.31	R09716
4.1.3.41	R09717
4.1.3.41	R09718
