ec,cath_code_rule,rn
1.1.3.41,1.10_3.30,R11620
1.1.3.45,3.30_3.40,R09334
1.1.3.46,3.20,R06633
1.1.3.47,3.30_3.50,R10858
1.1.3.47,3.30_3.50,R10853
1.1.3.47,3.30_3.50,R10854
1.1.3.47,3.30_3.50,R10855
1.1.3.47,3.30_3.50,R10856
1.1.3.47,3.30_3.50,R10857
1.1.3.48,1.20_3.40,R11394
1.1.3.5,3.30_3.40,R01522
1.1.3.6,1.10_3.30_3.40,R01459
1.1.3.6,3.30_3.50,R01459
1.1.3.7,3.30_3.50,R01491
1.1.3.9,2.130_2.60,R01098
1.1.3.9,2.130_2.60,R01099
1.1.5.12,3.30,R11591
1.1.5.2,2.120,R06620
1.1.5.3,1.10_3.30_3.50,R00848
1.1.5.3,1.10_3.30_3.50,R00849
1.1.5.3,1.10_3.30_3.50,R08657
1.1.5.3,1.10_3.30_3.50_6.10,R00848
1.1.5.3,1.10_3.30_3.50_6.10,R00849
1.1.5.3,1.10_3.30_3.50_6.10,R08657
1.1.7.1,1.10_3.10_3.30_3.90,R05316
1.1.9.1,1.10_2.140,R09480
1.1.98.2,3.20,R09550
1.1.98.6,3.20,R11592
1.1.98.6,3.20,R11633
1.1.98.6,3.20,R11634
1.1.98.6,3.20,R11635
1.1.98.6,3.20,R11636
1.1.99.18,2.60,R02365
1.1.99.18,2.60,R06247
1.1.99.18,2.60,R01442
1.1.99.18,2.60,R01443
1.1.99.18,2.60,R06244
1.1.99.18,2.60,R06246
1.1.99.18,3.30_3.50,R02365
1.1.99.18,3.30_3.50,R06247
1.1.99.18,3.30_3.50,R01442
1.1.99.18,3.30_3.50,R01443
1.1.99.18,3.30_3.50,R06244
1.1.99.18,3.30_3.50,R06246
1.1.99.28,3.30_3.40,R00874
1.1.99.29,3.30_3.50,R07347
1.1.99.29,3.30_3.50,R07348
1.1.99.31,3.20,R04160
1.1.99.31,3.20,R03793
1.1.99.31,3.20,R07664
1.1.99.38,3.20,R08893
1.10.3.1,1.10,R00031
1.10.3.1,1.10,R00045
1.10.3.1,1.10,R00080
1.10.3.1,1.10,R02078
1.10.3.1,1.10,R00058
1.10.3.2,2.60,R00083
1.10.3.3,2.60,R00068
1.10.3.4,2.60,R08762
1.10.3.4,2.60,R08763
1.10.3.4,2.60,R00074
1.10.5.1,3.40,R07361
1.11.1.1,3.30_3.50,R00090
1.11.1.10,1.10,R00052
1.11.1.10,1.10_1.20,R00052
1.11.1.10,3.40,R00052
1.11.1.11,1.10,R00644
1.11.1.11,1.10,R09540
1.11.1.11,1.10,R03186
1.11.1.12,3.40,R03167
1.11.1.13,1.10,R00011
1.11.1.14,1.10,R04461
1.11.1.14,1.10,R11501
1.11.1.14,1.10,R11502
1.11.1.16,1.10,R07612
1.11.1.16,1.10,R11503
1.11.1.18,1.10,R09505
1.11.1.18,3.40,R09505
1.11.1.21,1.10,R00602
1.11.1.21,1.10,R00698
1.11.1.21,1.10,R02596
1.11.1.21,1.10,R02670
1.11.1.21,1.10,R03919
1.11.1.21,1.10,R04007
1.11.1.21,1.10,R07443
1.11.1.21,1.10,R11906
1.11.1.21,1.10,R03532
1.11.1.21,1.10,R00009
1.11.1.23,1.10_2.60,R08863
1.11.1.23,2.60,R08863
1.11.1.24,3.30_3.40,R12570
1.11.1.24,3.40,R12570
1.11.1.25,3.30_3.40,R12571
1.11.1.25,3.40,R12571
1.11.1.26,3.40,R12579
1.11.1.27,3.30_3.40,R12578
1.11.1.27,3.40,R12578
1.11.1.28,1.20,R12602
1.11.1.28,1.20,R12603
1.11.1.28,3.40,R12602
1.11.1.28,3.40,R12603
1.11.1.5,1.10,R00017
1.11.1.6,1.20,R00602
1.11.1.6,1.20,R02670
1.11.1.6,1.20,R00009
1.11.1.6,1.20_2.40_3.40,R00602
1.11.1.6,1.20_2.40_3.40,R02670
1.11.1.6,1.20_2.40_3.40,R00009
1.11.1.6,1.20_2.40_4.10,R00602
1.11.1.6,1.20_2.40_4.10,R02670
1.11.1.6,1.20_2.40_4.10,R00009
1.11.1.6,1.20_3.30,R00602
1.11.1.6,1.20_3.30,R02670
1.11.1.6,1.20_3.30,R00009
1.11.1.6,2.40,R00602
1.11.1.6,2.40,R02670
1.11.1.6,2.40,R00009
1.11.1.7,1.25,R02596
1.11.1.7,1.25,R03919
1.11.1.7,1.25,R04007
1.11.1.7,1.25,R07443
1.11.1.7,1.25,R00602
1.11.1.7,1.25,R03532
1.11.1.9,1.20_3.40,R07034
1.11.1.9,1.20_3.40,R07035
1.11.1.9,1.20_3.40,R00274
1.11.1.9,2.40_3.40,R07034
1.11.1.9,2.40_3.40,R07035
1.11.1.9,2.40_3.40,R00274
1.11.1.9,3.40,R07034
1.11.1.9,3.40,R07035
1.11.1.9,3.40,R00274
1.11.2.1,1.10,R09507
1.11.2.2,1.10,R09564
1.11.2.4,1.10,R09740
1.11.2.4,1.10,R09741
1.12.1.3,3.40,R07181
1.12.2.1,1.10_3.40_4.10,R04015
1.12.2.1,3.40_4.10,R04015
1.12.5.1,1.10,R02965
1.12.7.2,1.10,R00019
1.12.7.2,3.10_3.30,R00019
1.12.7.2,3.30_3.40_4.10,R00019
1.12.98.1,1.10_3.10_3.30_3.40,R03025
1.12.98.1,3.10_3.30_3.40,R03025
1.12.98.1,3.30_3.40,R03025
1.12.98.2,1.20_3.40,R04455
1.12.98.2,3.40,R04455
1.12.99.6,1.10,R08034
1.12.99.6,1.10,R07182
1.12.99.6,1.10_3.40_4.10,R08034
1.12.99.6,1.10_3.40_4.10,R07182
1.12.99.6,1.10_4.10,R08034
1.12.99.6,1.10_4.10,R07182
1.12.99.6,3.40_4.10,R08034
1.12.99.6,3.40_4.10,R07182
1.13.11.1,2.60,R04258
1.13.11.1,2.60,R05299
1.13.11.1,2.60,R08114
1.13.11.1,2.60,R08115
1.13.11.1,2.60,R09134
1.13.11.1,2.60,R00817
1.13.11.1,2.60_6.10,R04258
1.13.11.1,2.60_6.10,R05299
1.13.11.1,2.60_6.10,R08114
1.13.11.1,2.60_6.10,R08115
1.13.11.1,2.60_6.10,R09134
1.13.11.1,2.60_6.10,R00817
1.13.11.11,1.10_1.20,R00678
1.13.11.11,1.20,R00678
1.13.11.12,1.20_2.60_3.10,R07864
1.13.11.12,1.20_2.60_3.10,R03626
1.13.11.12,1.20_2.60_3.10,R07869
1.13.11.12,1.20_2.60_3.10_4.10,R07864
1.13.11.12,1.20_2.60_3.10_4.10,R03626
1.13.11.12,1.20_2.60_3.10_4.10,R07869
1.13.11.12,1.20_3.10,R07864
1.13.11.12,1.20_3.10,R03626
1.13.11.12,1.20_3.10,R07869
1.13.11.15,3.10,R03303
1.13.11.15,3.10_4.10,R03303
1.13.11.18,3.40_3.60,R08678
1.13.11.18,3.40_3.60,R11946
1.13.11.18,3.40_3.60,R11947
1.13.11.18,3.60,R08678
1.13.11.18,3.60,R11946
1.13.11.18,3.60,R11947
1.13.11.2,3.10,R04089
1.13.11.2,3.10,R05295
1.13.11.2,3.10,R05404
1.13.11.2,3.10,R05406
1.13.11.2,3.10,R07795
1.13.11.2,3.10,R00816
1.13.11.20,2.60,R00893
1.13.11.24,2.60,R02156
1.13.11.25,3.10,R04597
1.13.11.27,3.10,R01372
1.13.11.27,3.10,R02521
1.13.11.29,3.40,R04598
1.13.11.29,3.40,R04599
1.13.11.29,3.40,R02075
1.13.11.3,2.60,R03549
1.13.11.3,2.60,R01631
1.13.11.31,1.20_2.60_3.10,R01596
1.13.11.31,1.20_3.10,R01596
1.13.11.33,1.20_2.60_3.10,R01593
1.13.11.33,1.20_3.10,R01593
1.13.11.34,1.20_2.60_3.10,R08527
1.13.11.34,1.20_2.60_3.10,R01595
1.13.11.34,1.20_2.60_3.10,R03058
1.13.11.37,2.60,R03891
1.13.11.37,2.60,R04061
1.13.11.39,3.10,R05245
1.13.11.39,3.10,R07827
1.13.11.39,3.10,R03462
1.13.11.4,2.60,R02656
1.13.11.40,1.20_2.40_3.10,R01594
1.13.11.40,1.20_2.60_3.10,R01594
1.13.11.40,2.40,R01594
1.13.11.41,2.60,R01305
1.13.11.46,3.10,R05778
1.13.11.46,3.10,R06632
1.13.11.47,1.10_3.40,R04915
1.13.11.47,1.10_3.40,R05719
1.13.11.48,1.10_3.40,R05155
1.13.11.48,1.10_3.40,R05720
1.13.11.49,3.30,R05721
1.13.11.5,2.60,R02519
1.13.11.50,2.60,R07183
1.13.11.52,1.20,R02702
1.13.11.52,1.20,R02909
1.13.11.52,1.20,R03628
1.13.11.52,1.20,R07362
1.13.11.53,2.60,R07363
1.13.11.54,2.60,R07364
1.13.11.56,3.10,R04117
1.13.11.58,1.10_3.40,R07057
1.13.11.58,1.20_2.60_3.10_4.10,R07057
1.13.11.6,2.60,R02665
1.13.11.72,1.10_2.60,R08864
1.13.11.74,3.40,R05405
1.13.11.76,3.40,R10521
1.13.11.78,1.10,R10722
1.13.11.79,3.40,R09083
1.13.11.8,1.10_3.40,R03550
1.13.11.8,1.10_3.40,R04280
1.13.11.8,1.10_3.40,R09272
1.13.11.8,1.10_3.40,R09565
1.13.11.8,1.10_3.40,R01632
1.13.11.80,1.20_3.90,R06624
1.13.11.81,3.30,R11037
1.13.12.16,3.20,R00025
1.13.12.18,2.40_4.10,R09571
1.13.12.2,1.10_3.50_3.90,R00449
1.13.12.22,3.30,R09327
1.13.12.3,1.10_3.50_3.90,R00679
1.13.12.4,3.20,R00319
1.13.12.5,1.10,R03137
1.13.12.5,3.40,R03137
1.13.12.7,2.30_3.30_3.40,R04036
1.13.12.7,2.30_3.40,R04036
1.13.12.7,3.30_3.40,R04036
1.13.12.7,3.40,R04036
1.13.12.9,3.50_3.90,R00690
1.14.11.1,3.30_3.60,R02397
1.14.11.16,2.60,R04073
1.14.11.17,3.60,R05320
1.14.11.18,2.60,R05722
1.14.11.2,1.25,R01252
1.14.11.2,1.25,R03219
1.14.11.2,1.25_6.10,R01252
1.14.11.2,1.25_6.10,R03219
1.14.11.21,3.60,R05466
1.14.11.21,3.60,R05468
1.14.11.21,3.60,R05469
1.14.11.27,1.10_2.60_3.90,R10056
1.14.11.27,1.10_2.60_3.90,R09510
1.14.11.27,1.10_2.60_3.90,R09511
1.14.11.27,1.20_2.60,R10056
1.14.11.27,1.20_2.60,R09510
1.14.11.27,1.20_2.60,R09511
1.14.11.27,2.60,R10056
1.14.11.27,2.60,R09510
1.14.11.27,2.60,R09511
1.14.11.27,2.60_6.10,R10056
1.14.11.27,2.60_6.10,R09510
1.14.11.27,2.60_6.10,R09511
1.14.11.27,3.30,R10056
1.14.11.27,3.30,R09510
1.14.11.27,3.30,R09511
1.14.11.28,1.10_2.60,R09572
1.14.11.35,2.60,R10157
1.14.11.38,2.60,R10445
1.14.11.39,3.60,R10446
1.14.11.41,3.60,R09363
1.14.11.42,2.60_6.10,R10522
1.14.11.44,3.60,R10539
1.14.11.44,3.60,R10542
1.14.11.55,2.60,R08050
1.14.11.6,1.20,R08610
1.14.11.6,1.20,R08611
1.14.11.6,1.20,R01412
1.14.11.61,2.60,R11549
1.14.11.63,2.60,R12315
1.14.11.64,3.60,R12216
1.14.11.66,2.30_3.10,R12459
1.14.11.66,2.30_3.10,R12460
1.14.11.66,2.30_3.10,R09510
1.14.11.66,2.60,R12459
1.14.11.66,2.60,R12460
1.14.11.67,1.10,R12461
1.14.11.67,1.10,R12460
1.14.11.67,1.10,R09510
1.14.11.67,1.10,R09511
1.14.11.67,1.10_2.60,R12461
1.14.11.67,1.10_2.60,R12460
1.14.11.67,1.10_2.60,R09510
1.14.11.67,1.10_2.60,R09511
1.14.11.67,2.60,R12461
1.14.11.67,3.30,R12461
1.14.11.67,3.30,R12460
1.14.11.68,1.20_2.10_2.60,R12459
1.14.11.68,1.20_2.10_2.60,R12460
1.14.11.68,1.20_2.10_2.60,R09510
1.14.12.10,3.10,R05622
1.14.12.10,3.10,R08100
1.14.12.10,3.10,R08101
1.14.12.10,3.10,R08108
1.14.12.10,3.10,R08109
1.14.12.10,3.10,R08110
1.14.12.10,3.10,R05621
1.14.12.10,3.10,R07188
1.14.12.11,2.102_3.10_3.90,R09151
1.14.12.11,2.102_3.10_3.90,R09152
1.14.12.11,2.102_3.10_3.90,R03559
1.14.12.12,2.102_3.10_3.90,R05422
1.14.12.12,2.102_3.10_3.90,R05423
1.14.12.12,2.102_3.10_3.90,R05424
1.14.12.12,2.102_3.10_3.90,R05425
1.14.12.12,2.102_3.10_3.90,R05426
1.14.12.12,2.102_3.10_3.90,R05427
1.14.12.12,2.102_3.10_3.90,R06909
1.14.12.12,2.102_3.10_3.90,R06930
1.14.12.12,2.102_3.10_3.90,R06937
1.14.12.12,2.102_3.10_3.90,R07704
1.14.12.12,2.102_3.10_3.90,R09159
1.14.12.12,2.102_3.10_3.90,R02968
1.14.12.12,2.102_3.90,R05422
1.14.12.12,2.102_3.90,R05423
1.14.12.12,2.102_3.90,R05424
1.14.12.12,2.102_3.90,R05425
1.14.12.12,2.102_3.90,R05426
1.14.12.12,2.102_3.90,R05427
1.14.12.12,2.102_3.90,R06909
1.14.12.12,2.102_3.90,R06930
1.14.12.12,2.102_3.90,R06937
1.14.12.12,2.102_3.90,R07704
1.14.12.12,2.102_3.90,R09159
1.14.12.12,2.102_3.90,R02968
1.14.12.17,1.10,R05724
1.14.12.17,1.10,R05725
1.14.12.17,1.10_2.40_3.40,R05724
1.14.12.17,1.10_2.40_3.40,R05725
1.14.12.17,2.40_3.40,R05724
1.14.12.17,2.40_3.40,R05725
1.14.12.18,2.102_3.10_3.90,R05261
1.14.12.18,2.102_3.10_3.90,R05262
1.14.12.18,2.102_3.10_3.90,R05264
1.14.12.18,2.102_3.10_3.90,R05263
1.14.12.22,2.102_2.20_3.90,R05414
1.14.12.22,2.102_2.20_3.90,R09512
1.14.12.3,2.102_3.10_3.90,R03543
1.14.13.1,3.30_3.50,R05632
1.14.13.1,3.30_3.50,R06915
1.14.13.1,3.30_3.50,R06936
1.14.13.1,3.30_3.50,R06939
1.14.13.1,3.30_3.50,R00818
1.14.13.10,3.30_3.50,R04130
1.14.13.106,1.10,R10072
1.14.13.106,1.10,R08851
1.14.13.106,1.10,R08852
1.14.13.106,1.10,R08853
1.14.13.106,1.10,R08854
1.14.13.113,3.30_3.50,R09514
1.14.13.114,3.50,R08764
1.14.13.131,3.20,R09786
1.14.13.149,1.20,R09838
1.14.13.154,1.10,R05521
1.14.13.154,1.10,R05522
1.14.13.160,3.50,R10044
1.14.13.180,3.30_3.40_3.50,R06683
1.14.13.187,1.10_1.20_2.40,R10664
1.14.13.187,1.10_1.20_2.40,R10662
1.14.13.187,1.10_1.20_2.40,R10663
1.14.13.195,3.50,R10789
1.14.13.196,3.50,R10790
1.14.13.2,3.30_3.50,R01298
1.14.13.208,1.10,R09555
1.14.13.217,3.30_3.50,R11134
1.14.13.217,3.30_3.50,R11158
1.14.13.218,3.30_3.50,R11578
1.14.13.218,3.30_3.50,R11346
1.14.13.22,3.50,R06622
1.14.13.22,3.50,R02231
1.14.13.225,1.10,R11425
1.14.13.225,1.10_3.50,R11425
1.14.13.225,2.10,R11425
1.14.13.225,3.50,R11425
1.14.13.23,3.30_3.40_3.50,R01628
1.14.13.231,3.50,R11525
1.14.13.231,3.50,R11526
1.14.13.231,3.50,R11449
1.14.13.234,3.30_3.40_3.50,R09198
1.14.13.236,1.10_3.10,R05666
1.14.13.240,3.30_3.50,R04987
1.14.13.240,3.30_3.50,R08768
1.14.13.25,1.10_1.20,R02823
1.14.13.25,1.10_1.20,R07098
1.14.13.25,1.10_1.20,R09141
1.14.13.25,1.10_1.20,R09148
1.14.13.25,1.10_1.20,R01142
1.14.13.25,1.10_1.20,R01143
1.14.13.25,2.40_3.40,R02823
1.14.13.25,2.40_3.40,R07098
1.14.13.25,2.40_3.40,R09141
1.14.13.25,2.40_3.40,R09148
1.14.13.25,2.40_3.40,R01142
1.14.13.25,2.40_3.40,R01143
1.14.13.25,3.10,R02823
1.14.13.25,3.10,R07098
1.14.13.25,3.10,R09141
1.14.13.25,3.10,R09148
1.14.13.25,3.10,R01142
1.14.13.25,3.10,R01143
1.14.13.38,3.30_3.40_3.50,R09193
1.14.13.38,3.30_3.40_3.50,R04060
1.14.13.39,1.20_2.40_3.40,R00557
1.14.13.39,1.20_2.40_3.40,R00558
1.14.13.39,1.20_2.40_3.40,R00111
1.14.13.39,2.30,R00557
1.14.13.39,2.30,R00558
1.14.13.39,2.30,R00111
1.14.13.39,3.40_6.10,R00557
1.14.13.39,3.40_6.10,R00558
1.14.13.39,3.40_6.10,R00111
1.14.13.39,3.90,R00557
1.14.13.39,3.90,R00558
1.14.13.39,3.90,R00111
1.14.13.44,3.40_3.50,R03964
1.14.13.54,3.50,R07192
1.14.13.54,3.50,R07193
1.14.13.54,3.50,R02210
1.14.13.54,3.50,R08205
1.14.13.54,3.50,R08206
1.14.13.59,3.50,R00448
1.14.13.61,2.20_3.90,R05158
1.14.13.7,2.30,R03566
1.14.13.7,2.30,R03568
1.14.13.7,2.30,R00815
1.14.13.7,3.30_3.40_3.50,R03566
1.14.13.7,3.30_3.40_3.50,R03568
1.14.13.7,3.30_3.40_3.50,R00815
1.14.13.7,3.90,R03566
1.14.13.7,3.90,R03568
1.14.13.7,3.90,R00815
1.14.13.8,3.50,R04523
1.14.13.8,3.50,R08266
1.14.13.8,3.50,R03344
1.14.13.9,3.50,R01960
1.14.13.92,3.50,R07201
1.14.14.1,1.10,R03697
1.14.14.1,1.10,R05259
1.14.14.1,1.10,R07000
1.14.14.1,1.10,R07001
1.14.14.1,1.10,R07021
1.14.14.1,1.10,R07022
1.14.14.1,1.10,R07042
1.14.14.1,1.10,R07043
1.14.14.1,1.10,R07044
1.14.14.1,1.10,R07045
1.14.14.1,1.10,R07046
1.14.14.1,1.10,R07048
1.14.14.1,1.10,R07050
1.14.14.1,1.10,R07051
1.14.14.1,1.10,R07052
1.14.14.1,1.10,R07054
1.14.14.1,1.10,R07055
1.14.14.1,1.10,R07056
1.14.14.1,1.10,R07079
1.14.14.1,1.10,R07080
1.14.14.1,1.10,R07081
1.14.14.1,1.10,R07085
1.14.14.1,1.10,R07087
1.14.14.1,1.10,R07098
1.14.14.1,1.10,R07099
1.14.14.1,1.10,R07939
1.14.14.1,1.10,R07943
1.14.14.1,1.10,R07945
1.14.14.1,1.10,R08265
1.14.14.1,1.10,R08267
1.14.14.1,1.10,R08270
1.14.14.1,1.10,R08286
1.14.14.1,1.10,R08287
1.14.14.1,1.10,R08293
1.14.14.1,1.10,R08294
1.14.14.1,1.10,R08312
1.14.14.1,1.10,R08343
1.14.14.1,1.10,R08344
1.14.14.1,1.10,R08345
1.14.14.1,1.10,R08390
1.14.14.1,1.10,R08391
1.14.14.1,1.10,R08392
1.14.14.1,1.10,R09404
1.14.14.1,1.10,R09405
1.14.14.1,1.10,R09406
1.14.14.1,1.10,R09407
1.14.14.1,1.10,R09408
1.14.14.1,1.10,R09416
1.14.14.1,1.10,R09418
1.14.14.1,1.10,R09421
1.14.14.1,1.10,R09423
1.14.14.1,1.10,R09424
1.14.14.1,1.10,R09425
1.14.14.1,1.10,R09442
1.14.14.1,1.10,R01842
1.14.14.1,1.10,R02354
1.14.14.1,1.10,R02355
1.14.14.1,1.10,R02356
1.14.14.1,1.10,R02503
1.14.14.1,1.10,R03088
1.14.14.1,1.10,R03089
1.14.14.1,1.10,R03090
1.14.14.1,1.10,R03408
1.14.14.1,1.10,R03629
1.14.14.1,1.10,R04121
1.14.14.1,1.10,R04122
1.14.14.1,1.10_1.20_2.40,R03697
1.14.14.1,1.10_1.20_2.40,R05259
1.14.14.1,1.10_1.20_2.40,R07000
1.14.14.1,1.10_1.20_2.40,R07001
1.14.14.1,1.10_1.20_2.40,R07021
1.14.14.1,1.10_1.20_2.40,R07022
1.14.14.1,1.10_1.20_2.40,R07042
1.14.14.1,1.10_1.20_2.40,R07043
1.14.14.1,1.10_1.20_2.40,R07044
1.14.14.1,1.10_1.20_2.40,R07045
1.14.14.1,1.10_1.20_2.40,R07046
1.14.14.1,1.10_1.20_2.40,R07048
1.14.14.1,1.10_1.20_2.40,R07050
1.14.14.1,1.10_1.20_2.40,R07051
1.14.14.1,1.10_1.20_2.40,R07052
1.14.14.1,1.10_1.20_2.40,R07054
1.14.14.1,1.10_1.20_2.40,R07055
1.14.14.1,1.10_1.20_2.40,R07056
1.14.14.1,1.10_1.20_2.40,R07079
1.14.14.1,1.10_1.20_2.40,R07080
1.14.14.1,1.10_1.20_2.40,R07081
1.14.14.1,1.10_1.20_2.40,R07085
1.14.14.1,1.10_1.20_2.40,R07087
1.14.14.1,1.10_1.20_2.40,R07098
1.14.14.1,1.10_1.20_2.40,R07099
1.14.14.1,1.10_1.20_2.40,R07939
1.14.14.1,1.10_1.20_2.40,R07943
1.14.14.1,1.10_1.20_2.40,R07945
1.14.14.1,1.10_1.20_2.40,R08265
1.14.14.1,1.10_1.20_2.40,R08267
1.14.14.1,1.10_1.20_2.40,R08270
1.14.14.1,1.10_1.20_2.40,R08286
1.14.14.1,1.10_1.20_2.40,R08287
1.14.14.1,1.10_1.20_2.40,R08293
1.14.14.1,1.10_1.20_2.40,R08294
1.14.14.1,1.10_1.20_2.40,R08312
1.14.14.1,1.10_1.20_2.40,R08343
1.14.14.1,1.10_1.20_2.40,R08344
1.14.14.1,1.10_1.20_2.40,R08345
1.14.14.1,1.10_1.20_2.40,R08390
1.14.14.1,1.10_1.20_2.40,R08391
1.14.14.1,1.10_1.20_2.40,R08392
1.14.14.1,1.10_1.20_2.40,R09404
1.14.14.1,1.10_1.20_2.40,R09405
1.14.14.1,1.10_1.20_2.40,R09406
1.14.14.1,1.10_1.20_2.40,R09407
1.14.14.1,1.10_1.20_2.40,R09408
1.14.14.1,1.10_1.20_2.40,R09416
1.14.14.1,1.10_1.20_2.40,R09418
1.14.14.1,1.10_1.20_2.40,R09421
1.14.14.1,1.10_1.20_2.40,R09423
1.14.14.1,1.10_1.20_2.40,R09424
1.14.14.1,1.10_1.20_2.40,R09425
1.14.14.1,1.10_1.20_2.40,R09442
1.14.14.1,1.10_1.20_2.40,R01842
1.14.14.1,1.10_1.20_2.40,R02354
1.14.14.1,1.10_1.20_2.40,R02355
1.14.14.1,1.10_1.20_2.40,R02356
1.14.14.1,1.10_1.20_2.40,R02503
1.14.14.1,1.10_1.20_2.40,R03088
1.14.14.1,1.10_1.20_2.40,R03089
1.14.14.1,1.10_1.20_2.40,R03090
1.14.14.1,1.10_1.20_2.40,R03408
1.14.14.1,1.10_1.20_2.40,R03629
1.14.14.1,1.10_1.20_2.40,R04121
1.14.14.1,1.10_1.20_2.40,R04122
1.14.14.1,1.10_3.40,R03697
1.14.14.1,1.10_3.40,R05259
1.14.14.1,1.10_3.40,R07000
1.14.14.1,1.10_3.40,R07001
1.14.14.1,1.10_3.40,R07021
1.14.14.1,1.10_3.40,R07022
1.14.14.1,1.10_3.40,R07042
1.14.14.1,1.10_3.40,R07043
1.14.14.1,1.10_3.40,R07044
1.14.14.1,1.10_3.40,R07045
1.14.14.1,1.10_3.40,R07046
1.14.14.1,1.10_3.40,R07048
1.14.14.1,1.10_3.40,R07050
1.14.14.1,1.10_3.40,R07051
1.14.14.1,1.10_3.40,R07052
1.14.14.1,1.10_3.40,R07054
1.14.14.1,1.10_3.40,R07055
1.14.14.1,1.10_3.40,R07056
1.14.14.1,1.10_3.40,R07079
1.14.14.1,1.10_3.40,R07080
1.14.14.1,1.10_3.40,R07081
1.14.14.1,1.10_3.40,R07085
1.14.14.1,1.10_3.40,R07087
1.14.14.1,1.10_3.40,R07098
1.14.14.1,1.10_3.40,R07099
1.14.14.1,1.10_3.40,R07939
1.14.14.1,1.10_3.40,R07943
1.14.14.1,1.10_3.40,R07945
1.14.14.1,1.10_3.40,R08265
1.14.14.1,1.10_3.40,R08267
1.14.14.1,1.10_3.40,R08270
1.14.14.1,1.10_3.40,R08286
1.14.14.1,1.10_3.40,R08287
1.14.14.1,1.10_3.40,R08293
1.14.14.1,1.10_3.40,R08294
1.14.14.1,1.10_3.40,R08312
1.14.14.1,1.10_3.40,R08343
1.14.14.1,1.10_3.40,R08344
1.14.14.1,1.10_3.40,R08345
1.14.14.1,1.10_3.40,R08390
1.14.14.1,1.10_3.40,R08391
1.14.14.1,1.10_3.40,R08392
1.14.14.1,1.10_3.40,R09404
1.14.14.1,1.10_3.40,R09405
1.14.14.1,1.10_3.40,R09406
1.14.14.1,1.10_3.40,R09407
1.14.14.1,1.10_3.40,R09408
1.14.14.1,1.10_3.40,R09416
1.14.14.1,1.10_3.40,R09418
1.14.14.1,1.10_3.40,R09421
1.14.14.1,1.10_3.40,R09423
1.14.14.1,1.10_3.40,R09424
1.14.14.1,1.10_3.40,R09425
1.14.14.1,1.10_3.40,R09442
1.14.14.1,1.10_3.40,R01842
1.14.14.1,1.10_3.40,R02354
1.14.14.1,1.10_3.40,R02355
1.14.14.1,1.10_3.40,R02356
1.14.14.1,1.10_3.40,R02503
1.14.14.1,1.10_3.40,R03088
1.14.14.1,1.10_3.40,R03089
1.14.14.1,1.10_3.40,R03090
1.14.14.1,1.10_3.40,R03408
1.14.14.1,1.10_3.40,R03629
1.14.14.1,1.10_3.40,R04121
1.14.14.1,1.10_3.40,R04122
1.14.14.1,1.20_2.40_3.40,R03697
1.14.14.1,1.20_2.40_3.40,R05259
1.14.14.1,1.20_2.40_3.40,R07000
1.14.14.1,1.20_2.40_3.40,R07001
1.14.14.1,1.20_2.40_3.40,R07021
1.14.14.1,1.20_2.40_3.40,R07022
1.14.14.1,1.20_2.40_3.40,R07042
1.14.14.1,1.20_2.40_3.40,R07043
1.14.14.1,1.20_2.40_3.40,R07044
1.14.14.1,1.20_2.40_3.40,R07045
1.14.14.1,1.20_2.40_3.40,R07046
1.14.14.1,1.20_2.40_3.40,R07048
1.14.14.1,1.20_2.40_3.40,R07050
1.14.14.1,1.20_2.40_3.40,R07051
1.14.14.1,1.20_2.40_3.40,R07052
1.14.14.1,1.20_2.40_3.40,R07054
1.14.14.1,1.20_2.40_3.40,R07055
1.14.14.1,1.20_2.40_3.40,R07056
1.14.14.1,1.20_2.40_3.40,R07079
1.14.14.1,1.20_2.40_3.40,R07080
1.14.14.1,1.20_2.40_3.40,R07081
1.14.14.1,1.20_2.40_3.40,R07085
1.14.14.1,1.20_2.40_3.40,R07087
1.14.14.1,1.20_2.40_3.40,R07098
1.14.14.1,1.20_2.40_3.40,R07099
1.14.14.1,1.20_2.40_3.40,R07939
1.14.14.1,1.20_2.40_3.40,R07943
1.14.14.1,1.20_2.40_3.40,R07945
1.14.14.1,1.20_2.40_3.40,R08265
1.14.14.1,1.20_2.40_3.40,R08267
1.14.14.1,1.20_2.40_3.40,R08270
1.14.14.1,1.20_2.40_3.40,R08286
1.14.14.1,1.20_2.40_3.40,R08287
1.14.14.1,1.20_2.40_3.40,R08293
1.14.14.1,1.20_2.40_3.40,R08294
1.14.14.1,1.20_2.40_3.40,R08312
1.14.14.1,1.20_2.40_3.40,R08343
1.14.14.1,1.20_2.40_3.40,R08344
1.14.14.1,1.20_2.40_3.40,R08345
1.14.14.1,1.20_2.40_3.40,R08390
1.14.14.1,1.20_2.40_3.40,R08391
1.14.14.1,1.20_2.40_3.40,R08392
1.14.14.1,1.20_2.40_3.40,R09404
1.14.14.1,1.20_2.40_3.40,R09405
1.14.14.1,1.20_2.40_3.40,R09406
1.14.14.1,1.20_2.40_3.40,R09407
1.14.14.1,1.20_2.40_3.40,R09408
1.14.14.1,1.20_2.40_3.40,R09416
1.14.14.1,1.20_2.40_3.40,R09418
1.14.14.1,1.20_2.40_3.40,R09421
1.14.14.1,1.20_2.40_3.40,R09423
