ec,cath_code_rule,rn
2.7.7.48,1.20_3.30_4.10,R00435
2.7.7.48,1.20_3.30_4.10,R00441
2.7.7.48,1.20_3.30_4.10,R00442
2.7.7.48,1.20_3.30_4.10,R00443
2.7.7.48,1.20_3.30_4.10,R00444
2.7.7.48,1.20_3.30_4.10_6.10,R00435
2.7.7.48,1.20_3.30_4.10_6.10,R00441
2.7.7.48,1.20_3.30_4.10_6.10,R00442
2.7.7.48,1.20_3.30_4.10_6.10,R00443
2.7.7.48,1.20_3.30_4.10_6.10,R00444
2.7.7.48,1.20_3.30_6.10,R00435
2.7.7.48,1.20_3.30_6.10,R00441
2.7.7.48,1.20_3.30_6.10,R00442
2.7.7.48,1.20_3.30_6.10,R00443
2.7.7.48,1.20_3.30_6.10,R00444
2.7.7.48,2.20,R00435
2.7.7.48,2.20,R00441
2.7.7.48,2.20,R00442
2.7.7.48,2.20,R00443
2.7.7.48,2.20,R00444
2.7.7.48,2.30,R00435
2.7.7.48,2.30,R00441
2.7.7.48,2.30,R00442
2.7.7.48,2.30,R00443
2.7.7.48,2.30,R00444
2.7.7.48,2.40,R00435
2.7.7.48,2.40,R00441
2.7.7.48,2.40,R00442
2.7.7.48,2.40,R00443
2.7.7.48,2.40,R00444
2.7.7.48,2.40_3.30,R00435
2.7.7.48,2.40_3.30,R00441
2.7.7.48,2.40_3.30,R00442
2.7.7.48,2.40_3.30,R00443
2.7.7.48,2.40_3.30,R00444
2.7.7.48,2.40_3.40,R00435
2.7.7.48,2.40_3.40,R00441
2.7.7.48,2.40_3.40,R00442
2.7.7.48,2.40_3.40,R00443
2.7.7.48,2.40_3.40,R00444
2.7.7.48,2.60,R00435
2.7.7.48,2.60,R00441
2.7.7.48,2.60,R00442
2.7.7.48,2.60,R00443
2.7.7.48,2.60,R00444
2.7.7.48,2.60_3.30,R00435
2.7.7.48,2.60_3.30,R00441
2.7.7.48,2.60_3.30,R00442
2.7.7.48,2.60_3.30,R00443
2.7.7.48,2.60_3.30,R00444
2.7.7.48,2.60_4.10,R00435
2.7.7.48,2.60_4.10,R00441
2.7.7.48,2.60_4.10,R00442
2.7.7.48,2.60_4.10,R00443
2.7.7.48,2.60_4.10,R00444
2.7.7.48,2.60_6.20,R00435
2.7.7.48,2.60_6.20,R00441
2.7.7.48,2.60_6.20,R00442
2.7.7.48,2.60_6.20,R00443
2.7.7.48,2.60_6.20,R00444
2.7.7.48,3.10,R00435
2.7.7.48,3.10,R00441
2.7.7.48,3.10,R00442
2.7.7.48,3.10,R00443
2.7.7.48,3.10,R00444
2.7.7.48,3.30,R00441
2.7.7.48,3.30,R00442
2.7.7.48,3.30,R00443
2.7.7.48,3.30,R00444
2.7.7.48,3.30_3.40,R00435
2.7.7.48,3.30_3.40,R00441
2.7.7.48,3.30_3.40,R00442
2.7.7.48,3.30_3.40,R00443
2.7.7.48,3.30_3.40,R00444
2.7.7.48,3.40,R00441
2.7.7.48,3.40,R00442
2.7.7.48,3.40,R00443
2.7.7.48,3.40,R00444
2.7.7.48,3.40_3.90,R00441
2.7.7.48,3.40_3.90,R00442
2.7.7.48,3.40_3.90,R00443
2.7.7.48,3.40_3.90,R00444
2.7.7.48,3.90,R00435
2.7.7.48,3.90,R00441
2.7.7.48,3.90,R00442
2.7.7.48,3.90,R00443
2.7.7.48,3.90,R00444
2.7.7.48,3.90_6.10,R00435
2.7.7.48,3.90_6.10,R00441
2.7.7.48,3.90_6.10,R00442
2.7.7.48,3.90_6.10,R00443
2.7.7.48,3.90_6.10,R00444
2.7.7.48,4.10,R00435
2.7.7.48,4.10,R00441
2.7.7.48,4.10,R00442
2.7.7.48,4.10,R00443
2.7.7.48,4.10,R00444
2.7.7.48,6.10,R00435
2.7.7.48,6.10,R00441
2.7.7.48,6.10,R00442
2.7.7.48,6.10,R00443
2.7.7.48,6.10,R00444
2.7.7.49,1.10,R00379
2.7.7.49,1.10_2.30_3.30_6.10,R00379
2.7.7.49,1.10_3.10_3.30,R00379
2.7.7.49,2.30,R00379
2.7.7.49,2.30_3.30,R00379
2.7.7.49,2.40,R00379
2.7.7.49,2.70,R00379
2.7.7.49,3.10_3.30,R00379
2.7.7.49,3.30,R00379
2.7.7.49,3.60,R00379
2.7.7.49,4.10,R00379
2.7.7.5,3.30,R00530
2.7.7.50,2.40_3.20_3.30_3.40,R03828
2.7.7.50,2.40_3.30,R03828
2.7.7.50,2.40_3.30_4.10,R03828
2.7.7.50,2.60_3.40_3.55_3.90,R03828
2.7.7.50,3.20,R03828
2.7.7.50,3.30,R03828
2.7.7.50,3.40,R03828
2.7.7.50,3.90,R03828
2.7.7.53,3.30,R01618
2.7.7.53,3.30,R00126
2.7.7.56,3.30,R07285
2.7.7.58,1.10_3.30_3.40,R01504
2.7.7.58,3.40,R01504
2.7.7.6,1.10,R10813
2.7.7.6,1.10_1.20_2.170_2.20_2.40_3.30_3.40_3.90,R10813
2.7.7.6,1.10_1.20_2.170_2.20_2.40_3.30_3.40_3.90,R00435
2.7.7.6,1.10_1.20_2.170_2.20_2.40_3.30_3.40_3.90,R00441
2.7.7.6,1.10_1.20_2.170_2.20_2.40_3.30_3.40_3.90,R00442
2.7.7.6,1.10_1.20_2.170_2.20_2.40_3.30_3.40_3.90,R00443
2.7.7.6,1.10_1.20_2.170_2.20_2.40_3.30_3.40_3.90,R00444
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90,R10813
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90,R00435
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90,R00441
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90,R00442
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90,R00443
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90,R00444
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90_6.10,R10813
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90_6.10,R00435
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90_6.10,R00441
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90_6.10,R00442
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90_6.10,R00443
2.7.7.6,1.10_1.20_2.170_2.30_2.40_3.30_3.90_6.10,R00444
2.7.7.6,1.10_2.170_2.20_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R10813
2.7.7.6,1.10_2.170_2.20_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00435
2.7.7.6,1.10_2.170_2.20_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00441
2.7.7.6,1.10_2.170_2.20_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00442
2.7.7.6,1.10_2.170_2.20_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00443
2.7.7.6,1.10_2.170_2.20_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00444
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90,R10813
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90,R00435
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90,R00441
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90,R00442
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90,R00443
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90,R00444
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90_4.10,R10813
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90_4.10,R00435
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90_4.10,R00441
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90_4.10,R00442
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90_4.10,R00443
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.40_3.90_4.10,R00444
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.90,R10813
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.90,R00435
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.90,R00441
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.90,R00442
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.90,R00443
2.7.7.6,1.10_2.170_2.20_2.40_3.30_3.90,R00444
2.7.7.6,1.10_2.170_2.30_2.40_3.30_3.90,R10813
2.7.7.6,1.10_2.170_2.30_2.40_3.30_3.90,R00435
2.7.7.6,1.10_2.170_2.30_2.40_3.30_3.90,R00441
2.7.7.6,1.10_2.170_2.30_2.40_3.30_3.90,R00442
2.7.7.6,1.10_2.170_2.30_2.40_3.30_3.90,R00443
2.7.7.6,1.10_2.170_2.30_2.40_3.30_3.90,R00444
2.7.7.6,1.10_2.170_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R10813
2.7.7.6,1.10_2.170_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00435
2.7.7.6,1.10_2.170_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00441
2.7.7.6,1.10_2.170_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00442
2.7.7.6,1.10_2.170_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00443
2.7.7.6,1.10_2.170_2.40_2.60_3.30_3.90_4.10_6.10_6.20,R00444
2.7.7.6,1.10_2.40_3.30_3.90,R10813
2.7.7.6,1.10_2.40_3.30_3.90,R00435
2.7.7.6,1.10_2.40_3.30_3.90,R00441
2.7.7.6,1.10_2.40_3.30_3.90,R00442
2.7.7.6,1.10_2.40_3.30_3.90,R00443
2.7.7.6,1.10_2.40_3.30_3.90,R00444
2.7.7.6,1.10_2.40_3.30_3.90_4.10,R10813
2.7.7.6,1.10_2.40_3.30_3.90_4.10,R00435
2.7.7.6,1.10_2.40_3.30_3.90_4.10,R00441
2.7.7.6,1.10_2.40_3.30_3.90_4.10,R00442
2.7.7.6,1.10_2.40_3.30_3.90_4.10,R00443
2.7.7.6,1.10_2.40_3.30_3.90_4.10,R00444
2.7.7.6,1.10_2.40_3.30_6.10,R10813
2.7.7.6,1.10_2.40_3.30_6.10,R00435
2.7.7.6,1.10_2.40_3.30_6.10,R00441
2.7.7.6,1.10_2.40_3.30_6.10,R00442
2.7.7.6,1.10_2.40_3.30_6.10,R00443
2.7.7.6,1.10_2.40_3.30_6.10,R00444
2.7.7.6,1.10_3.30,R10813
2.7.7.6,1.20,R10813
2.7.7.6,1.20_2.40_3.30,R10813
2.7.7.6,1.20_2.40_3.30,R00435
2.7.7.6,1.20_2.40_3.30,R00441
2.7.7.6,1.20_2.40_3.30,R00442
2.7.7.6,1.20_2.40_3.30,R00443
2.7.7.6,1.20_2.40_3.30,R00444
2.7.7.6,1.20_2.40_3.30_6.10,R10813
2.7.7.6,1.20_2.40_3.30_6.10,R00435
2.7.7.6,1.20_2.40_3.30_6.10,R00441
2.7.7.6,1.20_2.40_3.30_6.10,R00442
2.7.7.6,1.20_2.40_3.30_6.10,R00443
2.7.7.6,1.20_2.40_3.30_6.10,R00444
2.7.7.6,1.20_3.30_6.10,R10813
2.7.7.6,2.170_3.30,R10813
2.7.7.6,2.170_3.30,R00435
2.7.7.6,2.170_3.30,R00441
2.7.7.6,2.170_3.30,R00442
2.7.7.6,2.170_3.30,R00443
2.7.7.6,2.170_3.30,R00444
2.7.7.6,2.20,R10813
2.7.7.6,2.40,R10813
2.7.7.6,2.40_3.30_6.10,R10813
2.7.7.6,2.40_3.30_6.10,R00435
2.7.7.6,2.40_3.30_6.10,R00441
2.7.7.6,2.40_3.30_6.10,R00442
2.7.7.6,2.40_3.30_6.10,R00443
2.7.7.6,2.40_3.30_6.10,R00444
2.7.7.6,2.40_6.10,R10813
2.7.7.6,2.40_6.10,R00435
2.7.7.6,2.40_6.10,R00441
2.7.7.6,2.40_6.10,R00442
2.7.7.6,2.40_6.10,R00443
2.7.7.6,2.40_6.10,R00444
2.7.7.6,3.30,R10813
2.7.7.6,3.40_3.90,R10813
2.7.7.6,3.40_6.10,R10813
2.7.7.6,3.40_6.10,R00435
2.7.7.6,3.40_6.10,R00441
2.7.7.6,3.40_6.10,R00442
2.7.7.6,3.40_6.10,R00443
2.7.7.6,3.40_6.10,R00444
2.7.7.6,3.90,R10813
2.7.7.60,3.30_3.90,R05633
2.7.7.60,3.90,R05633
2.7.7.61,3.90,R10706
2.7.7.62,3.40,R05222
2.7.7.62,3.90,R05222
2.7.7.64,2.160_3.90,R00289
2.7.7.64,2.160_3.90,R00502
2.7.7.64,2.160_3.90,R01381
2.7.7.64,2.160_3.90,R01471
2.7.7.64,2.160_3.90,R03077
2.7.7.64,2.160_3.90,R08845
2.7.7.65,1.10,R08057
2.7.7.65,1.20,R08057
2.7.7.65,1.20_3.30,R08057
2.7.7.65,3.20_3.30,R08057
2.7.7.65,3.30,R08057
2.7.7.65,3.30_3.40,R08057
2.7.7.68,3.90_6.10,R09397
2.7.7.7,1.10,R11029
2.7.7.7,1.10,R00375
2.7.7.7,1.10,R00376
2.7.7.7,1.10,R00377
2.7.7.7,1.10,R00378
2.7.7.7,1.10_1.20_2.40_3.30_3.40_3.90_6.10,R11029
2.7.7.7,1.10_1.20_2.40_3.30_3.40_3.90_6.10,R00375
2.7.7.7,1.10_1.20_2.40_3.30_3.40_3.90_6.10,R00376
2.7.7.7,1.10_1.20_2.40_3.30_3.40_3.90_6.10,R00377
2.7.7.7,1.10_1.20_2.40_3.30_3.40_3.90_6.10,R00378
2.7.7.7,1.10_1.20_2.40_3.30_3.40_3.90_6.10,R00379
2.7.7.7,1.10_1.20_2.40_3.30_3.90_6.10,R11029
2.7.7.7,1.10_1.20_2.40_3.30_3.90_6.10,R00375
2.7.7.7,1.10_1.20_2.40_3.30_3.90_6.10,R00376
2.7.7.7,1.10_1.20_2.40_3.30_3.90_6.10,R00377
2.7.7.7,1.10_1.20_2.40_3.30_3.90_6.10,R00378
2.7.7.7,1.10_1.20_2.40_3.30_3.90_6.10,R00379
2.7.7.7,1.10_1.20_3.30,R11029
2.7.7.7,1.10_1.20_3.30,R00375
2.7.7.7,1.10_1.20_3.30,R00376
2.7.7.7,1.10_1.20_3.30,R00377
2.7.7.7,1.10_1.20_3.30,R00378
2.7.7.7,1.10_1.20_3.30,R00379
2.7.7.7,1.10_1.20_3.30_3.40,R11029
2.7.7.7,1.10_1.20_3.30_3.40,R00375
2.7.7.7,1.10_1.20_3.30_3.40,R00376
2.7.7.7,1.10_1.20_3.30_3.40,R00377
2.7.7.7,1.10_1.20_3.30_3.40,R00378
2.7.7.7,1.10_1.20_3.30_3.40,R00379
2.7.7.7,1.10_1.20_3.30_3.40_3.90,R11029
2.7.7.7,1.10_1.20_3.30_3.40_3.90,R00375
2.7.7.7,1.10_1.20_3.30_3.40_3.90,R00376
2.7.7.7,1.10_1.20_3.30_3.40_3.90,R00377
2.7.7.7,1.10_1.20_3.30_3.40_3.90,R00378
2.7.7.7,1.10_1.20_3.30_3.40_3.90,R00379
2.7.7.7,1.10_1.20_3.30_3.90,R11029
2.7.7.7,1.10_1.20_3.30_3.90,R00375
2.7.7.7,1.10_1.20_3.30_3.90,R00376
2.7.7.7,1.10_1.20_3.30_3.90,R00377
2.7.7.7,1.10_1.20_3.30_3.90,R00378
2.7.7.7,1.10_1.20_3.30_3.90,R00379
2.7.7.7,1.10_1.20_3.40,R11029
2.7.7.7,1.10_1.20_3.40,R00375
2.7.7.7,1.10_1.20_3.40,R00376
2.7.7.7,1.10_1.20_3.40,R00377
2.7.7.7,1.10_1.20_3.40,R00378
2.7.7.7,1.10_1.20_3.40,R00379
2.7.7.7,1.10_2.170_3.10,R11029
2.7.7.7,1.10_2.170_3.10,R00375
2.7.7.7,1.10_2.170_3.10,R00376
2.7.7.7,1.10_2.170_3.10,R00377
2.7.7.7,1.10_2.170_3.10,R00378
2.7.7.7,1.10_2.170_3.10,R00379
2.7.7.7,1.10_2.30_3.30_6.10,R11029
2.7.7.7,1.10_2.30_3.30_6.10,R00375
2.7.7.7,1.10_2.30_3.30_6.10,R00376
2.7.7.7,1.10_2.30_3.30_6.10,R00377
2.7.7.7,1.10_2.30_3.30_6.10,R00378
2.7.7.7,1.10_2.40_3.20_3.30_6.10,R11029
2.7.7.7,1.10_2.40_3.20_3.30_6.10,R00375
2.7.7.7,1.10_2.40_3.20_3.30_6.10,R00376
2.7.7.7,1.10_2.40_3.20_3.30_6.10,R00377
2.7.7.7,1.10_2.40_3.20_3.30_6.10,R00378
2.7.7.7,1.10_2.40_3.20_3.30_6.10,R00379
2.7.7.7,1.10_2.40_3.30,R11029
2.7.7.7,1.10_2.40_3.30,R00375
2.7.7.7,1.10_2.40_3.30,R00376
2.7.7.7,1.10_2.40_3.30,R00377
2.7.7.7,1.10_2.40_3.30,R00378
2.7.7.7,1.10_2.40_3.30,R00379
2.7.7.7,1.10_2.40_3.30_3.90_6.10,R11029
2.7.7.7,1.10_2.40_3.30_3.90_6.10,R00375
2.7.7.7,1.10_2.40_3.30_3.90_6.10,R00376
2.7.7.7,1.10_2.40_3.30_3.90_6.10,R00377
2.7.7.7,1.10_2.40_3.30_3.90_6.10,R00378
2.7.7.7,1.10_2.40_3.30_3.90_6.10,R00379
2.7.7.7,1.10_2.40_3.30_6.10,R11029
2.7.7.7,1.10_2.40_3.30_6.10,R00375
2.7.7.7,1.10_2.40_3.30_6.10,R00376
2.7.7.7,1.10_2.40_3.30_6.10,R00377
2.7.7.7,1.10_2.40_3.30_6.10,R00378
2.7.7.7,1.10_2.40_3.30_6.10,R00379
2.7.7.7,1.10_3.20,R11029
2.7.7.7,1.10_3.20,R00375
2.7.7.7,1.10_3.20,R00376
2.7.7.7,1.10_3.20,R00377
2.7.7.7,1.10_3.20,R00378
2.7.7.7,1.10_3.20,R00379
2.7.7.7,1.10_3.20_3.30,R11029
2.7.7.7,1.10_3.20_3.30,R00375
2.7.7.7,1.10_3.20_3.30,R00376
2.7.7.7,1.10_3.20_3.30,R00377
2.7.7.7,1.10_3.20_3.30,R00378
2.7.7.7,1.10_3.20_3.30,R00379
2.7.7.7,1.10_3.30,R11029
2.7.7.7,1.10_3.30,R00375
2.7.7.7,1.10_3.30,R00376
2.7.7.7,1.10_3.30,R00377
2.7.7.7,1.10_3.30,R00378
2.7.7.7,1.10_3.30_3.40,R11029
2.7.7.7,1.10_3.30_3.40,R00375
2.7.7.7,1.10_3.30_3.40,R00376
2.7.7.7,1.10_3.30_3.40,R00377
2.7.7.7,1.10_3.30_3.40,R00378
2.7.7.7,1.10_3.30_3.40,R00379
2.7.7.7,1.10_3.30_3.90,R11029
2.7.7.7,1.10_3.30_3.90,R00375
2.7.7.7,1.10_3.30_3.90,R00376
2.7.7.7,1.10_3.30_3.90,R00377
2.7.7.7,1.10_3.30_3.90,R00378
2.7.7.7,1.10_3.30_3.90,R00379
2.7.7.7,1.10_3.30_3.90_4.10,R11029
2.7.7.7,1.10_3.30_3.90_4.10,R00375
2.7.7.7,1.10_3.30_3.90_4.10,R00376
2.7.7.7,1.10_3.30_3.90_4.10,R00377
2.7.7.7,1.10_3.30_3.90_4.10,R00378
2.7.7.7,1.10_3.30_3.90_4.10,R00379
2.7.7.7,1.10_3.40,R11029
2.7.7.7,1.10_3.40,R00375
2.7.7.7,1.10_3.40,R00376
2.7.7.7,1.10_3.40,R00377
2.7.7.7,1.10_3.40,R00378
2.7.7.7,1.10_3.40,R00379
2.7.7.7,1.20,R11029
2.7.7.7,1.20,R00375
2.7.7.7,1.20,R00376
2.7.7.7,1.20,R00377
2.7.7.7,1.20,R00378
2.7.7.7,1.20,R00379
2.7.7.7,1.20_3.30,R11029
2.7.7.7,1.20_3.30,R00375
2.7.7.7,1.20_3.30,R00376
2.7.7.7,1.20_3.30,R00377
2.7.7.7,1.20_3.30,R00378
2.7.7.7,1.20_3.30,R00379
2.7.7.7,2.170,R11029
2.7.7.7,2.170,R00375
2.7.7.7,2.170,R00376
2.7.7.7,2.170,R00377
2.7.7.7,2.170,R00378
2.7.7.7,2.170,R00379
2.7.7.7,2.30,R11029
2.7.7.7,2.30,R00375
2.7.7.7,2.30,R00376
2.7.7.7,2.30,R00377
2.7.7.7,2.30,R00378
2.7.7.7,2.30_3.30,R11029
2.7.7.7,2.30_3.30,R00375
2.7.7.7,2.30_3.30,R00376
2.7.7.7,2.30_3.30,R00377
2.7.7.7,2.30_3.30,R00378
2.7.7.7,2.40,R11029
2.7.7.7,2.40,R00375
2.7.7.7,2.40,R00376
2.7.7.7,2.40,R00377
2.7.7.7,2.40,R00378
2.7.7.7,2.40_3.60,R11029
2.7.7.7,2.40_3.60,R00375
2.7.7.7,2.40_3.60,R00376
2.7.7.7,2.40_3.60,R00377
2.7.7.7,2.40_3.60,R00378
2.7.7.7,2.40_3.60,R00379
2.7.7.7,2.60,R11029
2.7.7.7,2.60,R00375
2.7.7.7,2.60,R00376
2.7.7.7,2.60,R00377
2.7.7.7,2.60,R00378
2.7.7.7,2.60,R00379
2.7.7.7,3.10,R11029
2.7.7.7,3.10,R00375
2.7.7.7,3.10,R00376
2.7.7.7,3.10,R00377
2.7.7.7,3.10,R00378
2.7.7.7,3.10,R00379
2.7.7.7,3.10_3.30,R11029
2.7.7.7,3.10_3.30,R00375
2.7.7.7,3.10_3.30,R00376
2.7.7.7,3.10_3.30,R00377
2.7.7.7,3.10_3.30,R00378
2.7.7.7,3.10_3.70,R11029
2.7.7.7,3.10_3.70,R00375
2.7.7.7,3.10_3.70,R00376
2.7.7.7,3.10_3.70,R00377
2.7.7.7,3.10_3.70,R00378
2.7.7.7,3.10_3.70,R00379
2.7.7.7,3.20,R11029
2.7.7.7,3.20,R00375
2.7.7.7,3.20,R00376
2.7.7.7,3.20,R00377
2.7.7.7,3.20,R00378
2.7.7.7,3.20,R00379
2.7.7.7,3.30,R11029
2.7.7.7,3.30,R00375
2.7.7.7,3.30,R00376
2.7.7.7,3.30,R00377
2.7.7.7,3.30,R00378
2.7.7.7,3.30_3.40,R11029
2.7.7.7,3.30_3.40,R00375
2.7.7.7,3.30_3.40,R00376
2.7.7.7,3.30_3.40,R00377
2.7.7.7,3.30_3.40,R00378
2.7.7.7,3.30_3.40,R00379
2.7.7.7,3.40,R11029
2.7.7.7,3.40,R00375
2.7.7.7,3.40,R00376
2.7.7.7,3.40,R00377
2.7.7.7,3.40,R00378
2.7.7.7,4.10,R11029
2.7.7.7,4.10,R00375
2.7.7.7,4.10,R00376
2.7.7.7,4.10,R00377
2.7.7.7,4.10,R00378
2.7.7.7,6.10,R11029
2.7.7.7,6.10,R00375
2.7.7.7,6.10,R00376
2.7.7.7,6.10,R00377
2.7.7.7,6.10,R00378
2.7.7.7,6.10,R00379
2.7.7.72,1.10_1.20_3.30,R09382
2.7.7.72,1.10_1.20_3.30,R09383
2.7.7.72,1.10_1.20_3.30,R09384
2.7.7.72,1.10_1.20_3.30,R09386
2.7.7.72,1.10_3.30,R09382
2.7.7.72,1.10_3.30,R09383
2.7.7.72,1.10_3.30,R09384
2.7.7.72,1.10_3.30,R09386
2.7.7.73,3.40,R07459
2.7.7.74,1.20_3.90,R09669
2.7.7.74,3.90,R09669
2.7.7.75,2.170_2.40_3.40_3.90,R09726
2.7.7.75,3.40,R09726
2.7.7.77,3.90,R11581
2.7.7.8,1.10,R00437
2.7.7.8,1.10,R00438
2.7.7.8,1.10,R00439
2.7.7.8,1.10,R00440
2.7.7.8,1.10,R07282
2.7.7.8,1.10_3.30,R00437
2.7.7.8,1.10_3.30,R00438
2.7.7.8,1.10_3.30,R00439
2.7.7.8,1.10_3.30,R00440
2.7.7.8,1.10_3.30,R07282
2.7.7.8,2.40,R00437
2.7.7.8,2.40,R00438
2.7.7.8,2.40,R00439
2.7.7.8,2.40,R00440
2.7.7.8,2.40,R07282
2.7.7.8,2.40_3.30,R00437
2.7.7.8,2.40_3.30,R00438
2.7.7.8,2.40_3.30,R00439
2.7.7.8,2.40_3.30,R00440
2.7.7.8,2.40_3.30,R07282
2.7.7.8,3.30,R00437
2.7.7.8,3.30,R00438
2.7.7.8,3.30,R00439
2.7.7.8,3.30,R00440
2.7.7.8,3.30,R07282
2.7.7.8,3.30_6.10,R00437
2.7.7.8,3.30_6.10,R00438
2.7.7.8,3.30_6.10,R00439
2.7.7.8,3.30_6.10,R00440
2.7.7.8,3.30_6.10,R07282
2.7.7.83,2.10_3.90,R10183
2.7.7.83,2.160_3.90,R10183
2.7.7.84,1.10_3.30,R10910
2.7.7.84,1.10_3.30,R10909
2.7.7.85,1.10_1.20_3.40,R10342
2.7.7.85,1.10_3.40,R10342
2.7.7.85,3.40,R10342
2.7.7.86,1.10_3.30,R10462
2.7.7.87,3.40,R10463
2.7.7.87,3.40_3.90,R10463
2.7.7.87,3.90,R10463
2.7.7.89,1.10_1.20_3.30,R03474
2.7.7.89,1.20_3.30,R03474
2.7.7.9,3.90,R00289
2.7.7.96,3.90,R11553
2.7.7.99,3.90,R11025
2.7.8.12,3.40,R04042
2.7.8.23,1.20_3.20,R08868
2.7.8.23,1.20_3.20,R08869
2.7.8.23,1.20_3.20,R05165
2.7.8.27,1.10,R08969
2.7.8.28,1.10,R09398
2.7.8.28,1.10,R12648
2.7.8.28,1.10,R12649
2.7.8.28,1.10_3.40,R09398
2.7.8.28,1.10_3.40,R12648
2.7.8.28,1.10_3.40,R12649
2.7.8.34,1.20_3.90,R09670
2.7.8.34,3.90,R09670
2.7.8.37,3.40,R10185
2.7.8.7,3.90,R01625
2.7.8.8,3.30,R01800
2.7.9.1,1.10_1.20_3.20_3.30_3.50,R00206
2.7.9.1,3.50,R00206
2.7.9.2,3.20_3.30_3.50,R00199
2.7.9.3,3.30,R03595
2.7.9.3,3.30_3.90,R03595
2.8.1.1,3.40,R01931
2.8.1.1,3.40_3.60,R01931
2.8.1.10,3.20,R10247
2.8.1.11,3.40,R07461
2.8.1.12,3.90,R09395
2.8.1.13,2.30_2.40_3.40,R08700
2.8.1.16,3.10,R12505
2.8.1.2,3.30_3.40,R03105
2.8.1.2,3.40,R03105
2.8.1.4,3.30_3.40,R07461
2.8.1.4,3.30_3.40,R03923
2.8.1.6,3.20,R01078
2.8.1.7,3.40,R11528
2.8.1.7,3.40,R07460
2.8.1.7,3.40,R11529
2.8.1.7,3.40_3.90,R11528
2.8.1.7,3.40_3.90,R07460
2.8.1.7,3.40_3.90,R11529
2.8.2.1,3.40,R01242
2.8.2.14,3.40,R08977
2.8.2.14,3.40,R08978
2.8.2.14,3.40,R09444
2.8.2.14,3.40,R07287
2.8.2.14,3.40,R03987
2.8.2.2,3.40,R00629
2.8.2.2,3.40,R03405
2.8.2.20,3.40,R02586
2.8.2.22,2.60,R02996
2.8.2.23,3.40,R05798
2.8.2.36,1.25_3.40,R10655
2.8.2.37,3.40,R10971
2.8.2.38,3.40,R11887
2.8.2.38,3.40,R11888
2.8.2.38,3.40,R08688
2.8.2.4,3.40,R02350
2.8.2.8,3.40,R02122
2.8.3.10,3.40,R01323
2.8.3.12,3.30_3.40,R04000
2.8.3.12,3.30_3.40,R05509
2.8.3.12,3.30_3.40,R03884
2.8.3.16,3.30_3.40,R07290
2.8.3.19,3.30_3.40,R10614
2.8.3.21,3.30_3.40,R10643
2.8.3.21,3.30_3.40,R10644
2.8.3.5,3.40,R00410
2.8.3.5,3.40,R01780
2.8.3.8,3.40,R00393
2.8.3.8,3.40,R01179
2.8.3.8,3.40,R01359
2.8.3.8,3.40,R07832
2.8.4.1,1.20_3.30_3.90,R04541
2.8.4.4,2.40_3.30_3.40,R10652
2.8.4.4,2.40_3.30_3.40,R10653
2.8.4.4,2.40_3.30_3.40,R10654
2.8.4.4,2.40_3.80,R10652
