rn,cid,s
AR16997,C00001,-1
AR16997,C00003,-1
AR16997,C05906,-1
AR16997,C00004,1
AR16997,C00007,1
AR16997,C00080,1
AR16997,C03648,1
AR16998,C00001,-1
AR16998,C00003,-1
AR16998,C05909,-1
AR16998,C00004,1
AR16998,C00007,1
AR16998,C00080,1
AR16998,C05906,1
AR16999,C00001,-1
AR16999,C00003,-1
AR16999,C05931,-1
AR16999,C00004,1
AR16999,C00007,1
AR16999,C00080,1
AR16999,C05932,1
AR17000,C00001,-1
AR17000,C00003,-1
AR17000,C06057,-1
AR17000,C00004,1
AR17000,C00007,1
AR17000,C00080,1
AR17000,C03194,1
AR17001,C00001,-1
AR17001,C00003,-1
AR17001,C06229,-1
AR17001,C00004,1
AR17001,C00007,1
AR17001,C00080,1
AR17001,C00158,1
AR17001,C19806,1
AR17002,C00001,-1
AR17002,C00003,-1
AR17002,C06341,-1
AR17002,C00004,1
AR17002,C00007,1
AR17002,C00080,1
AR17002,C03594,1
AR17003,C00001,-1
AR17003,C00003,-1
AR17003,C06391,-1
AR17003,C00004,1
AR17003,C00007,1
AR17003,C00080,1
AR17003,C03748,1
AR17004,C00001,-1
AR17004,C00003,-1
AR17004,C06628,-1
AR17004,C00004,1
AR17004,C00007,1
AR17004,C00080,1
AR17004,C06629,1
AR17005,C00001,-1
AR17005,C00003,-1
AR17005,C06635,-1
AR17005,C00004,1
AR17005,C00007,1
AR17005,C00080,1
AR17005,C03240,1
AR17006,C00001,-1
AR17006,C00003,-1
AR17006,C08133,-1
AR17006,C00004,1
AR17006,C00007,1
AR17006,C00080,1
AR17006,C00257,1
AR17006,C02782,1
AR17007,C00001,-1
AR17007,C00003,-1
AR17007,C08133,-1
AR17007,C00004,1
AR17007,C00007,1
AR17007,C00080,1
AR17007,C00257,1
AR17007,C01680,1
AR17008,C00001,-1
AR17008,C00003,-1
AR17008,C08133,-1
AR17008,C00004,1
AR17008,C00007,1
AR17008,C00080,1
AR17008,C00257,1
AR17008,C01582,1
AR17009,C00001,-1
AR17009,C00003,-1
AR17009,C08211,-1
AR17009,C00004,1
AR17009,C00007,1
AR17009,C00080,1
AR17009,C05441,1
AR17010,C00001,-1
AR17010,C00003,-1
AR17010,C08357,-1
AR17010,C00004,1
AR17010,C00007,1
AR17010,C00080,1
AR17010,C02590,1
AR17011,C00001,-1
AR17011,C00003,-1
AR17011,C08590,-1
AR17011,C00004,1
AR17011,C00007,1
AR17011,C00080,1
AR17011,C05433,1
AR17012,C00001,-1
AR17012,C00003,-1
AR17012,C08603,-1
AR17012,C00004,1
AR17012,C00007,1
AR17012,C00080,1
AR17012,C05432,1
AR17013,C00001,-1
AR17013,C00003,-1
AR17013,C08611,-1
AR17013,C00004,1
AR17013,C00007,1
AR17013,C00080,1
AR17013,C05435,1
AR17014,C00001,-1
AR17014,C00003,-1
AR17014,C08834,-1
AR17014,C00004,1
AR17014,C00007,1
AR17014,C00080,1
AR17014,C02633,1
AR17015,C00001,-1
AR17015,C00003,-1
AR17015,C08899,-1
AR17015,C00004,1
AR17015,C00007,1
AR17015,C00080,1
AR17015,C03963,1
AR17016,C00001,-1
AR17016,C00003,-1
AR17016,C10084,-1
AR17016,C00004,1
AR17016,C00007,1
AR17016,C00080,1
AR17016,C04293,1
AR17017,C00001,-1
AR17017,C00003,-1
AR17017,C10115,-1
AR17017,C00004,1
AR17017,C00007,1
AR17017,C00080,1
AR17017,C04444,1
AR17018,C00001,-1
AR17018,C00003,-1
AR17018,C10116,-1
AR17018,C00004,1
AR17018,C00007,1
AR17018,C00080,1
AR17018,C04444,1
AR17019,C00001,-1
AR17019,C00003,-1
AR17019,C10368,-1
AR17019,C00004,1
AR17019,C00007,1
