rn,delta_G,delta_G_error
AR3722,136.56,0.39634
AR3723,136.56,0.388318
AR3724,136.56,0.30749299999999996
AR3725,141.76,0.437058
AR3726,136.56,0.344645
AR3727,136.56,0.416071
AR3728,136.56,0.302964
AR3729,136.56,0.339405
AR3730,136.56,0.370648
AR3731,136.56,0.367293
AR3732,136.56,0.325864
AR3734,136.56,0.37461700000000003
AR3735,136.56,0.283711
AR3736,136.56,0.370564
AR3738,136.56,0.24906599999999998
AR3739,136.56,0.397809
AR3740,136.56,0.317803
AR3741,136.56,0.353914
AR3742,136.56,0.415954
AR3743,136.56,0.31645500000000004
AR3744,136.56,0.37448400000000004
AR3745,136.56,0.33363400000000004
AR3746,136.56,0.40096
AR3747,136.56,0.391246
AR3748,136.56,0.394392
AR3749,136.56,0.355143
AR3750,136.56,0.354727
AR3751,136.56,0.36740900000000004
AR3752,136.56,0.339988
AR3753,136.56,0.383691
AR3754,119.35,0.291546
AR3755,136.56,0.406723
AR3756,136.56,0.368129
AR3757,136.56,0.375198
AR3758,136.56,0.394359
AR3759,136.56,0.394359
AR3760,136.56,0.415285
AR3761,136.56,0.419966
AR3762,136.56,0.446592
AR3763,138.1,0.659832
AR3764,136.9,0.40421799999999997
AR3765,136.56,0.398654
AR3766,136.56,0.36553800000000003
AR3767,136.56,0.36553800000000003
AR3768,136.56,0.366557
AR3769,136.56,0.360926
AR3770,133.82,0.495613
AR3771,136.56,0.374863
AR3772,136.56,0.355955
AR3773,119.35,0.314471
AR3774,136.56,0.422753
AR3775,136.56,0.418646
AR3776,136.56,0.364577
AR3777,136.56,0.34817
AR3779,136.56,0.41926499999999994
AR3780,136.56,0.411243
AR3781,136.56,0.330419
AR3782,141.76,0.459983
AR3783,136.56,0.367571
AR3784,136.56,0.438996
AR3785,136.56,0.32589
AR3786,136.56,0.362331
AR3787,136.56,0.393573
AR3788,136.56,0.390218
AR3789,136.56,0.34878899999999996
AR3791,136.56,0.397542
AR3792,136.56,0.306637
AR3793,136.56,0.393489
AR3795,136.56,0.271991
AR3796,136.56,0.420734
AR3797,136.56,0.34072800000000003
AR3798,136.56,0.376839
AR3799,136.56,0.438879
AR3800,136.56,0.33938
AR3801,136.56,0.397409
AR3802,136.56,0.356559
AR3803,136.56,0.423885
AR3804,136.56,0.41417200000000004
AR3805,136.56,0.417317
AR3806,136.56,0.378069
AR3807,136.56,0.377652
AR3808,136.56,0.390334
AR3809,136.56,0.362913
AR3810,136.56,0.406616
AR3811,119.35,0.314471
AR3812,136.56,0.429648
AR3813,136.56,0.39105500000000004
AR3814,136.56,0.398123
AR3815,136.56,0.417284
AR3816,136.56,0.417284
AR3817,136.56,0.43821000000000004
AR3818,136.56,0.473217
AR3819,138.1,0.686457
AR3820,136.9,0.43084300000000003
AR3821,136.56,0.425279
AR3822,136.56,0.392164
AR3823,136.56,0.392164
AR3824,136.56,0.39318200000000003
AR3825,136.56,0.387552
AR3826,133.82,0.522238
AR3827,136.56,0.401488
AR3828,136.56,0.38258000000000003
AR3829,119.35,0.341096
AR3830,136.56,0.449378
AR3831,136.56,0.44527100000000003
AR3832,136.56,0.391202
AR3833,136.56,0.374795
AR3835,136.56,0.445891
AR3836,136.56,0.43786899999999995
AR3837,136.56,0.35704400000000003
AR3838,141.76,0.486608
AR3839,136.56,0.394196
AR3840,136.56,0.465621
AR3841,136.56,0.352515
AR3842,136.56,0.38895599999999997
AR3843,136.56,0.42019799999999996
AR3844,136.56,0.416843
AR3845,136.56,0.375415
AR3847,136.56,0.42416800000000005
AR3848,136.56,0.333262
AR3849,136.56,0.42011400000000004
AR3851,136.56,0.298616
AR3852,136.56,0.44736000000000004
AR3853,136.56,0.36735300000000004
AR3854,136.56,0.403464
AR3855,136.56,0.465504
AR3856,136.56,0.366006
AR3857,136.56,0.424034
AR3858,136.56,0.383184
AR3859,136.56,0.450511
AR3860,136.56,0.44079700000000005
AR3861,136.56,0.443942
AR3862,136.56,0.404694
AR3863,136.56,0.404277
AR3864,136.56,0.416959
AR3865,136.56,0.389538
AR3866,136.56,0.433241
AR3867,119.35,0.341096
AR3868,136.56,0.45627299999999993
AR3869,136.56,0.41768
AR3870,136.56,0.42474799999999996
AR3871,136.56,0.443909
AR3872,136.56,0.443909
AR3873,136.56,0.46483500000000005
AR3874,139.64,0.899697
AR3875,138.44,0.644083
AR3876,138.1,0.638519
AR3877,138.1,0.6054039999999999
AR3878,138.1,0.6054039999999999
AR3879,138.1,0.606422
AR3880,138.1,0.600792
AR3881,135.36,0.735478
AR3882,138.1,0.6147279999999999
AR3883,138.1,0.59582
AR3884,120.89,0.5543359999999999
AR3885,138.1,0.662618
AR3886,138.1,0.658511
AR3887,138.1,0.604442
AR3888,138.1,0.5880350000000001
AR3890,138.1,0.65913
AR3891,138.1,0.651109
AR3892,138.1,0.570284
AR3893,143.3,0.6998479999999999
AR3894,138.1,0.607436
AR3895,138.1,0.6788609999999999
AR3896,138.1,0.565755
AR3897,138.1,0.602196
AR3898,138.1,0.6334380000000001
AR3899,138.1,0.630083
AR3900,138.1,0.588655
AR3902,138.1,0.637408
AR3903,138.1,0.546502
AR3904,138.1,0.633354
AR3906,138.1,0.5118560000000001
AR3907,138.1,0.6605989999999999
AR3908,138.1,0.580593
AR3909,138.1,0.616704
AR3910,138.1,0.678744
AR3911,138.1,0.579245
AR3912,138.1,0.637274
AR3913,138.1,0.596424
AR3914,138.1,0.66375
AR3915,138.1,0.654037
AR3916,138.1,0.6571819999999999
AR3917,138.1,0.617934
AR3918,138.1,0.617517
AR3919,138.1,0.630199
AR3920,138.1,0.6027779999999999
AR3921,138.1,0.6464810000000001
AR3922,120.89,0.5543359999999999
AR3923,138.1,0.669513
AR3924,138.1,0.63092
AR3925,138.1,0.637988
AR3926,138.1,0.657149
AR3927,138.1,0.657149
AR3928,138.1,0.678075
AR3929,137.24,0.38847
AR3930,136.9,0.382905
AR3931,136.9,0.34979
AR3932,136.9,0.34979
AR3933,136.9,0.350808
AR3934,136.9,0.34517800000000004
AR3935,134.16,0.479864
AR3936,136.9,0.359115
AR3937,136.9,0.34020700000000004
AR3938,119.69,0.298722
AR3939,136.9,0.407004
AR3940,136.9,0.402897
AR3941,136.9,0.348829
AR3942,136.9,0.332421
AR3944,136.9,0.403517
AR3945,136.9,0.395495
AR3946,136.9,0.31467
AR3947,142.1,0.44423500000000005
AR3948,136.9,0.35182199999999997
AR3949,136.9,0.42324799999999996
AR3950,136.9,0.310141
AR3951,136.9,0.346582
AR3952,136.9,0.377825
AR3953,136.9,0.374469
AR3954,136.9,0.333041
AR3956,136.9,0.381794
AR3957,136.9,0.29088800000000004
AR3958,136.9,0.37774
AR3960,136.9,0.256243
AR3961,136.9,0.404986
AR3962,136.9,0.324979
AR3963,136.9,0.36109
AR3964,136.9,0.42313
AR3965,136.9,0.32363200000000003
AR3966,136.9,0.38166100000000003
AR3967,136.9,0.34081100000000003
AR3968,136.9,0.40813699999999997
AR3969,136.9,0.398423
AR3970,136.9,0.401568
AR3971,136.9,0.36232
AR3972,136.9,0.36190300000000003
AR3973,136.9,0.374585
AR3974,136.9,0.347165
AR3975,136.9,0.390868
AR3976,119.69,0.298722
AR3977,136.9,0.4139
AR3978,136.9,0.375306
AR3979,136.9,0.382374
AR3980,136.9,0.401536
AR3981,136.9,0.401536
AR3982,136.9,0.422462
AR3983,136.56,0.377341
AR3984,136.56,0.34422600000000003
AR3985,136.56,0.34422600000000003
AR3986,136.56,0.345244
AR3987,136.56,0.33961399999999997
AR3988,133.82,0.4743
AR3989,136.56,0.35355
AR3990,136.56,0.334642
AR3991,119.35,0.293158
AR3992,136.56,0.40144
AR3993,136.56,0.397333
AR3994,136.56,0.343265
AR3995,136.56,0.326857
AR3997,136.56,0.397953
AR3998,136.56,0.38993099999999997
AR3999,136.56,0.309106
AR4000,141.76,0.438671
AR4001,136.56,0.346258
AR4002,136.56,0.41768299999999997
AR4003,136.56,0.304577
AR4004,136.56,0.341018
AR4005,136.56,0.37226
AR4006,136.56,0.36890500000000004
AR4007,136.56,0.327477
AR4009,136.56,0.37623
AR4010,136.56,0.28532399999999997
AR4011,136.56,0.372176
AR4013,136.56,0.250678
AR4014,136.56,0.399422
AR4015,136.56,0.319415
AR4016,136.56,0.355526
AR4017,136.56,0.417566
AR4018,136.56,0.31806799999999996
AR4019,136.56,0.376096
AR4020,136.56,0.335246
AR4021,136.56,0.402573
AR4022,136.56,0.392859
AR4023,136.56,0.396004
AR4024,136.56,0.356756
AR4025,136.56,0.35633899999999996
AR4026,136.56,0.369021
AR4027,136.56,0.3416
AR4028,136.56,0.385303
AR4029,119.35,0.293158
AR4030,136.56,0.40833600000000003
AR4031,136.56,0.369742
AR4032,136.56,0.37681
AR4033,136.56,0.395971
AR4034,136.56,0.395971
AR4035,136.56,0.416897
AR4036,136.56,0.31111
AR4037,136.56,0.31111
AR4038,136.56,0.312129
AR4039,136.56,0.306498
AR4040,133.82,0.44118500000000005
AR4041,136.56,0.32043499999999997
AR4042,136.56,0.301527
AR4043,119.35,0.26004299999999997
AR4044,136.56,0.368325
AR4045,136.56,0.364218
AR4046,136.56,0.31014899999999995
AR4047,136.56,0.293742
AR4049,136.56,0.36483699999999997
AR4050,136.56,0.356815
AR4051,136.56,0.275991
AR4052,141.76,0.405555
AR4053,136.56,0.31314200000000003
AR4054,136.56,0.38456799999999997
AR4055,136.56,0.271462
AR4056,136.56,0.30790300000000004
AR4057,136.56,0.339145
AR4058,136.56,0.33579000000000003
AR4059,136.56,0.29436100000000004
AR4061,136.56,0.343114
AR4062,136.56,0.252209
AR4063,136.56,0.339061
AR4065,136.56,0.217563
AR4066,136.56,0.366306
AR4067,136.56,0.2863
AR4068,136.56,0.322411
AR4069,136.56,0.38445100000000004
AR4070,136.56,0.284952
AR4071,136.56,0.342981
AR4072,136.56,0.302131
AR4073,136.56,0.36945700000000004
AR4074,136.56,0.359744
AR4075,136.56,0.36288899999999996
AR4076,136.56,0.323641
AR4077,136.56,0.32322399999999996
AR4078,136.56,0.335906
AR4079,136.56,0.308485
AR4080,136.56,0.352188
AR4081,119.35,0.26004299999999997
AR4082,136.56,0.37522
AR4083,136.56,0.336627
AR4084,136.56,0.343695
AR4085,136.56,0.362856
AR4086,136.56,0.362856
AR4087,136.56,0.383782
AR4088,136.56,0.31111
AR4089,136.56,0.312129
AR4090,136.56,0.306498
AR4091,133.82,0.44118500000000005
AR4092,136.56,0.32043499999999997
AR4093,136.56,0.301527
AR4094,119.35,0.26004299999999997
AR4095,136.56,0.368325
AR4096,136.56,0.364218
AR4097,136.56,0.31014899999999995
AR4098,136.56,0.293742
AR4100,136.56,0.36483699999999997
AR4101,136.56,0.356815
AR4102,136.56,0.275991
AR4103,141.76,0.405555
AR4104,136.56,0.31314200000000003
AR4105,136.56,0.38456799999999997
AR4106,136.56,0.271462
AR4107,136.56,0.30790300000000004
AR4108,136.56,0.339145
AR4109,136.56,0.33579000000000003
AR4110,136.56,0.29436100000000004
AR4112,136.56,0.343114
AR4113,136.56,0.252209
AR4114,136.56,0.339061
AR4116,136.56,0.217563
AR4117,136.56,0.366306
AR4118,136.56,0.2863
AR4119,136.56,0.322411
AR4120,136.56,0.38445100000000004
AR4121,136.56,0.284952
AR4122,136.56,0.342981
AR4123,136.56,0.302131
AR4124,136.56,0.36945700000000004
AR4125,136.56,0.359744
AR4126,136.56,0.36288899999999996
AR4127,136.56,0.323641
AR4128,136.56,0.32322399999999996
AR4129,136.56,0.335906
AR4130,136.56,0.308485
AR4131,136.56,0.352188
AR4132,119.35,0.26004299999999997
AR4133,136.56,0.37522
AR4134,136.56,0.336627
AR4135,136.56,0.343695
AR4136,136.56,0.362856
AR4137,136.56,0.362856
AR4138,136.56,0.383782
AR4139,136.56,0.31314699999999995
AR4140,136.56,0.307517
AR4141,133.82,0.44220299999999996
AR4142,136.56,0.32145300000000004
AR4143,136.56,0.302545
AR4144,119.35,0.261061
AR4145,136.56,0.369343
AR4146,136.56,0.365236
AR4147,136.56,0.311167
AR4148,136.56,0.29475999999999997
AR4150,136.56,0.36585500000000004
AR4151,136.56,0.35783400000000004
AR4152,136.56,0.277009
AR4153,141.76,0.406573
AR4154,136.56,0.314161
AR4155,136.56,0.38558600000000004
AR4156,136.56,0.27248
AR4157,136.56,0.308921
AR4158,136.56,0.340163
AR4159,136.56,0.336808
AR4160,136.56,0.29538000000000003
AR4162,136.56,0.34413299999999997
AR4163,136.56,0.253227
AR4164,136.56,0.340079
AR4166,136.56,0.218581
AR4167,136.56,0.367325
AR4168,136.56,0.28731799999999996
AR4169,136.56,0.323429
AR4170,136.56,0.385469
AR4171,136.56,0.28597
AR4172,136.56,0.343999
AR4173,136.56,0.303149
AR4174,136.56,0.370475
AR4175,136.56,0.36076199999999997
AR4176,136.56,0.36390700000000004
AR4177,136.56,0.32465900000000003
AR4178,136.56,0.32424200000000003
AR4179,136.56,0.336924
AR4180,136.56,0.30950300000000003
AR4181,136.56,0.353206
AR4182,119.35,0.261061
AR4183,136.56,0.376238
AR4184,136.56,0.337645
AR4185,136.56,0.344713
AR4186,136.56,0.363874
AR4187,136.56,0.363874
AR4188,136.56,0.3848
AR4189,136.56,0.301886
AR4190,133.82,0.43657299999999993
AR4191,136.56,0.315823
AR4192,136.56,0.296915
AR4193,119.35,0.255431
AR4194,136.56,0.363713
AR4195,136.56,0.359606
AR4196,136.56,0.305537
AR4197,136.56,0.28913
AR4199,136.56,0.360225
AR4200,136.56,0.35220300000000004
AR4201,136.56,0.271379
AR4202,141.76,0.400943
AR4203,136.56,0.30853
AR4204,136.56,0.379956
AR4205,136.56,0.26685
AR4206,136.56,0.303291
AR4207,136.56,0.33453299999999997
AR4208,136.56,0.33117800000000003
AR4209,136.56,0.289749
AR4211,136.56,0.338502
AR4212,136.56,0.24759699999999998
AR4213,136.56,0.334449
AR4215,136.56,0.21295100000000003
AR4216,136.56,0.361694
AR4217,136.56,0.281688
AR4218,136.56,0.317799
AR4219,136.56,0.379839
AR4220,136.56,0.28034000000000003
AR4221,136.56,0.33836900000000003
AR4222,136.56,0.297519
AR4223,136.56,0.364845
AR4224,136.56,0.355132
AR4225,136.56,0.358277
AR4226,136.56,0.319029
AR4227,136.56,0.318612
AR4228,136.56,0.33129400000000003
AR4229,136.56,0.303873
AR4230,136.56,0.347576
AR4231,119.35,0.255431
AR4232,136.56,0.370608
AR4233,136.56,0.332015
AR4234,136.56,0.33908299999999997
AR4235,136.56,0.358244
AR4236,136.56,0.358244
AR4237,136.56,0.37917
AR4238,131.08,0.571259
AR4239,133.82,0.450509
AR4240,133.82,0.431601
AR4241,116.61,0.390117
AR4242,133.82,0.498399
AR4243,133.82,0.494292
AR4244,133.82,0.440223
AR4245,133.82,0.42381599999999997
AR4247,133.82,0.49491199999999996
AR4248,133.82,0.48689
AR4249,133.82,0.406065
AR4250,139.02,0.535629
AR4251,133.82,0.443217
AR4252,133.82,0.514642
AR4253,133.82,0.401536
AR4254,133.82,0.43797700000000006
AR4255,133.82,0.46921899999999994
AR4256,133.82,0.46586400000000006
AR4257,133.82,0.424436
AR4259,133.82,0.473189
AR4260,133.82,0.382283
AR4261,133.82,0.469135
AR4263,133.82,0.347637
AR4264,133.82,0.496381
AR4265,133.82,0.41637399999999997
AR4266,133.82,0.452485
AR4267,133.82,0.514525
AR4268,133.82,0.415026
AR4269,133.82,0.473055
AR4270,133.82,0.432205
AR4271,133.82,0.499532
AR4272,133.82,0.48981800000000003
AR4273,133.82,0.492963
AR4274,133.82,0.453715
AR4275,133.82,0.453298
AR4276,133.82,0.46598
AR4277,133.82,0.43855900000000003
AR4278,133.82,0.48226199999999997
AR4279,116.61,0.390117
AR4280,133.82,0.5052939999999999
AR4281,133.82,0.46670100000000003
AR4282,133.82,0.47376899999999994
AR4283,133.82,0.49293000000000003
AR4284,133.82,0.49293000000000003
AR4285,133.82,0.5138560000000001
AR4286,136.56,0.32976
AR4287,136.56,0.310852
AR4288,119.35,0.269367
AR4289,136.56,0.37764899999999996
AR4290,136.56,0.37354299999999996
AR4291,136.56,0.319474
AR4292,136.56,0.30306700000000003
AR4294,136.56,0.374162
AR4295,136.56,0.36614
AR4296,136.56,0.285315
AR4297,141.76,0.41488
AR4298,136.56,0.322467
AR4299,136.56,0.393893
AR4300,136.56,0.28078600000000004
AR4301,136.56,0.317227
AR4302,136.56,0.34847
AR4303,136.56,0.345114
AR4304,136.56,0.303686
AR4306,136.56,0.352439
AR4307,136.56,0.261533
AR4308,136.56,0.34838600000000003
AR4310,136.56,0.226888
AR4311,136.56,0.375631
AR4312,136.56,0.295624
AR4313,136.56,0.33173600000000003
AR4314,136.56,0.393776
AR4315,136.56,0.294277
AR4316,136.56,0.352306
AR4317,136.56,0.311456
AR4318,136.56,0.378782
AR4319,136.56,0.369068
AR4320,136.56,0.372214
AR4321,136.56,0.332965
AR4322,136.56,0.332549
AR4323,136.56,0.345231
AR4324,136.56,0.31781
AR4325,136.56,0.36151300000000003
AR4326,119.35,0.269367
AR4327,136.56,0.38454499999999997
AR4328,136.56,0.345951
AR4329,136.56,0.353019
AR4330,136.56,0.372181
AR4331,136.56,0.372181
AR4332,136.56,0.39310700000000004
AR4333,136.56,0.291944
AR4334,119.35,0.250459
AR4335,136.56,0.358741
AR4336,136.56,0.354634
AR4337,136.56,0.300566
AR4338,136.56,0.28415799999999997
AR4340,136.56,0.355254
AR4341,136.56,0.34723200000000004
AR4342,136.56,0.266407
AR4343,141.76,0.395972
AR4344,136.56,0.303559
AR4345,136.56,0.374985
AR4346,136.56,0.261878
AR4347,136.56,0.298319
AR4348,136.56,0.32956199999999997
AR4349,136.56,0.326206
AR4350,136.56,0.28477800000000003
AR4352,136.56,0.333531
AR4353,136.56,0.242625
AR4354,136.56,0.329477
AR4356,136.56,0.20798000000000003
AR4357,136.56,0.356723
AR4358,136.56,0.27671599999999996
AR4359,136.56,0.312827
AR4360,136.56,0.374867
AR4361,136.56,0.27536900000000003
AR4362,136.56,0.333398
AR4363,136.56,0.292548
AR4364,136.56,0.35987399999999997
AR4365,136.56,0.35015999999999997
AR4366,136.56,0.35330500000000004
AR4367,136.56,0.31405700000000003
AR4368,136.56,0.31364000000000003
AR4369,136.56,0.326322
AR4370,136.56,0.298902
AR4371,136.56,0.342605
AR4372,119.35,0.250459
AR4373,136.56,0.365637
AR4374,136.56,0.327043
AR4375,136.56,0.334111
AR4376,136.56,0.353273
AR4377,136.56,0.353273
AR4378,136.56,0.374199
AR4379,102.14,0.208975
AR4380,119.35,0.317257
AR4381,119.35,0.31315
AR4382,119.35,0.259081
AR4383,119.35,0.24267399999999997
AR4385,119.35,0.31377
AR4386,119.35,0.305748
AR4387,119.35,0.224923
AR4388,124.55,0.354487
AR4389,119.35,0.262075
AR4390,119.35,0.3335
AR4391,119.35,0.220394
AR4392,119.35,0.256835
AR4393,119.35,0.28807699999999997
AR4394,119.35,0.284722
AR4395,119.35,0.243294
AR4397,119.35,0.292047
AR4398,119.35,0.20114100000000001
AR4399,119.35,0.287993
AR4401,119.35,0.166495
AR4402,119.35,0.315239
AR4403,119.35,0.23523200000000002
AR4404,119.35,0.271343
AR4405,119.35,0.333383
AR4406,119.35,0.233884
AR4407,119.35,0.29191300000000003
AR4408,119.35,0.25106300000000004
AR4409,119.35,0.31839
AR4410,119.35,0.308676
AR4411,119.35,0.311821
AR4412,119.35,0.272573
AR4413,119.35,0.272156
AR4414,119.35,0.28483800000000004
AR4415,119.35,0.257417
AR4416,119.35,0.30112
AR4417,102.14,0.208975
AR4418,119.35,0.324152
AR4419,119.35,0.285559
AR4420,119.35,0.29262699999999997
AR4421,119.35,0.311788
AR4422,119.35,0.311788
AR4423,119.35,0.332714
AR4424,136.56,0.42553900000000006
AR4425,136.56,0.421432
AR4426,136.56,0.367363
AR4427,136.56,0.350956
AR4429,136.56,0.422051
AR4430,136.56,0.41403
AR4431,136.56,0.33320500000000003
AR4432,141.76,0.462769
AR4433,136.56,0.370357
AR4434,136.56,0.44178199999999995
AR4435,136.56,0.328676
AR4436,136.56,0.365117
AR4437,136.56,0.396359
AR4438,136.56,0.393004
AR4439,136.56,0.351576
AR4441,136.56,0.400329
AR4442,136.56,0.309423
AR4443,136.56,0.396275
AR4445,136.56,0.274777
AR4446,136.56,0.42352
AR4447,136.56,0.343514
AR4448,136.56,0.379625
AR4449,136.56,0.441665
AR4450,136.56,0.34216599999999997
AR4451,136.56,0.40019499999999997
AR4452,136.56,0.35934499999999997
AR4453,136.56,0.426671
AR4454,136.56,0.416958
AR4455,136.56,0.42010299999999995
AR4456,136.56,0.380855
AR4457,136.56,0.380438
AR4458,136.56,0.39311999999999997
AR4459,136.56,0.365699
AR4460,136.56,0.409402
AR4461,119.35,0.317257
AR4462,136.56,0.43243400000000004
AR4463,136.56,0.393841
AR4464,136.56,0.400909
AR4465,136.56,0.42007
AR4466,136.56,0.42007
AR4467,136.56,0.440996
AR4468,136.56,0.417325
AR4469,136.56,0.363257
AR4470,136.56,0.34684899999999996
AR4472,136.56,0.41794499999999996
AR4473,136.56,0.409923
AR4474,136.56,0.329098
AR4475,141.76,0.458663
AR4476,136.56,0.36625
AR4477,136.56,0.437676
AR4478,136.56,0.324569
AR4479,136.56,0.36101
AR4480,136.56,0.392252
AR4481,136.56,0.388897
AR4482,136.56,0.34746900000000003
AR4484,136.56,0.39622199999999996
AR4485,136.56,0.305316
AR4486,136.56,0.39216799999999996
AR4488,136.56,0.270671
AR4489,136.56,0.419414
AR4490,136.56,0.339407
AR4491,136.56,0.37551799999999996
AR4492,136.56,0.437558
AR4493,136.56,0.33805999999999997
AR4494,136.56,0.396088
AR4495,136.56,0.355238
AR4496,136.56,0.42256499999999997
AR4497,136.56,0.412851
AR4498,136.56,0.415996
AR4499,136.56,0.376748
AR4500,136.56,0.37633099999999997
AR4501,136.56,0.389013
AR4502,136.56,0.361592
AR4503,136.56,0.40529499999999996
AR4504,119.35,0.31315
AR4505,136.56,0.428328
AR4506,136.56,0.389734
AR4507,136.56,0.396802
AR4508,136.56,0.415963
AR4509,136.56,0.415963
AR4510,136.56,0.436889
AR4511,136.56,0.309188
AR4512,136.56,0.292781
AR4514,136.56,0.36387600000000003
AR4515,136.56,0.355854
AR4516,136.56,0.275029
AR4517,141.76,0.404594
AR4518,136.56,0.312181
AR4519,136.56,0.38360700000000003
AR4520,136.56,0.2705
AR4521,136.56,0.30694099999999996
AR4522,136.56,0.33818400000000004
AR4523,136.56,0.334828
AR4524,136.56,0.2934
AR4526,136.56,0.34215300000000004
AR4527,136.56,0.251247
AR4528,136.56,0.3381
AR4530,136.56,0.216602
AR4531,136.56,0.365345
AR4532,136.56,0.285339
AR4533,136.56,0.32145
AR4534,136.56,0.38349
AR4535,136.56,0.283991
AR4536,136.56,0.34202
AR4537,136.56,0.30117
AR4538,136.56,0.368496
AR4539,136.56,0.358782
AR4540,136.56,0.361928
AR4541,136.56,0.322679
AR4542,136.56,0.322263
AR4543,136.56,0.334945
AR4544,136.56,0.30752399999999996
AR4545,136.56,0.351227
AR4546,119.35,0.259081
AR4547,136.56,0.374259
AR4548,136.56,0.335665
AR4549,136.56,0.342733
AR4550,136.56,0.36189499999999997
AR4551,136.56,0.36189499999999997
AR4552,136.56,0.382821
AR4553,136.56,0.276373
AR4555,136.56,0.34746900000000003
AR4556,136.56,0.339447
AR4557,136.56,0.25862199999999996
AR4558,141.76,0.388187
AR4559,136.56,0.295774
AR4560,136.56,0.3672
AR4561,136.56,0.25409299999999996
AR4562,136.56,0.290534
AR4563,136.56,0.321777
AR4564,136.56,0.318421
AR4565,136.56,0.276993
AR4567,136.56,0.325746
AR4568,136.56,0.23484000000000002
AR4569,136.56,0.32169200000000003
AR4571,136.56,0.200195
AR4572,136.56,0.348938
AR4573,136.56,0.268931
AR4574,136.56,0.305042
AR4575,136.56,0.367082
AR4576,136.56,0.267584
AR4577,136.56,0.325613
AR4578,136.56,0.284762
AR4579,136.56,0.352089
AR4580,136.56,0.342375
AR4581,136.56,0.34552
AR4582,136.56,0.306272
AR4583,136.56,0.30585500000000004
AR4584,136.56,0.318537
AR4585,136.56,0.291117
AR4586,136.56,0.33482
AR4587,119.35,0.24267399999999997
AR4588,136.56,0.357852
AR4589,136.56,0.319258
AR4590,136.56,0.326326
AR4591,136.56,0.345487
AR4592,136.56,0.345487
AR4593,136.56,0.36641399999999996
AR4634,136.56,0.41856400000000005
AR4635,136.56,0.410542
AR4636,136.56,0.329717
AR4637,141.76,0.45928199999999997
AR4638,136.56,0.366869
AR4639,136.56,0.438295
AR4640,136.56,0.32518800000000003
AR4641,136.56,0.361629
AR4642,136.56,0.392872
AR4643,136.56,0.389517
AR4644,136.56,0.348088
AR4646,136.56,0.396841
AR4647,136.56,0.305935
AR4648,136.56,0.392788
AR4650,136.56,0.27129000000000003
AR4651,136.56,0.420033
AR4652,136.56,0.340027
AR4653,136.56,0.37613800000000003
AR4654,136.56,0.43817799999999996
AR4655,136.56,0.338679
AR4656,136.56,0.396708
AR4657,136.56,0.355858
AR4658,136.56,0.423184
AR4659,136.56,0.41347
AR4660,136.56,0.416616
AR4661,136.56,0.377368
AR4662,136.56,0.37695100000000004
AR4663,136.56,0.389633
AR4664,136.56,0.362212
AR4665,136.56,0.405915
AR4666,119.35,0.31377
AR4667,136.56,0.428947
AR4668,136.56,0.390353
AR4669,136.56,0.397422
AR4670,136.56,0.416583
AR4671,136.56,0.416583
AR4672,136.56,0.43750900000000004
AR4673,136.56,0.40252
AR4674,136.56,0.321696
AR4675,141.76,0.45126000000000005
AR4676,136.56,0.35884699999999997
AR4677,136.56,0.43027299999999996
