rn,delta_G,delta_G_error
AR10640,73.39399999999999,0.557528
AR10641,73.304,0.491525
AR10642,72.39399999999999,0.528619
AR10643,70.844,0.475253
AR10644,73.304,0.40576
AR10645,70.844,0.479149
AR10646,73.39399999999999,0.5162979999999999
AR10647,70.844,0.437978
AR10650,73.304,0.47911400000000004
AR10652,73.304,0.49445
AR10653,73.304,0.48788000000000004
AR10655,73.304,0.497692
AR10656,70.844,0.494667
AR10657,73.304,0.49949899999999997
AR10658,70.844,0.494753
AR10660,70.844,0.517537
AR10661,70.844,0.499096
AR10662,73.304,0.504236
AR10663,70.844,0.437641
AR10664,73.39399999999999,0.499036
AR10665,73.304,0.497196
AR10666,73.304,0.471973
AR10667,70.844,0.48962799999999995
AR10673,74.854,0.507289
AR10674,74.854,0.511776
AR10675,74.854,0.511776
AR10676,71.844,0.49455699999999997
AR10678,71.844,0.49208100000000005
AR10679,69.384,0.5630109999999999
AR10680,73.304,0.509904
AR10681,73.304,0.510091
AR10682,73.304,0.510265
AR10683,73.304,0.510426
AR10684,73.304,0.5105689999999999
AR10685,73.304,0.510694
AR10686,71.844,0.50024
AR10687,71.844,0.497931
AR10688,73.304,0.395289
AR10689,71.844,0.492566
AR10690,71.844,0.49030100000000004
AR10691,73.304,0.49506300000000003
AR10692,73.304,0.49309899999999995
AR10693,73.304,0.49284399999999995
AR10694,73.304,0.49063599999999996
AR10695,73.304,0.495062
AR10696,73.304,0.49731400000000003
AR10697,71.844,0.45971000000000006
AR10698,71.844,0.474429
AR10699,70.844,0.516195
AR10700,70.844,0.47941300000000003
AR10701,71.844,0.47636000000000006
AR10704,70.844,0.51926
AR10705,71.844,0.49244899999999997
AR10706,71.844,0.47354700000000005
AR10707,70.844,0.545904
AR10708,71.844,0.500314
AR10709,70.844,0.47476499999999994
AR10710,71.844,0.47527700000000006
AR10711,73.304,0.444817
AR10713,71.844,0.433166
AR10714,71.844,0.45217399999999996
AR10715,71.844,0.498854
AR10716,70.844,0.482091
AR10717,73.39399999999999,0.512655
AR10718,71.844,0.487492
AR10719,71.844,0.5035390000000001
AR10720,73.39399999999999,0.533246
AR10721,73.39399999999999,0.537836
AR10722,73.39399999999999,0.5111
AR10723,73.39399999999999,0.5265880000000001
AR10724,73.304,0.510653
AR10725,73.39399999999999,0.506212
AR10726,71.844,0.488393
AR10727,73.39399999999999,0.5344810000000001
AR10728,86.50399999999999,0.46091800000000005
AR10729,74.854,0.530788
AR10730,73.39399999999999,0.5344810000000001
AR10731,73.39399999999999,0.5344810000000001
AR10732,73.304,0.49446899999999994
AR10733,71.844,0.48187299999999994
AR10734,86.50399999999999,0.481088
AR10735,74.854,0.55909
AR10736,71.844,0.501758
AR10737,73.304,0.329467
AR10738,73.304,0.329467
AR10739,70.844,0.352387
AR10740,71.844,0.42752799999999996
AR10741,73.304,0.32397600000000004
AR10742,73.304,0.498504
AR10743,74.854,0.5027159999999999
AR10744,71.844,0.475576
AR10746,73.304,0.48677
AR10773,66.61399999999999,1.23069
AR10775,66.61399999999999,1.2015799999999999
AR10776,66.61399999999999,1.19821
AR10777,66.61399999999999,1.2015799999999999
AR10778,51.873999999999995,1.0371700000000001
AR10779,66.61399999999999,1.20456
AR10780,66.61399999999999,1.17888
AR10781,53.413999999999994,1.4600799999999998
AR10783,66.61399999999999,1.23233
AR10784,66.61399999999999,1.22815
AR10785,66.61399999999999,1.2168
AR10786,66.61399999999999,1.1818899999999999
AR10796,75.11399999999999,0.702322
AR10798,75.11399999999999,0.673208
AR10799,75.11399999999999,0.669834
AR10800,75.11399999999999,0.673208
AR10801,75.11399999999999,0.676192
AR10802,75.11399999999999,0.650511
AR10803,75.11399999999999,0.451506
AR10805,75.11399999999999,0.703958
AR10806,75.11399999999999,0.6997770000000001
AR10807,75.11399999999999,0.688426
AR10808,75.11399999999999,0.65352
AR10811,57.093999999999994,0.624059
AR10812,57.093999999999994,0.949694
AR10813,46.593999999999994,0.9392889999999999
AR10814,55.553999999999995,0.570951
AR10815,59.20399999999999,0.70902
AR10816,59.20399999999999,1.0346600000000001
AR10817,48.70399999999999,1.02425
AR10818,57.663999999999994,0.6559119999999999
AR10819,58.644,0.6150260000000001
AR10820,57.104,0.555052
AR10821,71.844,0.05539630000000001
AR10822,57.104,0.555052
AR10823,58.644,0.9406620000000001
AR10824,58.644,0.9779620000000001
AR10825,48.144,0.596645
AR10826,48.144,0.930256
AR10827,48.144,0.644675
AR10828,48.144,0.933107
AR10829,48.144,0.9471860000000001
AR10830,71.844,0.424256
AR10831,58.644,0.455841
AR10832,57.104,0.561918
AR10833,70.294,0.121468
AR10834,71.844,0.0453452
AR10835,57.104,0.5619
AR10836,58.644,0.9848110000000001
AR10837,72.404,0.819564
AR10838,59.20399999999999,0.731438
AR10840,72.404,0.79045
AR10841,57.663999999999994,0.676778
AR10842,72.404,0.787076
AR10843,72.404,0.418175
AR10844,72.404,0.79045
AR10845,57.663999999999994,0.676778
AR10846,59.20399999999999,1.0570700000000002
AR10847,72.404,0.793434
AR10848,48.70399999999999,1.00797
AR10849,72.404,0.767753
AR10852,59.20399999999999,1.09969
AR10854,48.70399999999999,0.696276
AR10855,48.70399999999999,1.04667
AR10856,48.70399999999999,0.744306
AR10857,72.404,0.821199
AR10858,72.404,0.8170189999999999
AR10859,57.663999999999994,0.67833
AR10860,72.404,0.805668
AR10861,48.70399999999999,1.12748
AR10862,48.70399999999999,1.08437
AR10863,48.70399999999999,1.08861
AR10864,72.404,0.770762
AR10866,48.70399999999999,1.08437
AR10867,61.913999999999994,0.37299299999999996
AR10868,60.373999999999995,0.271565
AR10869,60.373999999999995,0.271565
AR10870,61.913999999999994,0.698629
AR10871,61.913999999999994,0.694476
AR10872,51.413999999999994,0.6882229999999999
AR10873,60.373999999999995,0.319885
AR10874,61.913999999999994,0.45458699999999996
AR10875,61.913999999999994,0.780223
AR10876,51.413999999999994,0.769817
AR10877,60.373999999999995,0.40148
AR10878,74.146,0.156005
AR10879,74.146,0.487098
AR10880,74.146,0.48576099999999994
AR10883,74.146,0.43172
AR10884,74.146,0.47618900000000003
AR10888,74.146,0.429095
AR10890,74.146,0.471473
AR10891,74.146,0.203217
AR10897,74.146,0.43916700000000003
AR10899,74.146,0.44044099999999997
AR10901,74.146,0.458006
AR10902,77.73899999999999,1.40125
AR10904,74.146,0.47170500000000004
AR10909,74.146,0.454507
AR10910,74.146,0.138505
AR10912,74.146,0.482996
AR10913,74.146,0.48139799999999994
AR10914,74.146,0.4813
AR10915,45.3543,0.5
AR10916,-76.5797,0.495258
AR10917,-62.4997,0.550479
AR10918,-64.9297,0.8917780000000001
AR10919,-62.4997,1.0256
AR10920,-76.5797,0.495807
AR10921,-63.3797,0.48969700000000005
AR10922,-62.4797,0.414596
AR10923,-60.1097,0.313215
AR10926,-74.8197,0.6814319999999999
AR10927,-62.4797,0.40889899999999996
AR10928,-62.4797,0.312802
AR10929,-62.4797,0.312802
AR10930,-76.5797,0.472278
AR10931,-76.5797,0.495258
AR10932,-77.4597,0.202101
AR10933,-76.5797,0.524237
AR10934,-63.3597,0.312762
AR10935,-62.4797,0.304697
AR10936,-63.3797,0.489918
AR10937,-76.5797,0.0496444
AR10938,-64.9297,0.781327
AR10939,-75.6997,0.569596
AR10940,-76.5797,0.524237
AR10941,-63.3797,0.489662
AR10942,-62.4997,0.554606
AR10943,-63.3797,0.43376800000000004
AR10944,-63.3597,0.312762
AR10945,-76.5797,0.37440999999999997
AR10946,-76.5797,0.37440999999999997
AR10947,-63.3597,0.304253
AR10948,-75.6997,0.634675
AR10949,-76.5797,0.494925
AR10950,-63.3797,0.47857299999999997
AR10951,-62.4797,0.40426799999999996
AR10952,-62.4797,0.408988
AR10953,-62.5,0.408988
AR10954,-62.4797,0.41984099999999996
AR10955,-75.6997,0.634675
AR10956,-52.2597,0.365786
AR10957,-64.9297,0.909225
AR10958,-87.0797,1.0015
AR10959,-64.9297,0.8964469999999999
AR10960,-60.1097,0.08993860000000001
AR10961,-74.8197,0.656565
AR10962,-12.0807,2.14997
AR10963,-64.9297,0.779802
AR10964,-62.4797,0.41984099999999996
AR10965,-73.9397,0.620947
AR10966,-61.5997,0.436938
AR10967,-86.1997,0.5567380000000001
AR10968,-64.0497,1.0598
AR10970,-92.0997,0.93055
AR10971,-92.0997,0.9467139999999999
AR10972,-92.0997,0.775475
AR10973,-92.0997,0.776306
AR10974,-92.0997,0.489749
AR10976,-62.0407,1.4418799999999998
AR10977,-59.2297,0.679033
AR10978,-105.3,0.963556
AR10979,-48.9897,0.408647
AR10980,-112.41,0.160946
AR10981,-79.2507,2.14628
AR10982,-72.3397,0.7496520000000001
AR10983,-68.3297,0.766413
AR10984,-85.5397,0.853873
AR10985,-90.3197,0.535876
AR10986,-90.3197,0.776998
AR10987,-97.1397,0.47678999999999994
AR10988,-98.2397,0.09073610000000001
AR10989,-87.9497,0.79792
AR10990,-84.6797,0.696095
AR10991,-83.0397,0.670064
AR10992,-89.6697,0.240364
AR10993,-82.2997,0.6288199999999999
AR10994,-90.0297,0.212468
AR10995,-86.5597,0.275387
AR10996,-90.3197,0.542983
AR10997,-90.3197,0.527187
AR10998,-90.3197,0.732387
AR10999,-90.3197,0.588755
AR11000,-86.3097,0.46178400000000003
AR11001,-83.7797,0.589866
AR11002,-83.7797,1.28122
AR11003,-83.7797,0.508985
AR11005,-83.7797,0.933924
AR11006,-87.4597,1.1353600000000001
AR11007,-83.7797,0.593854
AR11008,-86.3997,0.168246
AR11009,-86.3997,0.146534
AR11010,-83.0397,0.31357399999999996
AR11011,-86.3997,0.134388
AR11012,-83.0397,0.29705
AR11013,-94.3997,0.402516
AR11014,-83.1997,0.5364720000000001
AR11016,-98.3097,0.296092
AR11017,-83.0397,0.38826
AR11018,-87.0497,0.448985
AR11019,-83.0397,0.368712
AR11020,-83.0397,0.427709
AR11021,-83.9397,0.339248
AR11022,-87.9497,0.442748
AR11023,-84.6797,0.647012
AR11024,-85.0897,0.8585360000000001
AR11025,83.7797,0.658775
AR11026,-83.7797,0.588019
AR11027,-87.4597,1.00625
AR11028,-83.7797,0.630796
AR11029,-118.575,1.27704
AR11030,-30.6197,2.46855
AR11031,87.4597,0.922278
AR11032,-91.6297,0.328812
AR11033,-86.3097,0.41408999999999996
AR11034,-86.3097,0.302607
AR11035,-90.3197,0.49608900000000006
AR11036,-90.3197,0.39042899999999997
AR11037,-90.3197,0.63155
AR11038,-87.2097,0.641674
AR11039,-90.3197,0.541383
AR11040,-100.86,0.0807589
AR11041,-30.6197,2.85926
AR11042,-83.0397,0.357053
AR11043,-83.7797,0.41053999999999996
AR11046,-98.0397,0.868576
AR11047,-83.0397,0.648924
AR11048,-85.6597,0.19941
AR11049,90.3197,0.559679
AR11050,-30.6197,2.85926
AR11051,90.3197,0.548146
AR11052,-90.3197,0.330372
AR11053,-90.3197,0.209477
AR11054,-83.7797,0.308352
AR11055,-83.7797,1.1019
AR11056,-84.6797,1.0896
AR11057,-83.9397,0.741121
AR11058,-83.9397,0.657767
AR11059,83.7797,1.1441
AR11061,-84.6797,1.12415
AR11062,-86.3097,0.504183
AR11063,-86.3997,0.17064400000000002
AR11064,-83.1997,0.590997
AR11065,-83.1997,0.565649
AR11066,-84.6797,1.00784
AR11067,-83.7797,0.405452
AR11068,-83.7797,1.1228
AR11069,-83.7797,0.389232
AR11070,-87.2097,0.569599
AR11071,-83.9397,0.5423060000000001
AR11072,-86.3097,0.538482
AR11073,-87.0497,0.393663
AR11074,-83.9397,0.706104
AR11075,-83.0397,0.427709
AR11076,-83.7797,0.350556
AR11077,-83.9397,0.602871
AR11078,-83.1997,0.630013
AR11079,82.2997,0.677615
AR11080,-83.0397,0.441867
AR11081,-87.9497,0.74239
AR11082,-87.0497,0.429378
AR11083,-94.3997,0.374672
AR11084,-83.0397,0.389962
AR11085,-87.2097,0.542762
AR11086,-91.2197,0.67909
AR11087,-83.0397,0.34289400000000003
AR11088,105.02,0.48190200000000005
AR11089,-85.6597,0.29255
AR11090,-83.0397,0.427709
AR11091,-83.0397,0.397269
AR11092,-87.4597,0.594589
AR11093,-88.3597,0.9669969999999999
AR11094,-88.3597,1.27874
AR11095,87.4597,1.3459299999999998
AR11097,-94.0397,0.309089
AR11098,-83.1997,0.641098
AR11099,-87.0497,0.466021
AR11101,-83.0397,0.289523
AR11102,-94.3997,0.20930300000000002
AR11103,-86.3097,0.60437
AR11104,-30.6197,2.41851
AR11105,-87.0497,0.464309
AR11106,-83.1997,0.595446
AR11107,-30.6197,1.9686400000000002
AR11108,-97.1397,0.587443
AR11109,-93.6597,0.444054
AR11110,-83.1997,0.6137060000000001
AR11111,-83.9397,0.580496
AR11112,-86.3097,0.299646
AR11113,-30.6197,2.41625
AR11114,83.7797,0.6257550000000001
AR11116,-94.3997,0.20963099999999998
AR11117,-88.3597,0.8657969999999999
AR11118,-87.4597,0.9866450000000001
AR11119,-83.9397,0.584592
AR11120,-83.0397,0.328357
AR11121,-83.7797,0.593576
AR11122,-83.9397,0.440483
AR11123,-83.7797,0.584896
AR11124,83.7797,1.29715
AR11133,102.147,0.00160411
AR11134,102.147,0.020103
AR11135,-73.0207,0.823284
AR11136,-81.5297,0.954216
AR11137,-80.6497,1.0712700000000002
AR11138,-102.706,0.5267029999999999
AR11139,-103.946,0.61441
AR11140,-123.06,0.72244
AR11141,-95.1197,0.882023
AR11142,99.8167,0.540726
AR11143,99.8167,0.54045
AR11145,85.9367,0.550064
AR11146,87.3567,0.578299
AR11147,87.3567,0.486137
AR11148,87.3567,0.5516310000000001
AR11149,85.9367,0.502352
AR11150,85.9367,0.560755
AR11151,90.4067,0.202256
AR11155,99.8167,0.533119
AR11156,97.7967,0.155949
AR11157,102.26700000000001,0.070842
AR11158,120.897,0.171417
AR11159,125.367,0.261356
AR11161,91.9567,0.43170200000000003
AR11162,97.7967,0.493014
AR11163,102.26700000000001,0.526069
AR11164,85.9367,0.5568930000000001
AR11165,85.9367,0.532652
AR11166,91.9567,0.417397
AR11167,99.8167,0.54379
AR11168,99.8167,0.567421
AR11169,97.7967,0.584407
AR11170,97.7967,0.407426
AR11172,101.617,0.399279
AR11173,85.5567,0.5531699999999999
AR11174,97.7967,0.40470500000000004
AR11175,97.7967,0.198968
AR11176,85.5567,0.646225
AR11177,99.8167,0.567423
AR11178,85.9367,0.558709
AR11179,99.8167,0.523382
AR11180,99.8167,0.523382
AR11181,91.8267,0.15597
AR11182,85.9367,0.555326
AR11183,91.9567,0.42108100000000004
AR11184,77.4067,1.3918
AR11185,86.2267,0.575232
AR11186,97.7967,0.348081
AR11187,97.7967,0.49016899999999997
AR11188,102.26700000000001,0.8776010000000001
AR11189,87.3567,0.557655
AR11190,88.1467,0.8670260000000001
AR11191,87.3567,0.527957
AR11192,85.6867,1.03607
AR11193,86.2267,0.575759
AR11194,86.2267,0.576272
AR11196,99.8167,0.523382
AR11197,99.8167,0.523382
AR11198,99.8167,0.277163
AR11199,99.8167,0.277163
AR11200,99.8167,0.277163
AR11201,124.71700000000001,0.20571
AR11202,99.8167,0.5429689999999999
AR11203,104.287,0.28687199999999996
AR11204,104.287,0.249685
AR11205,103.81700000000001,0.0616653
AR11207,104.287,0.11553800000000002
AR11208,99.8167,0.714709
AR11209,85.9367,0.52681
AR11210,99.8167,0.544118
AR11211,85.9367,0.548734
AR11212,91.9567,0.408005
AR11213,97.7967,0.29640500000000003
AR11214,97.7967,0.290116
AR11215,102.26700000000001,0.263827
AR11216,97.7967,0.29139
AR11217,102.26700000000001,0.26555500000000004
AR11218,103.81700000000001,0.287375
AR11219,85.5567,0.613
AR11220,87.3567,0.521981
AR11221,85.6867,0.9533790000000001
AR11222,125.367,0.476922
AR11223,91.1767,0.58094
AR11224,87.3567,0.584087
AR11226,87.3567,0.5791970000000001
AR11228,91.1767,0.5710569999999999
AR11233,99.8167,0.510671
AR11234,124.367,0.347904
AR11236,77.4067,0.009310700000000002
AR11242,99.8167,0.542768
AR11243,87.3567,0.575642
AR11244,85.5567,0.560187
AR11245,85.5567,0.652203
AR11246,89.3667,0.321883
AR11247,93.3767,0.360629
AR11248,93.3767,0.824324
AR11249,89.3667,0.34737199999999996
AR11250,99.3867,0.68807
AR11252,99.8167,0.53841
AR11253,99.8167,0.531876
AR11254,99.8167,0.532936
AR11255,120.897,0.102146
AR11256,125.367,0.00644688
AR11257,104.287,0.270648
AR11259,99.8167,0.560643
AR11261,103.727,0.541415
AR11263,101.617,0.570569
AR11264,101.617,0.146453
AR11266,85.5567,0.7673260000000001
AR11268,125.367,0.14296199999999998
AR11269,85.5567,0.539323
AR11270,120.897,0.203682
AR11271,104.287,0.721763
AR11272,85.9367,0.561526
AR11273,105.18700000000001,0.364172
AR11274,86.2267,0.6544760000000001
AR11275,86.2267,0.669294
AR11276,85.5567,0.628937
AR11277,85.5567,0.627173
AR11279,104.40700000000001,0.21000500000000002
AR11281,101.617,0.297473
AR11283,85.9367,0.548734
AR11284,91.9567,0.408005
AR11285,105.18700000000001,0.369745
AR11286,86.2267,0.639447
AR11287,86.2267,0.6554939999999999
AR11288,105.18700000000001,0.369745
AR11289,105.18700000000001,0.362809
AR11291,105.18700000000001,0.134768
AR11293,91.1767,0.539431
AR11294,87.3567,0.543006
AR11297,87.3567,0.549651
AR11298,86.2267,0.639242
AR11299,86.2267,0.655365
AR11300,99.8167,0.565228
AR11301,86.2267,0.669287
AR11302,91.1767,0.575102
AR11304,94.8367,0.1259
AR11306,97.7967,0.018349
AR11308,97.7967,0.1457
AR11309,85.9367,0.5598489999999999
AR11311,91.9567,0.130198
AR11312,120.897,0.029223000000000002
AR11313,125.367,0.330801
AR11315,85.9367,0.542007
AR11316,99.8167,0.523382
AR11317,99.8167,0.523382
AR11318,87.3567,0.646254
AR11319,156.297,0.17230499999999999
AR11321,87.5667,0.512845
AR11322,93.3767,0.367606
AR11323,91.1767,0.5555329999999999
AR11324,87.3567,0.5687840000000001
AR11325,91.1767,0.5555329999999999
AR11326,91.1767,0.564021
AR11327,85.9367,0.559886
AR11328,89.7567,0.557646
AR11329,85.9367,0.522093
AR11330,86.2267,0.57782
AR11331,85.5567,0.672164
AR11332,86.2267,0.571634
AR11333,96.3867,0.389276
AR11334,90.4067,0.274325
AR11335,87.3567,0.580943
AR11336,87.3567,0.567249
AR11337,77.4067,1.41771
AR11338,85.5567,0.646245
AR11339,86.2267,0.580218
AR11340,89.3767,0.6490739999999999
AR11341,86.2267,0.569908
AR11342,77.4067,0.8807360000000001
AR11343,86.2267,0.5720930000000001
AR11344,86.2267,0.582015
AR11345,85.9367,0.523807
AR11346,86.2267,0.581957
AR11347,91.8267,0.202267
AR11348,93.3767,0.35477800000000004
AR11349,85.5567,0.6394770000000001
AR11350,85.5567,0.641259
AR11351,85.5567,0.647551
AR11352,77.4067,1.18655
AR11353,77.4067,1.37656
AR11354,86.2267,0.575136
AR11357,85.5567,0.624008
AR11358,77.4067,1.37188
AR11359,86.2267,0.575038
AR11360,99.8067,0.270217
AR11361,87.3567,0.577671
AR11362,88.1467,0.947752
AR11363,87.3567,0.523602
AR11364,85.5567,0.645774
AR11365,86.2267,0.576235
AR11366,85.5567,0.6409520000000001
AR11367,86.2267,0.581911
AR11368,85.5567,0.641259
AR11369,86.2267,0.581957
AR11370,92.2467,0.545516
AR11371,99.8167,0.556534
AR11372,99.8167,0.56175
AR11374,86.2267,0.580605
AR11375,90.6967,0.3336
AR11376,90.6967,0.28917
AR11377,90.6967,0.28984099999999996
AR11378,85.5567,0.630848
AR11379,85.5567,0.647551
AR11380,90.0467,0.575078
AR11381,85.5567,0.624008
AR11382,105.18700000000001,0.645493
AR11383,86.2267,0.588804
AR11384,92.9467,0.810002
AR11385,85.5567,0.653753
AR11386,90.6967,0.59651
AR11387,90.0467,0.576924
AR11388,90.0467,0.570937
AR11389,85.5567,0.630862
AR11390,86.2267,0.5739350000000001
AR11391,85.5567,0.6703979999999999
AR11392,85.5567,0.630862
AR11393,85.5567,0.653982
AR11394,86.2267,0.549775
AR11395,77.4067,1.20433
AR11396,91.8267,0.287605
AR11398,86.2267,0.580591
AR11399,86.2267,0.575723
AR11400,85.5567,0.646245
AR11401,86.2267,0.580218
AR11402,86.2267,0.585295
AR11403,85.5567,0.6394770000000001
AR11404,86.2267,0.582257
AR11405,85.5567,0.631137
AR11406,87.3567,0.5774229999999999
AR11407,90.0467,0.5817829999999999
AR11408,89.7567,0.553294
AR11409,91.1767,0.578702
AR11410,90.4067,0.249479
AR11411,85.5567,0.647551
AR11412,85.5567,0.6652239999999999
AR11413,86.2267,0.579033
AR11414,85.5567,0.672164
AR11415,85.5567,0.6394770000000001
AR11417,85.5567,0.630764
AR11418,96.1067,0.550429
AR11419,87.3567,0.560708
AR11420,92.7067,1.01975
AR11421,99.8167,0.5737680000000001
AR11422,85.5567,0.6394770000000001
AR11423,85.5567,0.630764
AR11424,85.5567,0.6237050000000001
AR11425,101.26700000000001,0.0124648
AR11426,85.5567,0.6554270000000001
AR11429,77.4067,1.41771
AR11430,85.5567,0.646245
AR11431,85.5567,0.638003
AR11433,85.5567,0.6393939999999999
AR11434,86.2267,0.582318
AR11435,86.2267,0.582318
AR11436,86.2267,0.5801609999999999
AR11437,77.4067,1.39428
AR11438,86.2267,0.545927
AR11439,85.5567,0.625776
AR11440,85.5567,0.626483
AR11441,89.3767,0.621743
AR11442,87.3567,0.519442
AR11443,87.3567,0.5190170000000001
AR11444,85.5567,0.637662
AR11445,87.3567,0.573843
AR11446,87.3567,0.57384
AR11447,87.3567,0.5744859999999999
AR11448,87.3567,0.574496
AR11449,87.3567,0.569371
AR11450,86.2267,0.581888
AR11452,91.8267,0.16108599999999998
AR11453,99.8167,0.787805
AR11454,99.8167,0.8445969999999999
AR11455,99.8167,0.629091
AR11456,99.8167,0.629091
AR11457,99.8167,0.787805
AR11458,99.8167,0.787805
AR11459,99.8167,0.8445969999999999
AR11460,99.8167,0.629091
AR11461,99.8167,0.40526999999999996
AR11462,99.8167,0.40526999999999996
AR11463,91.8267,0.151143
AR11464,97.7967,0.404712
AR11465,101.617,0.417343
AR11466,87.9467,0.17388900000000002
AR11467,90.4067,0.08178189999999999
AR11468,91.8267,0.125629
AR11469,90.4067,0.0898321
AR11470,91.8267,0.142512
AR11471,101.617,0.040436
AR11472,93.3767,0.36280500000000004
AR11473,91.8267,0.18568099999999998
AR11474,91.8267,0.187696
AR11475,91.8267,0.160029
AR11476,91.8267,0.17013
AR11477,89.3667,0.288258
AR11478,91.8267,0.195271
AR11479,89.3667,0.27216399999999996
AR11480,91.8267,0.155539
AR11481,91.8267,0.19308499999999998
AR11482,87.3567,0.646025
AR11483,91.1767,0.559251
AR11484,97.7967,0.427396
AR11486,87.3567,0.6541319999999999
AR11487,91.8267,0.10851400000000001
AR11488,85.5567,0.6140439999999999
AR11489,87.3567,0.5796140000000001
AR11494,87.3567,0.577488
AR11495,85.9367,0.528772
AR11496,125.367,0.118903
AR11497,87.3567,0.569391
AR11498,86.2267,0.7259680000000001
AR11499,91.1767,0.570729
AR11500,105.18700000000001,0.38098000000000004
AR11501,86.2267,0.576436
AR11502,93.3767,0.267201
AR11503,87.3567,0.576657
AR11504,91.1767,0.5740970000000001
AR11505,106.73700000000001,0.5791850000000001
AR11506,87.3567,0.5727899999999999
AR11507,87.3567,0.570679
AR11508,87.3567,0.59319
AR11509,87.3567,0.59319
AR11510,89.3667,0.26986
AR11511,87.3567,0.521981
AR11512,91.1767,0.466017
AR11513,87.3567,0.587015
AR11514,89.3667,0.34701
AR11515,125.367,0.21500999999999998
AR11516,125.367,0.232698
AR11518,85.9367,0.553122
AR11519,99.8167,0.724923
AR11520,85.9367,0.557841
AR11521,85.9367,0.55425
AR11522,101.617,0.464595
AR11523,91.8267,0.270131
AR11524,87.3567,0.585616
AR11525,101.617,0.463552
AR11526,87.3567,0.508934
AR11527,85.6867,0.896009
AR11528,102.26700000000001,0.161944
AR11529,91.8267,0.23099299999999998
AR11530,77.4067,0.363708
AR11531,88.1467,0.352907
AR11532,91.1767,0.5718300000000001
AR11533,91.4867,0.492335
AR11534,91.8267,0.295721
AR11535,91.8267,0.42409399999999997
AR11536,87.3567,0.5747329999999999
AR11537,91.1767,0.5721109999999999
AR11538,89.3667,0.23530900000000002
AR11540,99.8167,0.724887
AR11542,86.2267,0.571747
AR11543,87.3567,0.560001
AR11544,91.8267,0.108623
AR11545,91.8267,0.110045
AR11546,91.8267,0.10463299999999999
AR11547,125.367,0.0269995
AR11549,105.837,0.577284
AR11550,87.3567,0.5725180000000001
AR11552,87.9467,0.284821
AR11553,91.9567,0.340804
AR11554,93.3767,0.351177
AR11555,87.3567,0.573742
AR11556,91.1767,0.571658
AR11558,85.5567,0.571233
AR11559,89.3767,0.5603130000000001
AR11560,85.5567,0.6294109999999999
AR11561,87.3567,0.5593229999999999
AR11562,85.9367,0.440796
AR11563,87.9467,0.23824499999999998
AR11564,87.3567,0.575344
AR11565,87.3567,0.547177
AR11566,91.8267,0.0597852
AR11567,91.8267,0.09735039999999999
AR11569,91.8267,0.26432100000000003
AR11570,86.2267,0.581875
AR11571,87.3567,0.565488
AR11572,85.5567,0.5897720000000001
AR11573,87.3567,0.580278
AR11574,96.6967,0.5484289999999999
AR11575,94.7467,0.382324
AR11577,85.9367,0.558094
AR11578,89.3667,0.26672399999999996
AR11579,89.4067,0.182997
AR11580,87.3567,0.5406810000000001
AR11581,77.4067,1.38925
AR11584,89.3667,0.1913
AR11585,89.3667,0.253211
AR11586,125.367,0.46976899999999994
AR11587,87.3567,0.502242
AR11588,88.1467,0.879956
AR11589,87.3567,0.515521
AR11591,87.9467,0.172517
AR11592,87.3567,0.48216000000000003
AR11593,91.8267,0.42261000000000004
AR11594,89.3667,0.376882
AR11595,87.9467,0.202489
AR11597,87.3567,0.532645
AR11598,87.9467,0.313504
AR11599,87.3567,0.502242
AR11600,91.1767,0.474699
AR11601,77.4067,1.3951200000000001
AR11602,90.4067,0.08461360000000001
AR11603,87.9467,0.22279000000000002
AR11604,99.8167,0.7630279999999999
AR11605,77.4067,1.39494
AR11606,97.7967,0.0377508
AR11607,87.9467,0.310008
AR11608,122.90700000000001,0.315775
AR11609,120.897,0.198222
AR11610,87.3567,0.581496
AR11611,87.3567,0.5406810000000001
AR11612,91.1767,0.505666
AR11613,87.3567,0.584831
AR11614,120.897,0.204381
AR11615,122.90700000000001,0.418022
AR11616,99.8167,0.556706
AR11617,107.417,0.08044689999999999
AR11618,85.9367,0.48267
AR11619,87.9467,0.19399
AR11620,83.8867,0.597587
AR11621,86.3467,0.44583500000000004
AR11622,85.9367,0.553292
AR11623,85.5567,0.631542
AR11624,87.3567,0.5652659999999999
AR11625,97.7967,0.035170599999999996
AR11626,99.8067,0.251392
AR11627,87.3567,0.583689
AR11628,91.1767,0.567433
AR11629,99.8067,0.0901065
AR11630,107.417,0.08695239999999999
AR11631,85.9367,0.527879
AR11632,125.367,0.334944
AR11633,125.367,0.438637
AR11634,87.3567,0.565122
AR11635,87.3567,0.573717
AR11636,87.9467,0.17036500000000002
AR11637,90.4067,0.082086
AR11639,104.287,0.45421999999999996
AR11641,89.3767,0.668395
AR11642,77.4067,1.10058
AR11644,77.4067,2.0990599999999997
AR11645,91.1767,0.5710569999999999
AR11646,87.3567,0.573843
AR11647,91.4867,0.736049
AR11648,77.4067,2.0975900000000003
AR11649,91.1767,0.47691000000000006
AR11650,99.8167,0.556549
AR11651,85.9367,0.503789
AR11652,91.8267,0.165972
AR11653,87.3567,0.5368970000000001
AR11654,87.3567,0.527957
AR11655,91.1767,0.479721
AR11656,125.367,0.436126
AR11657,87.9467,0.263257
AR11658,87.3567,0.5768770000000001
AR11659,89.4067,0.190924
AR11660,87.3567,0.566635
AR11662,85.5567,0.589788
